# mu sigma av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m nsamples
-0.800 0.000 79.000000 4096.000000 10000 10000 0 29089691760.000000 45793972.435552 10000
-0.800 0.010 79.000000 4096.000000 10000 10000 0 29139062380.000000 137174331.772910 10000
-0.800 0.020 79.000000 4096.000000 10000 10000 0 29285291280.000000 265035367.768486 10000
-0.800 0.030 78.994000 4096.000000 10000 10000 0 29482765590.000000 713492558.708413 10000
-0.800 0.040 78.868700 4096.000000 10000 10000 0 28824599150.000000 2637694352.796947 10000
-0.800 0.050 78.346600 4096.000000 10000 10000 0 25033738720.000000 3644185388.208482 10000
-0.800 0.060 78.012000 4096.000000 10000 10000 0 22797412740.000000 1382534266.631911 10000
-0.800 0.070 77.889400 4096.000000 10000 10000 0 22480896270.000000 1960252066.715083 10000
-0.800 0.080 77.524500 4096.000000 10000 10000 0 20720049611.000000 3045119555.067911 10000
-0.800 0.090 77.083600 4096.000000 10000 10000 0 18515940835.000000 2302469036.017427 10000
-0.800 0.100 76.781800 4096.000000 10000 10000 0 17417439858.000000 2202520159.737551 10000
-0.800 0.110 76.371900 4096.000000 10000 10000 0 15945477454.000000 2596300413.631710 10000
-0.800 0.120 75.933100 4096.000000 10000 10000 0 14439475714.000000 2321278776.272239 10000
-0.800 0.130 75.516700 4096.000000 10000 10000 0 13252610818.000000 2325894175.592924 10000
-0.800 0.140 75.051800 4096.000000 10000 10000 0 12013833421.000000 2325871731.921290 10000
-0.800 0.150 74.571700 4096.000000 10000 10000 0 10865966047.000000 2205977602.656712 10000
-0.800 0.160 74.084100 4096.000000 10000 10000 0 9851403224.000000 2185315030.565350 10000
-0.800 0.170 73.565900 4096.000000 10000 10000 0 8866668784.000000 2101566969.977472 10000
-0.800 0.180 73.039100 4096.000000 10000 10000 0 7989397330.600000 2024801748.519912 10000
-0.800 0.190 72.486900 4096.000000 10000 10000 0 7165497762.500000 1948623734.514327 10000
-0.750 0.000 88.973200 4096.000000 10000 10000 0 38166293450.000000 1493109098.332514 10000
-0.750 0.010 88.897000 4096.000000 10000 10000 0 37537757970.000000 2806374925.726393 10000
-0.750 0.020 88.313500 4096.000000 10000 10000 0 32314045820.000000 4222349734.014295 10000
-0.750 0.030 88.004600 4096.000000 10000 10000 0 29744829510.000000 754959518.300513 10000
-0.750 0.040 87.978700 4096.000000 10000 10000 0 29965563940.000000 1165408593.988202 10000
-0.750 0.050 87.689900 4096.000000 10000 10000 0 28350209400.000000 3285513923.168658 10000
-0.750 0.060 87.118500 4096.000000 10000 10000 0 24683887600.000000 2473178637.905056 10000
-0.750 0.070 86.858000 4096.000000 10000 10000 0 23569105860.000000 2151034910.165479 10000
-0.750 0.080 86.409100 4096.000000 10000 10000 0 21546372805.000000 2948264816.993446 10000
-0.750 0.090 85.921300 4096.000000 10000 10000 0 19432442939.000000 2366737938.942112 10000
-0.750 0.100 85.480600 4096.000000 10000 10000 0 17919149969.000000 2640948062.744935 10000
-0.750 0.110 84.949200 4096.000000 10000 10000 0 16133877737.000000 2530806535.103832 10000
-0.750 0.120 84.421200 4096.000000 10000 10000 0 14617743519.000000 2512408667.486073 10000
-0.750 0.130 83.859000 4096.000000 10000 10000 0 13166390690.000000 2476001512.260221 10000
-0.750 0.140 83.274700 4096.000000 10000 10000 0 11835465638.000000 2414097208.855526 10000
-0.750 0.150 82.653700 4096.000000 10000 10000 0 10574205679.000000 2350281078.518357 10000
-0.750 0.160 82.016600 4096.000000 10000 10000 0 9442486480.000000 2268086252.144059 10000
-0.750 0.170 81.354600 4096.000000 10000 10000 0 8406935235.700000 2182493598.796821 10000
-0.750 0.180 80.670400 4096.000000 10000 10000 0 7468870869.000000 2087739485.244298 10000
-0.750 0.190 79.967200 4096.000000 10000 10000 0 6622869204.000000 1978803525.297394 10000
-0.750 0.200 79.241400 4095.999900 10000 10000 0 5858817672.300000 1872656912.239816 10000
-0.750 0.210 78.503000 4095.999900 10000 10000 0 5179081349.900000 1748803226.825197 10000
-0.700 0.000 100.980800 4096.000000 10000 10000 0 42925089860.000000 1274792245.994092 10000
-0.700 0.010 100.868600 4096.000000 10000 10000 0 41987490410.000000 3124112593.293805 10000
-0.700 0.020 100.126600 4096.000000 10000 10000 0 35334148570.000000 2989496813.551602 10000
-0.700 0.030 99.994800 4096.000000 10000 10000 0 34547045270.000000 817997821.112402 10000
-0.700 0.040 99.790300 4096.000000 10000 10000 0 33579894240.000000 2991433344.033188 10000
-0.700 0.050 99.124700 4096.000000 10000 10000 0 29183463610.000000 2598819271.683968 10000
-0.700 0.060 98.796600 4096.000000 10000 10000 0 27704910120.000000 2541212149.777676 10000
-0.700 0.070 98.203000 4096.000000 10000 10000 0 24799044860.000000 2871934060.803122 10000
-0.700 0.080 97.681300 4096.000000 10000 10000 0 22668850996.000000 2680547783.278937 10000
-0.700 0.090 97.064200 4096.000000 10000 10000 0 20367899713.000000 2802259680.464495 10000
-0.700 0.100 96.438000 4096.000000 10000 10000 0 18344175981.000000 2771751537.764406 10000
-0.700 0.110 95.762700 4096.000000 10000 10000 0 16404867619.000000 2750546893.721337 10000
-0.700 0.120 95.057000 4096.000000 10000 10000 0 14634354157.000000 2696994761.268295 10000
-0.700 0.130 94.312600 4096.000000 10000 10000 0 13000737364.000000 2647083707.065749 10000
-0.700 0.140 93.526600 4096.000000 10000 10000 0 11487920724.000000 2570142142.809331 10000
-0.700 0.150 92.713300 4096.000000 10000 10000 0 10137274790.000000 2493973891.101545 10000
-0.700 0.160 91.866500 4096.000000 10000 10000 0 8911539841.299999 2379617752.814778 10000
-0.700 0.170 90.983600 4096.000000 10000 10000 0 7800516868.200000 2252968331.089641 10000
-0.700 0.180 90.084800 4095.999900 10000 10000 0 6835491467.100000 2128154368.706241 10000
-0.700 0.190 89.154900 4095.999900 10000 10000 0 5967484309.400000 1988008253.880536 10000
-0.700 0.200 88.195700 4095.999800 10000 10000 0 5196921313.100000 1852920025.826899 10000
-0.700 0.210 87.234000 4095.999700 10000 10000 0 4541710013.800000 1722407734.888171 10000
-0.700 0.220 86.246100 4095.998100 10000 10000 0 3955304371.400000 1579740912.551485 10000
-0.700 0.230 85.245500 4095.996000 10000 10000 0 3446483576.800000 1449927381.105688 10000
-0.650 0.000 116.566100 4096.000000 10000 10000 0 47210349740.000000 4822228539.281937 10000
-0.650 0.010 116.065100 4096.000000 10000 10000 0 42466687920.000000 2345534151.313611 10000
-0.650 0.020 115.997800 4096.000000 10000 10000 0 42216870850.000000 667491272.514290 10000
-0.650 0.030 115.704700 4096.000000 10000 10000 0 40481528720.000000 3534530238.962655 10000
-0.650 0.040 115.003600 4096.000000 10000 10000 0 35617261780.000000 1909674889.492940 10000
-0.650 0.050 114.497100 4096.000000 10000 10000 0 33047554250.000000 3303566712.641188 10000
-0.650 0.060 113.829200 4096.000000 10000 10000 0 29690276710.000000 2719143904.484709 10000
-0.650 0.070 113.120900 4096.000000 10000 10000 0 26681128141.000000 3037007671.861423 10000
-0.650 0.080 112.375500 4096.000000 10000 10000 0 23924716188.000000 3075144138.813923 10000
-0.650 0.090 111.552600 4096.000000 10000 10000 0 21233866628.000000 3054195757.195045 10000
-0.650 0.100 110.683300 4096.000000 10000 10000 0 18788224941.000000 3080573049.189467 10000
-0.650 0.110 109.768900 4096.000000 10000 10000 0 16568695010.000000 3046595514.947701 10000
-0.650 0.120 108.797500 4096.000000 10000 10000 0 14528830755.000000 2990202763.797179 10000
-0.650 0.130 107.769300 4096.000000 10000 10000 0 12667547836.000000 2899713609.986372 10000
-0.650 0.140 106.693200 4096.000000 10000 10000 0 11004896439.000000 2795148715.168395 10000
-0.650 0.150 105.568800 4096.000000 10000 10000 0 9521225189.100000 2659656390.608098 10000
-0.650 0.160 104.404600 4096.000000 10000 10000 0 8213744719.500000 2499975211.580842 10000
-0.650 0.170 103.197300 4095.999900 10000 10000 0 7064143005.300000 2335287093.555022 10000
-0.650 0.180 101.958400 4095.999800 10000 10000 0 6064482471.300000 2160061344.289124 10000
-0.650 0.190 100.683400 4095.999700 10000 10000 0 5192244914.200000 1977229334.509675 10000
-0.650 0.200 99.383800 4095.998500 10000 10000 0 4444217069.000000 1800264236.106442 10000
-0.650 0.210 98.076800 4095.995500 10000 10000 0 3816071259.400000 1635844657.644403 10000
-0.650 0.220 96.752700 4095.986900 10000 10000 0 3277236826.200000 1481908561.882837 10000
-0.650 0.230 95.417800 4095.966300 10000 10000 0 2817005308.900000 1337281350.859828 10000
-0.650 0.240 94.084300 4095.925500 10000 10000 0 2430272368.300000 1203068152.457229 10000
-0.650 0.250 92.749500 4095.849600 10000 10000 0 2103217354.470000 1082835910.945901 10000
-0.650 0.260 91.416900 4095.721500 10000 10000 0 1823181886.940000 967196288.523555 10000
-0.600 0.000 138.000000 4096.000000 10000 10000 0 52669224910.000000 36104400.187272 10000
-0.600 0.010 137.999700 4096.000000 10000 10000 0 52889204080.000000 442858917.861522 10000
-0.600 0.020 137.659900 4096.000000 10000 10000 0 50577239910.000000 3898252348.652147 10000
-0.600 0.030 136.938300 4096.000000 10000 10000 0 45345138560.000000 2043907374.223363 10000
-0.600 0.040 136.140600 4096.000000 10000 10000 0 40574941720.000000 2992550203.624069 10000
-0.600 0.050 135.355200 4096.000000 10000 10000 0 36671301190.000000 3329913685.210730 10000
-0.600 0.060 134.443200 4096.000000 10000 10000 0 32651774120.000000 3340734437.826654 10000
-0.600 0.070 133.445200 4096.000000 10000 10000 0 28870575752.000000 3405084137.768602 10000
-0.600 0.080 132.369000 4096.000000 10000 10000 0 25387155067.000000 3480386847.414890 10000
-0.600 0.090 131.212300 4096.000000 10000 10000 0 22193514026.000000 3532088290.080744 10000
-0.600 0.100 129.972700 4096.000000 10000 10000 0 19274210716.000000 3513979174.463584 10000
-0.600 0.110 128.643700 4096.000000 10000 10000 0 16616141974.000000 3459923775.036874 10000
-0.600 0.120 127.241400 4096.000000 10000 10000 0 14255531904.000000 3353482260.535160 10000
-0.600 0.130 125.753300 4096.000000 10000 10000 0 12144229972.000000 3208880335.675622 10000
-0.600 0.140 124.191000 4096.000000 10000 10000 0 10293977474.799999 3036322023.380954 10000
-0.600 0.150 122.570900 4095.999900 10000 10000 0 8700183710.600000 2821028284.664088 10000
-0.600 0.160 120.889600 4095.999900 10000 10000 0 7325338616.700000 2597647991.725798 10000
-0.600 0.170 119.148900 4095.999700 10000 10000 0 6144655640.100000 2363971625.727271 10000
-0.600 0.180 117.375100 4095.998800 10000 10000 0 5153851118.300000 2128703872.864225 10000
-0.600 0.190 115.572900 4095.995000 10000 10000 0 4327296309.100000 1914250792.397213 10000
-0.600 0.200 113.751100 4095.986400 10000 10000 0 3637885016.800000 1703790838.024517 10000
-0.600 0.210 111.917000 4095.959500 10000 10000 0 3067013154.600000 1517797137.731954 10000
-0.600 0.220 110.078000 4095.904600 10000 10000 0 2590698345.500000 1338302709.023052 10000
-0.600 0.230 108.245900 4095.797600 10000 10000 0 2199437006.270000 1182773417.417707 10000
-0.600 0.240 106.415900 4095.606000 10000 10000 0 1872824920.630000 1042833624.712844 10000
-0.600 0.250 104.607900 4095.282200 10000 10000 0 1606269141.390000 924727892.374363 10000
-0.600 0.260 102.820600 4094.785600 10000 10000 0 1384455100.440000 817315014.312274 10000
-0.600 0.270 101.061000 4094.058700 10000 10000 0 1201216309.100000 724166831.151042 10000
-0.600 0.280 99.324500 4093.048800 10000 10000 0 1047902200.470000 642624021.213388 10000
-0.550 0.000 170.000000 4096.000000 10000 10000 0 67350439020.000000 34568878.198770 10000
-0.550 0.010 169.938700 4096.000000 10000 10000 0 67180580360.000000 2153732537.841300 10000
-0.550 0.020 168.963800 4096.000000 10000 10000 0 59384231840.000000 1881653833.325150 10000
-0.550 0.030 167.985400 4096.000000 10000 10000 0 53098362180.000000 2850495666.783405 10000
-0.550 0.040 166.904000 4096.000000 10000 10000 0 47301157520.000000 3376659023.722882 10000
-0.550 0.050 165.676600 4096.000000 10000 10000 0 41717743510.000000 3701510066.492024 10000
-0.550 0.060 164.309400 4096.000000 10000 10000 0 36462969760.000000 3940348388.564233 10000
-0.550 0.070 162.817500 4096.000000 10000 10000 0 31657047223.000000 4113403072.909173 10000
-0.550 0.080 161.184200 4096.000000 10000 10000 0 27236499555.000000 4227328678.795007 10000
