-0.321	0.060	0.064
-0.309	0.080	0.084
-0.297	0.092	0.096
-0.285	0.100	0.104
-0.273	0.112	0.116
-0.261	0.120	0.124
-0.249	0.128	0.132
-0.237	0.136	0.140
-0.225	0.144	0.148
-0.213	0.152	0.156
-0.201	0.160	0.164
-0.189	0.168	0.172
-0.177	0.176	0.180
-0.165	0.180	0.184
-0.153	0.188	0.192
-0.141	0.192	0.196
-0.129	0.200	0.204
-0.117	0.204	0.208
-0.105	0.212	0.216
-0.093	0.216	0.220
-0.081	0.224	0.228
-0.069	0.228	0.232
-0.057	0.232	0.236
-0.045	0.240	0.244
-0.033	0.244	0.248
-0.021	0.248	0.252
-0.009	0.252	0.256
0.003	0.260	0.264
0.015	0.264	0.268
0.027	0.268	0.272
0.039	0.272	0.276
0.051	0.276	0.280
0.063	0.280	0.284
0.075	0.288	0.292
0.087	0.292	0.296
0.099	0.296	0.300
0.111	0.300	0.304
0.123	0.304	0.308
0.135	0.308	0.312
0.147	0.312	0.316
0.159	0.316	0.320
0.171	0.320	0.324
0.183	0.324	0.328
0.195	0.328	0.332
0.207	0.332	0.336
0.219	0.336	0.340
0.231	0.340	0.344
0.243	0.344	0.348
0.255	0.344	0.348
0.267	0.348	0.352
0.279	0.352	0.356
0.291	0.356	0.360
0.303	0.360	0.364
0.315	0.364	0.368
0.327	0.368	0.372
0.339	0.368	0.372
