# mu sigma av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m nsamples
-0.650 0.040 115.141000 2048.000000 10000 10000 0 36707972200.000000 2881565616.440768 10000
-0.650 0.050 114.658400 2048.000000 10000 10000 0 34152166830.000000 3123087108.649999 10000
-0.650 0.060 114.025700 2048.000000 10000 10000 0 30954356110.000000 3104697446.286527 10000
-0.650 0.070 113.368100 2048.000000 10000 10000 0 28111073651.000000 3304213271.407248 10000
-0.650 0.080 112.657000 2048.000000 10000 10000 0 25387573991.000000 3334577149.735194 10000
-0.650 0.090 111.891800 2048.000000 10000 10000 0 22819614457.000000 3401887475.581769 10000
-0.650 0.100 111.081600 2048.000000 10000 10000 0 20447463708.000000 3429792076.385788 10000
-0.650 0.110 110.218400 2048.000000 10000 10000 0 18232094656.000000 3417736244.707973 10000
-0.650 0.120 109.314100 2048.000000 10000 10000 0 16226144713.000000 3401605333.161230 10000
-0.650 0.130 108.358900 2048.000000 10000 10000 0 14376499661.200001 3339711970.774467 10000
-0.650 0.140 107.359700 2048.000000 10000 10000 0 12693649357.299999 3229677680.584077 10000
-0.650 0.150 106.320200 2048.000000 10000 10000 0 11185390575.000000 3113607339.103053 10000
-0.650 0.160 105.241100 2048.000000 10000 10000 0 9834832926.299999 2976115737.003899 10000
-0.650 0.170 104.125200 2048.000000 10000 10000 0 8629403865.799999 2821721218.693115 10000
-0.650 0.180 102.977900 2048.000000 10000 10000 0 7564133587.000000 2664892354.367910 10000
-0.650 0.190 101.803500 2047.999800 10000 10000 0 6625718683.100000 2495248826.313829 10000
-0.650 0.200 100.599500 2047.999200 10000 10000 0 5792760805.000000 2313104588.078586 10000
-0.650 0.210 99.368700 2047.997400 10000 10000 0 5062114534.200000 2140319991.494760 10000
-0.650 0.220 98.135400 2047.992900 10000 10000 0 4437002976.700000 1968583485.525376 10000
-0.650 0.230 96.889100 2047.982400 10000 10000 0 3894788230.000000 1811518964.662148 10000
-0.650 0.240 95.635500 2047.960200 10000 10000 0 3424426672.550000 1659367451.266655 10000
-0.650 0.250 94.372800 2047.921900 10000 10000 0 3013222711.720000 1515448845.403639 10000
-0.600 0.000 138.000300 2048.000000 10000 10000 0 52671917210.000000 182770211.946693 10000
-0.600 0.010 137.999700 2048.000000 10000 10000 0 52887583630.000000 610684238.552890 10000
-0.600 0.020 137.768400 2048.000000 10000 10000 0 51508305510.000000 3371699897.987863 10000
-0.600 0.030 137.012200 2048.000000 10000 10000 0 45951376830.000000 2505035584.082925 10000
-0.600 0.040 136.348700 2048.000000 10000 10000 0 42115403350.000000 3438433565.325692 10000
-0.600 0.050 135.566900 2048.000000 10000 10000 0 38060617360.000000 3436041517.511103 10000
-0.600 0.060 134.701700 2048.000000 10000 10000 0 34179433660.000000 3581574160.570466 10000
-0.600 0.070 133.770300 2048.000000 10000 10000 0 30592957388.000000 3756028088.891626 10000
-0.600 0.080 132.756900 2048.000000 10000 10000 0 27210164248.000000 3862644531.173489 10000
-0.600 0.090 131.670100 2048.000000 10000 10000 0 24093142811.000000 3948277823.024340 10000
-0.600 0.100 130.510100 2048.000000 10000 10000 0 21230565431.000000 3964916963.523384 10000
-0.600 0.110 129.280100 2048.000000 10000 10000 0 18634232883.000000 3939194239.588526 10000
-0.600 0.120 127.969200 2048.000000 10000 10000 0 16259948786.000000 3871893462.692786 10000
-0.600 0.130 126.594300 2048.000000 10000 10000 0 14139262095.700001 3737143374.751128 10000
-0.600 0.140 125.154800 2048.000000 10000 10000 0 12256550594.500000 3588979727.826531 10000
-0.600 0.150 123.649500 2048.000000 10000 10000 0 10584293942.100000 3404987768.579518 10000
-0.600 0.160 122.089400 2048.000000 10000 10000 0 9107824753.100000 3171598733.589097 10000
-0.600 0.170 120.481300 2048.000000 10000 10000 0 7834664628.300000 2956121241.176387 10000
-0.600 0.180 118.842300 2047.999500 10000 10000 0 6743184037.000000 2726351603.130566 10000
-0.600 0.190 117.165500 2047.997800 10000 10000 0 5799326194.700000 2505320095.897243 10000
-0.600 0.200 115.462500 2047.992100 10000 10000 0 4988182998.200000 2274922104.847490 10000
-0.600 0.210 113.742500 2047.978200 10000 10000 0 4299788177.900000 2068296871.712991 10000
-0.600 0.220 112.018800 2047.949000 10000 10000 0 3716957970.070000 1863798552.440445 10000
-0.600 0.230 110.292400 2047.892300 10000 10000 0 3224057884.330000 1682132102.301319 10000
-0.600 0.240 108.560900 2047.794400 10000 10000 0 2803770913.330000 1520339710.364851 10000
-0.600 0.250 106.844600 2047.627600 10000 10000 0 2449636460.310000 1366116805.780178 10000
-0.600 0.260 105.139200 2047.366600 10000 10000 0 2149678679.990000 1234261895.597518 10000
-0.600 0.270 103.461200 2046.978700 10000 10000 0 1900138434.070000 1118879807.036064 10000
-0.600 0.280 101.786200 2046.444900 10000 10000 0 1680134006.180000 1005839608.765917 10000
-0.550 0.000 170.000000 2048.000000 10000 10000 0 67350105350.000000 49459970.442695 10000
-0.550 0.010 169.953400 2048.000000 10000 10000 0 67310503280.000000 1947463577.503618 10000
-0.550 0.020 169.027000 2048.000000 10000 10000 0 59936845840.000000 2486686943.391683 10000
-0.550 0.030 168.161900 2048.000000 10000 10000 0 54478811700.000000 3412637737.433135 10000
-0.550 0.040 167.133200 2048.000000 10000 10000 0 48889375880.000000 3722122864.402082 10000
-0.550 0.050 165.968700 2048.000000 10000 10000 0 43512801750.000000 4051166037.899139 10000
-0.550 0.060 164.679600 2048.000000 10000 10000 0 38467367290.000000 4315706024.381109 10000
-0.550 0.070 163.273900 2048.000000 10000 10000 0 33821285497.000000 4531016166.942253 10000
-0.550 0.080 161.743700 2048.000000 10000 10000 0 29547814547.000000 4708180832.582150 10000
-0.550 0.090 160.084700 2048.000000 10000 10000 0 25627684597.000000 4778654120.984618 10000
-0.550 0.100 158.304000 2048.000000 10000 10000 0 22094795764.000000 4766914768.855203 10000
-0.550 0.110 156.405600 2048.000000 10000 10000 0 18943665565.799999 4669490071.930492 10000
-0.550 0.120 154.390100 2048.000000 10000 10000 0 16151158001.900000 4504675360.984271 10000
-0.550 0.130 152.253500 2048.000000 10000 10000 0 13676238370.100000 4264861206.152281 10000
-0.550 0.140 150.025500 2048.000000 10000 10000 0 11553276001.400000 3995710542.458793 10000
-0.550 0.150 147.717500 2048.000000 10000 10000 0 9742342993.000000 3706126351.357317 10000
-0.550 0.160 145.326900 2047.999900 10000 10000 0 8184123713.000000 3373711475.154974 10000
-0.550 0.170 142.878800 2047.998000 10000 10000 0 6873250287.200000 3046549495.141877 10000
-0.550 0.180 140.389600 2047.992000 10000 10000 0 5780251417.800000 2737524869.219116 10000
-0.550 0.190 137.870300 2047.975000 10000 10000 0 4869012667.200000 2441706726.133595 10000
-0.550 0.200 135.352800 2047.938500 10000 10000 0 4122939672.310000 2174020846.368110 10000
-0.550 0.210 132.821800 2047.864700 10000 10000 0 3498340165.350000 1925716829.732061 10000
-0.550 0.220 130.308800 2047.720600 10000 10000 0 2986218066.680000 1705989636.762866 10000
-0.550 0.230 127.823700 2047.478200 10000 10000 0 2566455212.150000 1512591739.307097 10000
-0.550 0.240 125.356300 2047.093800 10000 10000 0 2215563071.930000 1342537751.126547 10000
-0.550 0.250 122.931400 2046.514100 10000 10000 0 1925046604.980000 1189549958.719869 10000
-0.550 0.260 120.549700 2045.709100 10000 10000 0 1686325431.900000 1062496650.862290 10000
-0.550 0.270 118.215400 2044.638500 10000 10000 0 1486269901.530000 948356666.086101 10000
-0.550 0.280 115.923000 2043.273400 10000 10000 0 1317541059.230000 850714192.678851 10000
-0.550 0.290 113.691800 2041.567400 10000 10000 0 1177143859.980000 765700562.490859 10000
-0.550 0.300 111.508100 2039.483100 10000 10000 0 1057496824.900000 690669889.919862 10000
-0.550 0.310 109.375500 2037.055400 10000 10000 0 956165777.980000 627708271.125781 10000
-0.500 0.000 221.000000 2048.000000 10000 10000 0 88852966760.000000 45835273.654118 10000
-0.500 0.010 220.414400 2048.000000 10000 10000 0 84055076580.000000 3919785001.882075 10000
-0.500 0.020 219.255100 2048.000000 10000 10000 0 75773028030.000000 3579722634.225834 10000
-0.500 0.030 217.805400 2048.000000 10000 10000 0 67266610460.000000 4095268275.558153 10000
-0.500 0.040 216.133600 2048.000000 10000 10000 0 59226782020.000000 4659181833.145473 10000
-0.500 0.050 214.232100 2048.000000 10000 10000 0 51679011130.000000 5192070862.379367 10000
-0.500 0.060 212.121000 2048.000000 10000 10000 0 44785452485.000000 5611720101.336699 10000
-0.500 0.070 209.782200 2048.000000 10000 10000 0 38477813392.000000 5926451893.694826 10000
-0.500 0.080 207.216100 2048.000000 10000 10000 0 32776939177.000000 6089717023.620259 10000
-0.500 0.090 204.419300 2048.000000 10000 10000 0 27677536913.000000 6118163436.808427 10000
-0.500 0.100 201.382900 2048.000000 10000 10000 0 23138590362.200001 5981089864.905147 10000
-0.500 0.110 198.130300 2048.000000 10000 10000 0 19200243593.700001 5735655268.661772 10000
-0.500 0.120 194.672500 2048.000000 10000 10000 0 15820358442.500000 5380659270.851287 10000
-0.500 0.130 191.024500 2048.000000 10000 10000 0 12950144078.799999 4945789685.297040 10000
-0.500 0.140 187.227800 2048.000000 10000 10000 0 10562745749.700001 4467028646.662367 10000
-0.500 0.150 183.320100 2047.998200 10000 10000 0 8607738404.299999 3973499787.331822 10000
-0.500 0.160 179.326000 2047.992900 10000 10000 0 7015786212.400000 3500454963.393285 10000
-0.500 0.170 175.285700 2047.975500 10000 10000 0 5732903034.200000 3054853798.465704 10000
-0.500 0.180 171.228300 2047.929500 10000 10000 0 4701380397.600000 2645133410.299347 10000
-0.500 0.190 167.191000 2047.827500 10000 10000 0 3881739848.430000 2284260430.092085 10000
-0.500 0.200 163.195700 2047.626900 10000 10000 0 3229873027.590000 1974112783.008782 10000
-0.500 0.210 159.265100 2047.279100 10000 10000 0 2712161388.390000 1710361779.719694 10000
-0.500 0.220 155.404000 2046.717700 10000 10000 0 2296229171.300000 1486183906.616988 10000
-0.500 0.230 151.639500 2045.863600 10000 10000 0 1963868329.030000 1291705796.547694 10000
-0.500 0.240 147.959600 2044.655100 10000 10000 0 1691950987.150000 1127818630.808763 10000
-0.500 0.250 144.394500 2043.070100 10000 10000 0 1475846199.700000 995657234.129620 10000
-0.500 0.260 140.929100 2041.004100 10000 10000 0 1295556056.210000 876310533.992621 10000
-0.500 0.270 137.570500 2038.455100 10000 10000 0 1147827267.750000 777484870.128678 10000
-0.500 0.280 134.323000 2035.436900 10000 10000 0 1024581000.080000 693113839.858840 10000
-0.500 0.290 131.182100 2031.945200 10000 10000 0 921860290.110000 620858887.348965 10000
-0.500 0.300 128.143800 2027.971300 10000 10000 0 835451428.270000 560975593.220050 10000
-0.500 0.310 125.208500 2023.542700 10000 10000 0 761377428.920000 509009613.272459 10000
-0.500 0.320 122.383700 2018.670600 10000 10000 0 698855113.110000 463065158.722290 10000
-0.500 0.330 119.650800 2013.419600 10000 10000 0 644240610.910000 423827640.958428 10000
-0.450 0.000 315.946900 2048.000000 10000 10000 0 130990859400.000000 2201904570.074225 10000
-0.450 0.010 314.396200 2048.000000 10000 10000 0 117754852790.000000 3569427501.766814 10000
-0.450 0.020 312.221400 2048.000000 10000 10000 0 103592120000.000000 4480585082.128110 10000
-0.450 0.030 309.536800 2048.000000 10000 10000 0 89970644510.000000 5646456028.185130 10000
-0.450 0.040 306.387500 2048.000000 10000 10000 0 77394502610.000000 6692104060.080709 10000
-0.450 0.050 302.776200 2048.000000 10000 10000 0 65946613310.000000 7539445608.860404 10000
-0.450 0.060 298.678600 2048.000000 10000 10000 0 55567988833.000000 8209900541.493221 10000
-0.450 0.070 294.079800 2048.000000 10000 10000 0 46255052867.000000 8601604567.002916 10000
-0.450 0.080 288.959500 2048.000000 10000 10000 0 37984369668.099998 8705707612.304707 10000
-0.450 0.090 283.320600 2048.000000 10000 10000 0 30781174505.299999 8524847309.355897 10000
-0.450 0.100 277.162700 2048.000000 10000 10000 0 24593217231.299999 8081674177.987251 10000
-0.450 0.110 270.542200 2048.000000 10000 10000 0 19423293614.000000 7417815470.999496 10000
-0.450 0.120 263.538200 2048.000000 10000 10000 0 15218031698.299999 6626558926.309146 10000
-0.450 0.130 256.223300 2047.999200 10000 10000 0 11848525846.700001 5774716933.210666 10000
-0.450 0.140 248.731200 2047.994500 10000 10000 0 9222747931.100000 4934214702.631962 10000
-0.450 0.150 241.158200 2047.974900 10000 10000 0 7204896930.800000 4165007998.993784 10000
-0.450 0.160 233.580900 2047.920500 10000 10000 0 5656891331.600000 3478547167.498513 10000
-0.450 0.170 226.108100 2047.782700 10000 10000 0 4489641906.200000 2898445274.806249 10000
-0.450 0.180 218.794900 2047.499600 10000 10000 0 3607826218.500000 2421218650.120647 10000
-0.450 0.190 211.681900 2046.999100 10000 10000 0 2935139912.000000 2021131865.466999 10000
-0.450 0.200 204.806000 2046.139800 10000 10000 0 2421981170.380000 1696704273.420976 10000
-0.450 0.210 198.180500 2044.866100 10000 10000 0 2027010624.320000 1437490078.960927 10000
-0.450 0.220 191.827400 2043.072900 10000 10000 0 1719782152.150000 1224968440.718739 10000
-0.450 0.230 185.735300 2040.679000 10000 10000 0 1476547840.360000 1050415408.835132 10000
-0.450 0.240 179.919200 2037.598600 10000 10000 0 1284207003.890000 907737392.631886 10000
-0.450 0.250 174.366600 2033.874600 10000 10000 0 1129614532.860000 792929301.820390 10000
-0.450 0.260 169.057800 2029.476800 10000 10000 0 1002578475.320000 697360389.837788 10000
-0.450 0.270 163.998500 2024.415200 10000 10000 0 898196107.810000 616345246.077655 10000
-0.450 0.280 159.173800 2018.767800 10000 10000 0 811576501.930000 551130051.370051 10000
-0.450 0.290 154.567100 2012.489700 10000 10000 0 738397568.680000 496006836.661944 10000
-0.450 0.300 150.184200 2005.703600 10000 10000 0 676990302.180000 449811631.699557 10000
-0.450 0.310 146.002800 1998.502300 10000 10000 0 624237017.750000 408788992.056865 10000
-0.450 0.320 142.006200 1990.905200 10000 10000 0 578203775.290000 375193996.932558 10000
-0.450 0.330 138.192800 1983.020400 10000 10000 0 537939216.070000 345022341.984680 10000
-0.450 0.340 134.544400 1974.897800 10000 10000 0 502285144.420000 319066994.334598 10000
-0.450 0.350 131.074500 1966.637400 10000 10000 0 471888114.180000 296183308.579281 10000
-0.450 0.360 127.748200 1958.374500 10000 10000 0 444264198.450000 276200954.547276 10000
-0.400 0.000 552.000000 2048.000000 173 173 0 222766739884.393066 39955126.155639 173
-0.400 0.004 551.299400 2048.000000 10000 10000 0 216935436400.000000 3398567477.082431 10000
-0.400 0.008 549.775500 2048.000000 10000 10000 0 205457085800.000000 4207462403.657027 10000
-0.400 0.010 548.892900 2048.000000 10000 10000 0 199535081900.000000 4742897280.833248 10000
-0.400 0.012 547.944800 2048.000000 10000 10000 0 193642960300.000000 5302832504.834004 10000
-0.400 0.016 545.851000 2048.000000 10000 10000 0 181962007300.000000 6428395908.181189 10000
-0.400 0.020 543.573034 2048.000000 178 178 0 170593634831.460663 8326642771.837733 178
-0.400 0.024 540.971500 2048.000000 10000 10000 0 159877924300.000000 8582064302.791986 10000
-0.400 0.028 538.174400 2048.000000 10000 10000 0 149390779990.000000 9527624008.233974 10000
-0.400 0.030 536.695200 2048.000000 10000 10000 0 144349535130.000000 10012116912.501230 10000
-0.400 0.032 535.153400 2048.000000 10000 10000 0 139378819250.000000 10449800268.921745 10000
-0.400 0.036 531.904000 2048.000000 10000 10000 0 129800520090.000000 11263714007.240295 10000
-0.400 0.040 528.674699 2048.000000 166 166 0 122003951204.819275 11122570752.258490 166
-0.400 0.044 524.690000 2048.000000 10000 10000 0 111795391240.000000 12750066288.219244 10000
-0.400 0.048 520.721900 2048.000000 10000 10000 0 103363846747.000000 13339491254.152241 10000
-0.400 0.050 518.650100 2048.000000 10000 10000 0 99310856743.000000 13629960943.826014 10000
-0.400 0.052 516.514300 2048.000000 10000 10000 0 95341825738.000000 13899587581.943485 10000
-0.400 0.056 512.053500 2048.000000 10000 10000 0 87666803587.000000 14325677803.384687 10000
-0.400 0.060 506.741497 2048.000000 147 147 0 80414828571.428574 12310855805.621405 147
-0.400 0.064 502.359500 2048.000000 10000 10000 0 73415285614.000000 14950525239.470594 10000
-0.400 0.068 497.115400 2048.000000 10000 10000 0 66820551446.000000 15080687187.679602 10000
-0.400 0.070 494.398300 2048.000000 10000 10000 0 63680370761.400002 15116217787.469606 10000
-0.400 0.072 491.606800 2048.000000 10000 10000 0 60606122699.000000 15112234117.868147 10000
-0.400 0.076 485.831100 2048.000000 10000 10000 0 54770001622.699997 15046428129.522255 10000
-0.400 0.080 480.561798 2048.000000 178 178 0 50413540505.617981 15322215643.675482 178
-0.400 0.084 473.467400 2048.000000 10000 10000 0 44180840403.900002 14523269979.341721 10000
-0.400 0.088 466.906300 2048.000000 10000 10000 0 39466207897.199997 14107096086.056934 10000
-0.400 0.090 463.525900 2048.000000 10000 10000 0 37239180104.300003 13859249992.154291 10000
-0.400 0.092 460.092000 2048.000000 10000 10000 0 35107776595.000000 13584388690.827810 10000
-0.400 0.096 453.054400 2048.000000 10000 10000 0 31132279177.799999 12991338610.265926 10000
-0.400 0.100 446.032468 2048.000000 154 154 0 27508370116.883118 12614749852.820265 154
-0.400 0.104 438.424900 2048.000000 10000 10000 0 24283725894.099998 11595916856.567892 10000
-0.400 0.108 430.874600 2047.999800 10000 10000 0 21368837317.299999 10838425335.318979 10000
-0.400 0.110 427.062600 2047.999400 10000 10000 0 20045949432.400002 10472548224.716251 10000
-0.400 0.112 423.220200 2047.999100 10000 10000 0 18784870546.000000 10079156208.414335 10000
-0.400 0.116 415.482300 2047.998000 10000 10000 0 16491966626.799999 9316172792.477955 10000
-0.400 0.120 408.626437 2047.994253 174 174 0 15374350965.517241 8728273569.585600 174
-0.400 0.124 399.907700 2047.990600 10000 10000 0 12711853050.299999 7850181591.986114 10000
-0.400 0.128 392.134800 2047.982100 10000 10000 0 11172030273.200001 7160929448.034048 10000
-0.400 0.130 388.258600 2047.975400 10000 10000 0 10474769627.400000 6830464766.674135 10000
-0.400 0.132 384.403300 2047.966700 10000 10000 0 9828066544.100000 6507094530.000111 10000
-0.400 0.136 376.746800 2047.943400 10000 10000 0 8671956141.700001 5920612422.340466 10000
-0.400 0.140 369.301587 2047.931217 189 189 0 7689361084.656085 5010301427.158212 189
-0.400 0.144 361.718200 2047.845900 10000 10000 0 6792462721.500000 4860920865.470039 10000
-0.400 0.148 354.382500 2047.762300 10000 10000 0 6039543491.000000 4404355806.235444 10000
-0.400 0.150 350.763700 2047.712800 10000 10000 0 5700994491.700000 4195544690.451556 10000
-0.400 0.160 333.251100 2047.302000 10000 10000 0 4337869354.600000 3296636867.678011 10000
-0.400 0.170 316.736700 2046.504000 10000 10000 0 3373769016.900000 2598400991.769433 10000
-0.400 0.180 301.265400 2045.169400 10000 10000 0 2688000956.100000 2078116396.693133 10000
-0.400 0.190 286.822600 2043.182400 10000 10000 0 2187719399.500000 1679837207.333719 10000
-0.400 0.200 273.374400 2040.384700 10000 10000 0 1816813418.300000 1375632705.335662 10000
-0.400 0.210 260.873200 2036.674600 10000 10000 0 1537050037.530000 1145168262.884367 10000
-0.400 0.220 249.246200 2032.026200 10000 10000 0 1321393876.170000 967464426.292358 10000
-0.400 0.230 238.435000 2026.459200 10000 10000 0 1152133707.590000 827574310.274517 10000
-0.400 0.240 228.382100 2019.964900 10000 10000 0 1017128374.430000 715170970.745801 10000
-0.400 0.250 219.010800 2012.677800 10000 10000 0 906830654.780000 622838006.891019 10000
-0.400 0.260 210.273600 2004.589800 10000 10000 0 816599859.320000 551670431.613244 10000
-0.400 0.270 202.117700 1995.841800 10000 10000 0 740776931.960000 489887953.729256 10000
-0.400 0.280 194.497600 1986.590900 10000 10000 0 677521850.390000 442223847.673867 10000
-0.400 0.290 187.370100 1976.862600 10000 10000 0 623574436.590000 401080616.116726 10000
-0.400 0.300 180.678400 1966.791600 10000 10000 0 576446921.500000 366109959.978136 10000
-0.400 0.310 174.409700 1956.439500 10000 10000 0 536158793.290000 335970634.561981 10000
-0.400 0.320 168.511400 1945.968800 10000 10000 0 500502562.350000 310901731.215391 10000
-0.400 0.330 162.970500 1935.423700 10000 10000 0 469609777.670000 289086350.178565 10000
-0.400 0.340 157.747400 1924.802400 10000 10000 0 442058051.430000 270606479.911826 10000
-0.400 0.350 152.819200 1914.320600 10000 10000 0 417175570.040000 253469828.806967 10000
-0.400 0.360 148.162900 1903.976100 10000 10000 0 394775261.240000 237862833.210620 10000
-0.400 0.370 143.767200 1893.816300 10000 10000 0 374946027.390000 223788188.968401 10000
-0.400 0.380 139.602300 1883.920400 10000 10000 0 356842980.750000 212039239.382412 10000
-0.390 0.000 649.731100 2048.000000 10000 10000 0 265874560100.000000 4409788681.928295 10000
-0.390 0.004 648.419900 2048.000000 10000 10000 0 254396345900.000000 3555385717.626544 10000
-0.390 0.008 646.464300 2048.000000 10000 10000 0 240141243400.000000 4780222069.685756 10000
-0.390 0.012 644.106900 2048.000000 10000 10000 0 225655021600.000000 6123900377.066081 10000
-0.390 0.016 641.412400 2048.000000 10000 10000 0 211577535800.000000 7538033083.232729 10000
-0.390 0.020 638.385400 2048.000000 10000 10000 0 197954613200.000000 8873107048.589247 10000
