# mu sigma av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m nsamples
-0.400 0.000 552.103000 128.000000 10000 10000 0 223811654000.000000 3072095353.947620 10000
-0.400 0.004 551.803600 128.000000 10000 10000 0 221658179130.000000 4544565626.734337 10000
-0.400 0.008 550.718000 128.000000 10000 10000 0 213746239380.000000 6544975809.562957 10000
-0.400 0.012 549.378700 128.000000 10000 10000 0 205463150410.000000 8393204212.845596 10000
-0.400 0.016 547.824500 128.000000 10000 10000 0 197205028953.000000 10172839654.216299 10000
-0.400 0.020 546.066300 128.000000 10000 10000 0 189070594597.000000 11834690963.128113 10000
-0.400 0.024 544.122500 128.000000 10000 10000 0 181214450021.000000 13433386105.914005 10000
-0.400 0.028 541.988200 128.000000 10000 10000 0 173583696642.000000 14945805080.520954 10000
-0.400 0.032 539.668700 128.000000 10000 10000 0 166198509477.000000 16320897653.936588 10000
-0.400 0.040 534.487200 128.000000 10000 10000 0 152206260076.000000 18726517955.636917 10000
-0.400 0.044 531.623400 128.000000 10000 10000 0 145547968873.000000 19764539127.609867 10000
-0.400 0.048 528.593000 128.000000 10000 10000 0 139188236790.000000 20715880611.618076 10000
-0.400 0.052 525.393200 128.000000 10000 10000 0 133072634218.000000 21533664060.201916 10000
-0.400 0.060 518.487300 128.000000 10000 10000 0 121485436971.000000 22853807082.080315 10000
-0.400 0.064 514.798300 128.000000 10000 10000 0 116045182366.000000 23358112978.596458 10000
-0.400 0.068 510.955400 128.000000 10000 10000 0 110812534711.000000 23741975583.084225 10000
-0.400 0.072 506.964800 128.000000 10000 10000 0 105780485600.000000 24050524772.950417 10000
-0.400 0.080 498.578300 128.000000 10000 10000 0 96357091302.000000 24436712858.065018 10000
-0.400 0.084 494.202900 128.000000 10000 10000 0 91972708397.000000 24522317137.462902 10000
-0.400 0.088 489.710200 128.000000 10000 10000 0 87763582401.000000 24514912135.379986 10000
-0.400 0.092 485.106600 128.000000 10000 10000 0 83722223674.000000 24449514065.345955 10000
-0.400 0.100 475.629100 128.000000 10000 10000 0 76228959564.000000 24176545185.109020 10000
-0.400 0.104 470.760500 128.000000 10000 10000 0 72701907242.000000 23923873986.134808 10000
-0.400 0.108 465.829900 128.000000 10000 10000 0 69383952977.000000 23681845992.236206 10000
-0.400 0.112 460.836700 128.000000 10000 10000 0 66206839842.000000 23368224136.997429 10000
-0.400 0.120 450.693300 127.999800 10000 10000 0 60272667799.000000 22647278338.351429 10000
-0.400 0.124 445.572800 127.999700 10000 10000 0 57542701097.000000 22260838126.704247 10000
-0.400 0.128 440.420300 127.999000 10000 10000 0 54934271926.000000 21837834541.378529 10000
-0.400 0.132 435.245400 127.998200 10000 10000 0 52440345450.000000 21407116418.718235 10000
-0.400 0.140 424.874200 127.995600 10000 10000 0 47837427279.000000 20490894288.613155 10000
-0.400 0.144 419.686900 127.992500 10000 10000 0 45701031835.000000 20012120634.624947 10000
-0.400 0.148 414.502600 127.989100 10000 10000 0 43664202953.000000 19539634173.128155 10000
-0.390 0.000 649.980200 128.000000 10000 10000 0 268352754300.000000 1390723630.782777 10000
-0.390 0.004 649.003700 128.000000 10000 10000 0 259797058800.000000 5297389864.655700 10000
-0.390 0.008 647.601400 128.000000 10000 10000 0 249948586950.000000 7734283390.719781 10000
-0.390 0.012 645.864900 128.000000 10000 10000 0 239784679180.000000 10026215758.390661 10000
-0.390 0.016 643.842200 128.000000 10000 10000 0 229768246809.000000 12191206547.840906 10000
-0.390 0.020 641.535900 128.000000 10000 10000 0 219923094235.000000 14284722669.909519 10000
-0.390 0.024 638.968600 128.000000 10000 10000 0 210413358343.000000 16139789211.855885 10000
-0.390 0.028 636.133800 128.000000 10000 10000 0 201182163550.000000 17957129409.129498 10000
-0.390 0.032 633.048500 128.000000 10000 10000 0 192322399196.000000 19582779952.852520 10000
-0.390 0.036 629.703600 128.000000 10000 10000 0 183741747806.000000 21109591969.704124 10000
-0.390 0.040 626.107500 128.000000 10000 10000 0 175476208577.000000 22488435316.932095 10000
-0.390 0.044 622.271200 128.000000 10000 10000 0 167554591877.000000 23720523279.344276 10000
-0.390 0.048 618.188900 128.000000 10000 10000 0 159904218838.000000 24809910619.918182 10000
-0.390 0.052 613.877400 128.000000 10000 10000 0 152579095968.000000 25711955592.807835 10000
-0.390 0.056 609.325200 128.000000 10000 10000 0 145487521159.000000 26564580919.027599 10000
-0.390 0.060 604.557000 128.000000 10000 10000 0 138700480978.000000 27231231712.534592 10000
-0.390 0.064 599.582000 128.000000 10000 10000 0 132221738525.000000 27782997462.499699 10000
-0.390 0.068 594.398700 128.000000 10000 10000 0 125989123581.000000 28224646945.380947 10000
-0.390 0.072 589.029100 128.000000 10000 10000 0 120044675206.000000 28541622548.117424 10000
-0.390 0.076 583.478600 128.000000 10000 10000 0 114356362047.000000 28751709078.757545 10000
-0.390 0.080 577.749700 128.000000 10000 10000 0 108882060002.000000 28871771433.214252 10000
-0.390 0.084 571.865800 128.000000 10000 10000 0 103650378684.000000 28892367937.227169 10000
-0.390 0.088 565.855900 128.000000 10000 10000 0 98735208752.000000 28863396095.532536 10000
-0.390 0.092 559.701400 128.000000 10000 10000 0 93974327954.000000 28691866814.265514 10000
-0.390 0.096 553.437000 128.000000 10000 10000 0 89464938404.000000 28488599012.067745 10000
-0.390 0.100 547.061100 128.000000 10000 10000 0 85141597373.000000 28218601804.565762 10000
-0.390 0.104 540.600900 128.000000 10000 10000 0 81048211647.000000 27902333118.110962 10000
-0.390 0.108 534.069000 128.000000 10000 10000 0 77163132061.000000 27534564253.219456 10000
-0.390 0.112 527.470600 127.999800 10000 10000 0 73458306087.000000 27121784524.904827 10000
-0.390 0.116 520.817300 127.999800 10000 10000 0 69917457478.000000 26647914729.755718 10000
-0.390 0.120 514.141400 127.999700 10000 10000 0 66601350563.000000 26173733205.798489 10000
-0.390 0.124 507.423900 127.999200 10000 10000 0 63411368666.000000 25656042703.401917 10000
-0.390 0.128 500.699300 127.998200 10000 10000 0 60402445077.000000 25117229499.699276 10000
-0.390 0.132 493.966300 127.997600 10000 10000 0 57535537452.000000 24557556373.229397 10000
-0.390 0.136 487.234900 127.996000 10000 10000 0 54807403873.000000 23981406984.493031 10000
-0.390 0.140 480.526200 127.992800 10000 10000 0 52232446835.000000 23381990969.513145 10000
-0.390 0.144 473.844000 127.989300 10000 10000 0 49809443337.000000 22815596435.433949 10000
-0.390 0.148 467.177300 127.983700 10000 10000 0 47467673358.000000 22209838401.733227 10000
-0.380 0.000 788.998200 128.000000 10000 10000 0 323880572100.000000 441802113.819939 10000
-0.380 0.004 787.835100 128.000000 10000 10000 0 314113605990.000000 6472486556.638526 10000
-0.380 0.008 785.945900 128.000000 10000 10000 0 301498559630.000000 9620852389.851486 10000
-0.380 0.012 783.589300 128.000000 10000 10000 0 288673054990.000000 12513144774.438847 10000
-0.380 0.016 780.809600 128.000000 10000 10000 0 276050920436.000000 15197525011.508036 10000
-0.380 0.020 777.626200 128.000000 10000 10000 0 263785157909.000000 17790942203.057602 10000
-0.380 0.024 774.049700 128.000000 10000 10000 0 251927420965.000000 20209382773.451168 10000
-0.380 0.028 770.077300 128.000000 10000 10000 0 240412784090.000000 22395549828.388145 10000
-0.380 0.032 765.724100 128.000000 10000 10000 0 229328243827.000000 24495880649.390007 10000
-0.380 0.036 761.003100 128.000000 10000 10000 0 218699841325.000000 26339438864.147655 10000
-0.380 0.040 755.911900 128.000000 10000 10000 0 208464141809.000000 28056200680.470104 10000
-0.380 0.044 750.451300 128.000000 10000 10000 0 198557460681.000000 29519595408.314823 10000
-0.380 0.048 744.645900 128.000000 10000 10000 0 189075917957.000000 30820587227.492336 10000
-0.380 0.052 738.500800 128.000000 10000 10000 0 179977321085.000000 31955263978.899101 10000
-0.380 0.056 732.032100 128.000000 10000 10000 0 171267881049.000000 32903251880.778507 10000
-0.380 0.060 725.244900 128.000000 10000 10000 0 162888682883.000000 33667406912.055252 10000
-0.380 0.064 718.159600 128.000000 10000 10000 0 154867434179.000000 34286538838.376949 10000
-0.380 0.068 710.799400 128.000000 10000 10000 0 147214510328.000000 34748652971.830330 10000
-0.380 0.072 703.171000 128.000000 10000 10000 0 139874445426.000000 35063371888.572975 10000
-0.380 0.076 695.302900 128.000000 10000 10000 0 132872554698.000000 35233363349.827332 10000
-0.380 0.080 687.216200 128.000000 10000 10000 0 126207766867.000000 35306981448.181725 10000
-0.380 0.084 678.932800 128.000000 10000 10000 0 119868100470.000000 35247206986.157181 10000
-0.380 0.088 670.465300 128.000000 10000 10000 0 113807110949.000000 35081684585.943680 10000
-0.380 0.092 661.837000 128.000000 10000 10000 0 108021682004.000000 34811809102.421295 10000
-0.380 0.096 653.084800 128.000000 10000 10000 0 102568596468.000000 34480376395.307579 10000
-0.380 0.100 644.206100 128.000000 10000 10000 0 97337722923.000000 34041039630.491875 10000
-0.380 0.104 635.245200 128.000000 10000 10000 0 92409970290.000000 33555907861.919449 10000
-0.380 0.108 626.210800 127.999900 10000 10000 0 87728455237.000000 33032223353.003681 10000
-0.380 0.112 617.113600 127.999800 10000 10000 0 83263018733.000000 32441329009.420918 10000
-0.380 0.116 607.994300 127.999800 10000 10000 0 79064566349.000000 31802305507.882149 10000
-0.380 0.120 598.855000 127.999500 10000 10000 0 75067526989.000000 31125646229.583973 10000
-0.380 0.124 589.713000 127.998300 10000 10000 0 71284451529.000000 30437614541.572014 10000
-0.380 0.128 580.597400 127.997600 10000 10000 0 67718883882.000000 29698100444.707432 10000
-0.380 0.132 571.503700 127.996100 10000 10000 0 64327620539.000000 28963294678.361557 10000
-0.380 0.136 562.454500 127.992900 10000 10000 0 61114443755.000000 28200218811.037754 10000
-0.380 0.140 553.463300 127.989900 10000 10000 0 58081421979.000000 27434490707.021595 10000
-0.380 0.144 544.545100 127.983900 10000 10000 0 55224433155.000000 26674754246.555038 10000
-0.380 0.148 535.695600 127.976400 10000 10000 0 52504013384.000000 25913623570.333858 10000
-0.370 0.000 1003.998900 128.000000 10000 10000 0 411241876100.000000 357197376.238601 10000
-0.370 0.004 1002.358200 128.000000 10000 10000 0 397931075130.000000 8555910039.239772 10000
-0.370 0.008 999.628300 128.000000 10000 10000 0 380906094050.000000 12772508789.975658 10000
-0.370 0.012 996.180100 128.000000 10000 10000 0 363868222583.000000 16541765503.945389 10000
-0.370 0.016 992.064800 128.000000 10000 10000 0 347262604046.000000 20206282171.171848 10000
-0.370 0.020 987.300400 128.000000 10000 10000 0 331175537148.000000 23637630224.234760 10000
-0.370 0.024 981.894000 128.000000 10000 10000 0 315597171642.000000 26845450864.137894 10000
-0.370 0.028 975.855100 128.000000 10000 10000 0 300530078039.000000 29842856571.245178 10000
-0.370 0.032 969.205400 128.000000 10000 10000 0 286035224429.000000 32523582330.995869 10000
-0.370 0.036 961.959000 128.000000 10000 10000 0 272115147788.000000 34933886034.817528 10000
-0.370 0.040 954.121000 128.000000 10000 10000 0 258688395867.000000 37150981020.062805 10000
-0.370 0.044 945.710400 128.000000 10000 10000 0 245753048827.000000 39011463279.296593 10000
-0.370 0.048 936.752000 128.000000 10000 10000 0 233336351408.000000 40624813572.213036 10000
