# mu sigma av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m  runtime_conv(s)  std_runtime_conv(s)  nsamples
0.018 0.378 3768.822600 273.113900 5231 5362 10000 122792850.760946 637739116.901528 0.019622 0.046526 10000
0.018 0.382 3996.379200 301.288000 5692 5828 10000 141581397.000859 728798237.767440 0.020522 0.046697 10000
0.021 0.350 1979.179600 111.798600 2374 2448 10000 41151192.623035 306865521.238505 0.010407 0.027208 10000
0.021 0.354 2238.278800 130.351100 2722 2807 10000 56910437.898747 469944169.632033 0.011778 0.032881 10000
0.021 0.358 2490.621100 149.201200 3075 3173 10000 54054389.133335 389866906.956419 0.009024 0.023112 10000
0.021 0.362 2769.384100 170.281900 3466 3574 10000 68931700.767975 481299346.060654 0.009934 0.025642 10000
0.021 0.366 3058.493400 194.691200 3904 4015 10000 80921316.729422 546773669.882463 0.010428 0.024754 10000
0.021 0.370 3299.179500 218.322700 4325 4443 10000 99408872.269456 560223487.552901 0.010817 0.022768 10000
0.021 0.374 3570.911600 244.442000 4762 4891 10000 99790975.390985 553080363.417626 0.012131 0.027506 10000
0.021 0.378 3806.184700 270.127700 5186 5322 10000 115067102.856916 614832896.727420 0.013136 0.028954 10000
0.021 0.382 4032.140200 298.144000 5641 5779 10000 137867563.387229 663561660.604926 0.014918 0.032189 10000
0.024 0.350 1981.114300 110.293100 2337 2411 10000 44275202.812809 398154790.093245 0.007465 0.021213 10000
0.024 0.354 2234.092000 128.537500 2675 2766 10000 47557806.340779 380412471.930348 0.008432 0.023918 10000
0.024 0.358 2495.471700 147.356700 3044 3147 10000 54532035.069875 423183423.751314 0.008926 0.023143 10000
0.024 0.362 2769.737600 167.985800 3412 3523 10000 60191118.213868 420047279.346016 0.010191 0.026468 10000
0.024 0.366 3072.654200 191.869800 3854 3973 10000 72145049.329057 494508268.877273 0.011186 0.027646 10000
0.024 0.370 3339.027600 215.644400 4267 4394 10000 85473968.406021 538431438.854081 0.011747 0.029367 10000
0.024 0.374 3605.163500 242.325300 4720 4854 10000 92367020.015725 514061566.562429 0.012225 0.029931 10000
0.024 0.378 3838.012500 267.737300 5142 5281 10000 108082246.837822 582137659.418842 0.012741 0.028731 10000
0.024 0.382 4072.486000 295.556500 5572 5718 10000 127836684.960361 651873123.350317 0.014307 0.031194 10000
0.027 0.354 2229.243800 126.831600 2637 2733 10000 44773203.900547 373192727.613399 0.008170 0.021587 10000
0.027 0.358 2507.928900 145.854400 3015 3120 10000 54295093.152677 415174671.500110 0.008740 0.023485 10000
0.027 0.362 2777.903700 166.356300 3379 3497 10000 50777260.966293 331765754.593242 0.009912 0.026162 10000
0.027 0.366 3074.829600 189.596300 3797 3921 10000 67342372.596259 458440063.475630 0.010503 0.026649 10000
0.027 0.370 3344.099600 213.251200 4209 4342 10000 78911459.769018 502784941.876937 0.011379 0.026407 10000
0.027 0.374 3620.716500 239.358900 4670 4815 10000 89809744.525716 488407730.762944 0.012065 0.028952 10000
0.027 0.378 3881.827600 265.083900 5102 5248 10000 108051528.818147 624937457.679994 0.012390 0.028159 10000
0.027 0.382 4111.182700 292.497500 5510 5660 10000 116794780.023668 691120205.429847 0.014770 0.035106 10000
0.027 0.386 4316.077900 322.205000 5956 6112 10000 127456846.708991 584790149.313127 0.014836 0.029501 10000
0.030 0.354 2230.164900 124.514700 2600 2702 10000 41184841.938345 344133723.580786 0.008042 0.021785 10000
0.030 0.358 2509.740200 144.072200 2968 3077 10000 50732166.463668 433449522.923661 0.008678 0.022843 10000
0.030 0.362 2790.077300 164.469700 3358 3484 10000 57242518.828739 440425495.102935 0.009264 0.023384 10000
0.030 0.366 3086.383400 186.895700 3758 3892 10000 63482687.050588 470540228.836285 0.009961 0.024196 10000
0.030 0.370 3362.562000 211.039100 4170 4311 10000 84022300.709557 637661964.394515 0.010720 0.024849 10000
0.030 0.374 3665.172000 236.736300 4632 4781 10000 96295811.378935 626054009.499732 0.012433 0.030981 10000
0.030 0.378 3906.099300 262.379500 5049 5206 10000 89966144.096959 500245482.706994 0.020757 0.047673 10000
0.030 0.382 4135.911600 289.957600 5457 5616 10000 105818095.485412 579560772.419600 0.023404 0.054452 10000
0.030 0.386 4364.854400 319.436600 5901 6066 10000 125037744.528146 631218103.885416 0.024156 0.048717 10000
0.033 0.354 2223.515200 122.797500 2553 2660 10000 39595899.226002 366920007.458429 0.013626 0.037427 10000
0.033 0.358 2507.033000 141.959200 2928 3049 10000 42797014.471351 317402642.064202 0.014413 0.038372 10000
0.033 0.362 2794.775100 162.621800 3321 3462 10000 50290887.023984 360283130.994444 0.015194 0.038424 10000
0.033 0.366 3083.242000 185.533300 3711 3853 10000 54925354.237028 384019422.933821 0.016357 0.039867 10000
0.033 0.370 3377.455400 209.419200 4137 4286 10000 68278681.332200 465014349.701373 0.016665 0.035271 10000
0.033 0.374 3682.538400 233.967800 4567 4720 10000 79750175.691984 505597079.131329 0.018910 0.047146 10000
0.033 0.378 3913.673200 259.622700 4990 5152 10000 90827186.420305 516713652.556657 0.019433 0.045742 10000
0.033 0.382 4168.839300 287.079600 5418 5589 10000 107664571.289303 595207710.041341 0.020253 0.044790 10000
0.033 0.386 4413.275600 316.327100 5847 6016 10000 118217576.659556 629703200.308692 0.022372 0.048011 10000
0.036 0.354 2224.233700 121.502300 2524 2634 10000 44479066.087554 475074946.799326 0.012785 0.035965 10000
0.036 0.358 2514.919600 140.365800 2896 3026 10000 45964569.856815 416941375.675183 0.013832 0.037930 10000
0.036 0.362 2802.199800 160.970400 3276 3422 10000 51969746.106085 418803625.316991 0.015044 0.040706 10000
0.036 0.366 3099.944500 183.724800 3696 3850 10000 59021606.527273 454519997.502272 0.014498 0.033753 10000
0.036 0.370 3397.343300 207.465700 4098 4255 10000 66372410.776387 490637883.476153 0.016028 0.037754 10000
0.036 0.374 3687.025400 231.782000 4523 4687 10000 77041899.620248 509756560.284462 0.017357 0.039753 10000
0.036 0.378 3946.649900 256.868600 4961 5135 10000 96959762.982422 557433040.809789 0.018141 0.039911 10000
0.036 0.382 4201.416100 284.841700 5366 5538 10000 87704374.610897 463211083.845765 0.020453 0.047612 10000
0.036 0.386 4449.322800 313.522800 5799 5978 10000 104794747.671939 564231715.625420 0.021910 0.046535 10000
0.039 0.354 2216.715400 120.166900 2492 2612 10000 31997563.401281 288133713.035091 0.012325 0.032751 10000
0.039 0.358 2503.528300 139.077200 2861 2996 10000 42293483.063148 387873462.373034 0.012827 0.031649 10000
0.039 0.362 2803.915100 159.179200 3246 3402 10000 45564541.231463 370004192.697521 0.014296 0.036783 10000
0.039 0.366 3107.837400 182.026200 3653 3818 10000 52710599.380132 413618942.881711 0.015879 0.041171 10000
0.039 0.370 3402.940800 205.205600 4047 4214 10000 58363872.077743 433188339.470779 0.017161 0.041266 10000
0.039 0.374 3691.790400 229.524500 4459 4631 10000 65200967.661067 417729356.793564 0.019291 0.048895 10000
0.039 0.378 3983.699400 255.190300 4905 5083 10000 85933610.348409 544455136.266915 0.020395 0.048699 10000
0.039 0.382 4228.330800 282.573300 5333 5517 10000 87826578.145655 508230456.875741 0.021121 0.048316 10000
0.039 0.386 4483.622200 310.453600 5763 5948 10000 100534418.297133 534628963.103731 0.023261 0.051838 10000
0.042 0.354 2202.843600 118.723500 2451 2574 10000 29629663.696428 290609571.542695 0.012621 0.034421 10000
0.042 0.358 2504.249800 137.383200 2828 2965 10000 40417874.392964 370467264.938000 0.008627 0.023077 10000
0.042 0.362 2808.113900 157.648200 3215 3378 10000 49408263.170686 447194386.969495 0.009195 0.023879 10000
0.042 0.366 3118.685900 179.923000 3624 3798 10000 51862494.287666 390002702.252452 0.010059 0.026577 10000
0.042 0.370 3404.156200 203.069400 4010 4185 10000 56163855.357039 423576743.289056 0.010969 0.027075 10000
0.042 0.374 3698.558800 227.094100 4419 4601 10000 62235018.336972 434916147.363031 0.011784 0.029304 10000
0.042 0.378 3994.310200 252.606500 4848 5038 10000 75064500.557341 487297890.294109 0.013087 0.031682 10000
0.042 0.382 4245.150400 280.248000 5290 5482 10000 92213614.549594 542362226.798668 0.013278 0.029765 10000
0.042 0.386 4522.346700 307.617200 5720 5917 10000 92739792.762559 514815625.003025 0.015169 0.034745 10000
0.045 0.354 2201.207500 117.610000 2435 2566 10000 30051928.502686 295081055.335268 0.010104 0.025962 10000
0.045 0.358 2507.848300 136.056100 2797 2943 10000 34626877.203007 338057071.773463 0.011306 0.030818 10000
0.045 0.362 2799.855700 156.169200 3167 3338 10000 40255904.160601 362577140.789610 0.012220 0.032308 10000
0.045 0.366 3129.294000 178.174200 3592 3770 10000 45486481.740771 360741966.239321 0.013009 0.034309 10000
0.045 0.370 3415.797000 200.534400 3976 4162 10000 54342443.070878 432436698.143906 0.014231 0.036566 10000
0.045 0.374 3717.691600 224.993800 4394 4590 10000 63133727.321816 453825014.409950 0.014985 0.036903 10000
0.045 0.378 4001.500400 250.614700 4802 5003 10000 68901767.282636 471144639.745739 0.016147 0.036893 10000
0.045 0.382 4276.119500 277.480500 5240 5448 10000 85806227.701366 538144037.487262 0.017519 0.040474 10000
0.045 0.386 4543.548700 304.962900 5680 5885 10000 94629577.480099 571071375.962330 0.014260 0.031483 10000
0.048 0.354 2205.913100 116.347500 2416 2552 10000 29016710.753332 320749242.206501 0.007726 0.021281 10000
0.048 0.358 2496.318300 134.972600 2762 2923 10000 30770891.991714 308367381.506637 0.008456 0.021851 10000
0.048 0.362 2792.490800 154.677000 3135 3311 10000 41711006.632788 382230326.909913 0.009116 0.024275 10000
0.048 0.366 3119.301300 176.487800 3547 3730 10000 47961445.882725 386971163.637143 0.010065 0.026442 10000
0.048 0.370 3416.091200 199.081600 3944 4137 10000 48554545.582560 372423421.314426 0.010407 0.025312 10000
0.048 0.374 3724.785400 222.797500 4355 4558 10000 54765269.591531 389944388.750593 0.011410 0.027941 10000
0.048 0.378 4004.644000 247.824600 4752 4963 10000 65542420.830903 457502899.671464 0.012584 0.029446 10000
0.048 0.382 4290.748500 275.282100 5193 5402 10000 81525322.777763 526623924.435760 0.021486 0.047402 10000
0.048 0.386 4559.678300 302.131700 5628 5839 10000 88710610.637342 512719633.422716 0.023799 0.053800 10000
0.051 0.354 2199.937700 114.760700 2382 2525 10000 24295595.161055 279225378.519562 0.013457 0.038144 10000
0.051 0.358 2496.687100 133.402900 2741 2907 10000 28462180.287599 276879420.045287 0.013760 0.035219 10000
0.051 0.362 2792.960500 152.717500 3106 3297 10000 37215736.241987 322328097.843279 0.014940 0.037914 10000
0.051 0.366 3122.325600 174.222500 3502 3699 10000 46490769.052464 426427078.180422 0.017267 0.047077 10000
0.051 0.370 3423.126400 197.117400 3915 4123 10000 45236942.725006 357150455.607172 0.016672 0.040672 10000
0.051 0.374 3732.060000 220.736300 4322 4537 10000 56139595.511204 434927352.895759 0.018267 0.044216 10000
0.051 0.378 4008.384500 245.746400 4714 4937 10000 63678691.842189 439901994.969854 0.020404 0.046751 10000
0.051 0.382 4319.177200 272.080000 5153 5377 10000 70707539.374970 462362692.945066 0.021754 0.049780 10000
0.051 0.386 4580.534900 299.568500 5577 5799 10000 91849538.118773 595329255.119222 0.023990 0.054524 10000
0.054 0.354 2181.690100 113.301800 2355 2517 10000 26767043.795684 262081817.056696 0.012695 0.032666 10000
0.054 0.358 2496.361100 132.156800 2719 2897 10000 30653998.271800 340863556.351030 0.013497 0.035234 10000
0.054 0.362 2786.985200 150.876700 3065 3260 10000 33434809.924362 330990726.795643 0.015359 0.040881 10000
0.054 0.366 3105.458900 172.232500 3459 3664 10000 38529602.854609 349010288.986996 0.016969 0.046395 10000
0.054 0.370 3416.440300 194.891300 3873 4092 10000 42432646.964345 311705708.511257 0.017009 0.043610 10000
0.054 0.374 3727.570100 218.266900 4269 4496 10000 51621910.180766 416257392.078624 0.018995 0.046752 10000
0.054 0.378 4019.880600 243.163300 4672 4911 10000 57136317.522576 399806169.389829 0.020397 0.047543 10000
0.054 0.382 4324.548900 269.596200 5107 5345 10000 61749676.856910 405625854.358170 0.021366 0.048828 10000
0.054 0.386 4603.329600 296.771400 5534 5770 10000 77307732.533579 504723623.981839 0.023899 0.055638 10000
0.057 0.354 2190.976900 112.017400 2337 2505 10000 30130094.487031 351417339.315097 0.012846 0.034786 10000
0.057 0.358 2488.854000 130.970900 2689 2872 10000 26166057.929126 287891293.816858 0.013602 0.035862 10000
0.057 0.362 2768.546300 149.271100 3019 3232 10000 28086551.221518 266351187.141170 0.015540 0.041600 10000
0.057 0.366 3094.522300 170.798400 3427 3650 10000 39109937.549348 341399378.380680 0.016345 0.043230 10000
0.057 0.370 3418.141200 193.091300 3836 4074 10000 43692710.268332 367757845.805821 0.016613 0.040792 10000
0.057 0.374 3715.670800 215.554300 4220 4468 10000 44565311.256607 353039697.294882 0.019062 0.047573 10000
0.057 0.378 4024.241200 240.569700 4635 4888 10000 59521903.039564 447289530.653787 0.020235 0.046972 10000
0.057 0.382 4328.737500 266.749700 5073 5329 10000 59738953.493346 382309847.648437 0.020386 0.043198 10000
0.057 0.386 4623.955700 293.892700 5500 5764 10000 76233837.903648 495347187.191548 0.022470 0.049920 10000
0.060 0.354 2182.461300 110.457800 2301 2483 10000 25669951.962232 297182404.104213 0.013236 0.038104 10000
0.060 0.358 2481.558900 129.378200 2666 2862 10000 25621065.637824 267531374.268318 0.013437 0.034725 10000
0.060 0.362 2756.720600 148.311400 2997 3225 10000 29962500.471179 297593924.939639 0.014113 0.032582 10000
0.060 0.366 3086.070800 168.829400 3383 3623 10000 40958711.765616 404837474.175932 0.013280 0.034610 10000
0.060 0.370 3397.687900 191.129300 3777 4025 10000 36988548.363020 319107592.728997 0.013986 0.033961 10000
0.060 0.374 3719.523600 213.445300 4198 4458 10000 45114409.436592 355779400.183776 0.014834 0.035375 10000
0.060 0.378 4026.072800 238.352900 4598 4869 10000 48509671.090961 350072041.052312 0.016735 0.037731 10000
0.060 0.382 4334.685100 263.616200 5025 5301 10000 61699955.351116 433368520.874813 0.017152 0.039202 10000
0.060 0.386 4626.726200 290.792300 5437 5714 10000 61580290.819588 378832790.261569 0.018874 0.044392 10000
0.063 0.358 2470.621300 127.477800 2636 2860 10000 28089520.500720 285062071.435353 0.011008 0.029546 10000
0.063 0.362 2757.660100 146.965200 2973 3215 10000 28252271.970604 316902754.842459 0.010775 0.027474 10000
0.063 0.366 3087.334900 167.171200 3355 3612 10000 29452888.429872 283158369.790621 0.011938 0.030724 10000
0.063 0.370 3389.199600 188.694300 3744 4007 10000 39171827.139621 345025201.041170 0.012560 0.030504 10000
0.063 0.374 3714.399100 211.251300 4148 4423 10000 50114400.864965 431140730.426470 0.014358 0.037534 10000
0.063 0.378 4022.842000 235.709100 4547 4827 10000 44433219.770524 360054241.400020 0.014870 0.035930 10000
0.063 0.382 4341.782600 260.931100 4982 5273 10000 60707873.398813 440416626.063996 0.015461 0.035482 10000
0.063 0.386 4629.974200 287.431800 5402 5691 10000 63357274.615355 435791220.459514 0.015952 0.035849 10000
0.063 0.390 4900.916000 314.608800 5808 6101 10000 72683449.194830 464253785.264771 0.017848 0.039879 10000
0.066 0.358 2457.728500 126.221100 2600 2837 10000 26942397.990165 297261207.202276 0.010245 0.027245 10000
0.066 0.362 2740.918000 145.563800 2944 3199 10000 24049904.957908 231073478.424124 0.010287 0.024519 10000
0.066 0.366 3072.764300 165.155400 3323 3589 10000 25953034.944213 235762964.020181 0.011616 0.030047 10000
0.066 0.370 3383.850300 186.377600 3711 3992 10000 39914058.955677 376061735.758026 0.012327 0.030565 10000
0.066 0.374 3712.199000 208.942900 4108 4399 10000 38209176.335360 333305340.379862 0.013814 0.034253 10000
0.066 0.378 4006.026700 232.813700 4498 4799 10000 40843584.601079 295208612.366597 0.014915 0.037567 10000
0.066 0.382 4339.121100 257.526800 4920 5229 10000 49634683.879249 389645206.278081 0.016173 0.040234 10000
0.066 0.386 4630.713200 284.748600 5362 5674 10000 62132318.789401 418109104.512237 0.015368 0.032267 10000
0.066 0.390 4915.383600 311.249200 5767 6076 10000 71857810.071829 497751434.762973 0.019392 0.044127 10000
0.069 0.358 2452.547500 124.811200 2570 2818 10000 24633267.034781 300428831.740271 0.012436 0.035901 10000
0.069 0.362 2735.875000 143.742600 2921 3186 10000 24881648.558065 239399104.757691 0.012256 0.030403 10000
0.069 0.366 3056.703800 163.270300 3286 3571 10000 26001320.720729 258564301.712208 0.013390 0.034120 10000
0.069 0.370 3378.670900 184.284100 3669 3969 10000 36725149.393361 408548698.939234 0.013994 0.035544 10000
0.069 0.374 3688.499600 206.431900 4066 4375 10000 35086567.696583 288294780.208023 0.014867 0.035562 10000
0.069 0.378 4008.243600 230.252700 4475 4799 10000 48114276.269263 383368049.608027 0.015848 0.039542 10000
0.069 0.382 4331.513600 254.707200 4874 5205 10000 49957205.498260 409356334.531741 0.017965 0.046130 10000
0.069 0.386 4646.223200 281.468500 5320 5651 10000 64074752.366375 490210796.824469 0.017569 0.040967 10000
0.069 0.390 4918.640800 308.079300 5720 6053 10000 66388479.990736 469646353.992019 0.018867 0.042652 10000
0.072 0.358 2435.840100 123.270000 2532 2796 10000 23708404.526148 291645386.547715 0.012348 0.034680 10000
0.072 0.362 2719.295800 141.847100 2875 3157 10000 24814719.674545 269242352.329040 0.012641 0.033362 10000
0.072 0.366 3038.532700 161.238700 3254 3555 10000 23966172.745822 231581712.885874 0.012920 0.032246 10000
0.072 0.370 3363.231400 181.887400 3624 3936 10000 28759101.613387 284255447.580945 0.014271 0.037789 10000
0.072 0.374 3673.683200 204.111800 4025 4361 10000 38665928.058015 310189194.768706 0.014903 0.036885 10000
0.072 0.378 4010.414600 227.546200 4434 4775 10000 43724557.627525 391578827.844405 0.015891 0.039320 10000
0.072 0.382 4324.563800 252.196300 4845 5203 10000 45967189.804422 366431460.773070 0.017136 0.038642 10000
0.072 0.386 4636.869700 277.805300 5256 5613 10000 58545580.631498 468374702.406180 0.018142 0.041569 10000
0.072 0.390 4923.715700 304.547200 5683 6038 10000 60313208.217873 397922224.191884 0.019470 0.044462 10000
0.075 0.358 2413.397400 122.128400 2499 2781 10000 14582964.242119 155179223.632495 0.011290 0.028290 10000
0.075 0.362 2704.654500 139.808600 2840 3150 10000 25838966.181483 278192996.898027 0.012530 0.033811 10000
0.075 0.366 3020.831000 159.022100 3210 3531 10000 26949376.271237 282643409.544337 0.013607 0.038716 10000
0.075 0.370 3349.101000 180.070800 3593 3920 10000 23819341.309798 222170293.764865 0.013838 0.035776 10000
0.075 0.374 3683.446800 201.648500 3995 4350 10000 36610108.350019 364795048.495557 0.015205 0.038221 10000
0.075 0.378 3992.551000 224.680700 4391 4755 10000 37185748.802599 313459352.801432 0.018082 0.040325 10000
0.075 0.382 4305.218500 249.265000 4789 5167 10000 44261968.058108 324791157.946962 0.020598 0.049498 10000
0.075 0.386 4626.189000 274.036000 5209 5589 10000 50683717.967517 400435270.141754 0.020430 0.043245 10000
0.075 0.390 4940.337300 300.837600 5643 6016 10000 65265739.808942 477580036.093194 0.023487 0.055335 10000
0.078 0.358 2393.944000 120.456300 2468 2774 10000 17816272.766428 201430658.029780 0.012636 0.034519 10000
0.078 0.362 2701.437000 138.407800 2812 3132 10000 25660397.707549 315182256.037151 0.014246 0.040107 10000
0.078 0.366 3014.517200 157.158400 3186 3522 10000 25294898.775586 257564997.244921 0.014877 0.039159 10000
0.078 0.370 3329.117400 177.941800 3558 3908 10000 23769753.291025 232175306.740178 0.015315 0.038666 10000
0.078 0.374 3660.604200 198.822800 3941 4306 10000 33861998.107277 344698861.330128 0.015442 0.038602 10000
0.078 0.378 3975.844400 221.843400 4342 4732 10000 36329631.839342 310010682.226137 0.016598 0.042014 10000
0.078 0.382 4311.236100 246.838500 4756 5157 10000 43371827.005825 357135924.872751 0.017588 0.042655 10000
0.078 0.386 4623.914600 271.062300 5165 5564 10000 44657065.292941 351316938.701925 0.018438 0.042717 10000
0.078 0.390 4953.599000 297.501600 5600 5992 10000 58484181.640321 427828470.230413 0.020335 0.048489 10000
0.081 0.358 2386.211000 118.973600 2444 2767 10000 20416291.704926 256016134.073551 0.011326 0.031242 10000
0.081 0.362 2688.499300 136.873100 2782 3117 10000 20686049.807280 263912401.126459 0.012298 0.031890 10000
0.081 0.366 3006.313500 155.572400 3161 3518 10000 23454154.136726 275679107.082502 0.012701 0.030536 10000
0.081 0.370 3314.152400 175.602200 3529 3891 10000 24761964.428738 234007005.097865 0.015341 0.039108 10000
0.081 0.374 3649.346500 196.612800 3908 4298 10000 27432010.847788 277823970.695591 0.016916 0.041872 10000
0.081 0.378 3973.651200 219.423800 4309 4706 10000 37368747.569419 348617828.013304 0.018252 0.043755 10000
0.081 0.382 4293.709200 243.870600 4709 5122 10000 36156967.298565 290747265.205914 0.019705 0.046849 10000
0.081 0.386 4623.681500 268.332900 5140 5560 10000 44416287.273375 338852162.423030 0.020107 0.044458 10000
0.081 0.390 4948.389900 294.298900 5550 5965 10000 50097870.289309 363214981.057639 0.023143 0.054545 10000
