# mu sigma av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m  runtime_conv(s)  std_runtime_conv(s)  nsamples
0.039 0.413 1905.640500 24.536100 3536 4022 0 796814067.149990 1807641493.167618 0.032621 0.040587 10000
0.039 0.417 1986.028400 27.984600 3866 4382 0 844749320.449646 1844584469.956482 0.035262 0.043854 10000
0.039 0.421 2065.069700 31.904800 4214 4747 0 884788807.569053 1810480029.145007 0.038082 0.047016 10000
0.039 0.425 2135.532700 36.582000 4607 5155 0 965567832.616578 1917900403.446813 0.040216 0.047089 10000
0.042 0.412 1855.750900 21.576600 3312 3815 0 753691294.692703 1766249887.006196 0.033469 0.041449 10000
0.042 0.416 1924.007100 24.506100 3634 4175 0 813319243.619712 1839063705.015873 0.035760 0.043945 10000
0.042 0.420 2003.236400 27.951900 3971 4532 0 849865577.291973 1817851675.286655 0.037871 0.046219 10000
0.042 0.424 2086.938900 31.838900 4345 4921 0 902222221.075771 1827201743.588533 0.037411 0.045439 10000
0.042 0.428 2142.926100 36.526500 4699 5298 0 975589823.862261 1914868871.573593 0.039376 0.046971 10000
0.042 0.432 2190.264700 41.350300 5061 5670 0 1054583453.229547 1983236826.998379 0.042358 0.050323 10000
0.045 0.416 1890.505000 21.952400 3488 4070 0 786034434.122347 1807769582.499377 0.031111 0.039121 10000
0.045 0.420 1958.471800 25.215600 3817 4416 0 818618775.315129 1775813993.658831 0.029967 0.036771 10000
0.045 0.424 2037.935700 29.061700 4157 4772 0 878457956.546237 1826253720.294764 0.035014 0.042589 10000
0.045 0.428 2115.082300 33.097600 4544 5175 0 931477422.715929 1853788978.496269 0.038609 0.046246 10000
0.045 0.432 2169.431700 37.502500 4902 5545 0 1020667425.487893 1959328312.247933 0.042975 0.050008 10000
0.045 0.436 2207.253200 43.009300 5263 5920 0 1070518582.386002 1956880533.321495 0.043701 0.051613 10000
0.048 0.416 1857.462100 19.837000 3344 3945 0 752821080.290680 1752595967.301601 0.052795 0.064803 10000
0.048 0.420 1920.627900 22.856400 3676 4318 0 806283415.450972 1797692633.603545 0.054996 0.065406 10000
0.048 0.424 1999.646100 26.040300 4003 4670 0 851868385.232215 1840737650.699000 0.059064 0.071127 10000
0.048 0.428 2079.608700 29.664700 4383 5057 0 900058167.372014 1810748500.961368 0.042824 0.051433 10000
0.048 0.432 2138.049800 34.189200 4731 5422 0 958192277.407061 1869495045.467633 0.036229 0.042984 10000
0.048 0.436 2179.165300 38.646200 5088 5791 0 1043057969.147060 1956921212.806443 0.068293 0.077520 10000
0.051 0.416 1828.037700 18.014700 3221 3870 0 718274415.915898 1736505533.190053 0.029402 0.036240 10000
0.051 0.420 1887.620800 20.571500 3527 4206 0 781574247.054538 1777523265.517140 0.029039 0.036430 10000
0.051 0.424 1949.066400 23.575400 3840 4556 0 812816916.372787 1751245911.855275 0.036878 0.044690 10000
0.051 0.428 2036.694300 26.760300 4197 4931 0 879191896.908541 1828638657.144083 0.035647 0.043620 10000
0.051 0.432 2111.041800 30.787400 4561 5299 0 929818254.000979 1857990915.814569 0.063522 0.076019 10000
0.051 0.436 2158.278600 34.984700 4928 5680 0 1013789564.996977 1936032702.967294 0.066821 0.075750 10000
0.054 0.418 1831.238700 17.514200 3236 3950 0 718820738.174700 1737378668.819441 0.051174 0.062854 10000
0.054 0.422 1886.746600 19.882900 3545 4293 0 783525366.949777 1782353546.362916 0.053983 0.065155 10000
0.054 0.426 1951.098500 22.897100 3855 4632 0 808448944.936318 1729259624.165534 0.057916 0.069429 10000
0.054 0.430 2037.002100 26.256400 4211 5010 0 877585925.571741 1831609931.473937 0.035442 0.044338 10000
0.054 0.434 2109.922400 29.987400 4590 5378 0 934177167.426056 1863586638.584161 0.038884 0.047091 10000
0.054 0.438 2151.769200 33.994200 4943 5734 0 1013387810.173398 1930032876.074361 0.042716 0.049720 10000
0.057 0.420 1833.340600 16.901000 3260 4040 0 720060184.283723 1722581567.245475 0.036793 0.046416 10000
0.057 0.424 1887.589300 19.271500 3560 4375 0 785263266.496866 1790793669.499297 0.029993 0.037886 10000
0.057 0.428 1947.616700 22.157400 3871 4700 0 809755446.341870 1729655187.325570 0.033723 0.041723 10000
0.057 0.432 2037.147600 25.352600 4234 5077 0 879315389.959023 1842052333.318398 0.034993 0.043673 10000
0.057 0.436 2106.869000 28.998900 4616 5459 0 929056259.645534 1832558963.529990 0.053163 0.060850 10000
0.057 0.440 2146.554400 33.032700 4958 5806 0 1005042391.471375 1908500271.356766 0.065850 0.074579 10000
0.060 0.420 1805.584800 15.125000 3141 3982 0 687976404.195954 1710818896.845981 0.026136 0.033038 10000
0.060 0.424 1860.326800 17.322900 3425 4289 0 757475368.300815 1779881538.502744 0.028393 0.035774 10000
0.060 0.428 1915.523300 19.837300 3744 4621 0 802847471.985239 1765946823.316038 0.031841 0.038547 10000
0.060 0.432 1995.244300 22.724700 4086 4978 0 832776652.750353 1748235020.823020 0.058952 0.069373 10000
0.060 0.436 2072.122800 26.444100 4436 5342 0 881698706.963458 1785838654.290137 0.033585 0.041267 10000
0.063 0.420 1780.530200 13.475000 3014 3897 0 649116926.264370 1662925173.416192 0.026689 0.034546 10000
0.063 0.424 1838.828400 15.737100 3319 4225 0 712306782.724461 1701948263.036575 0.029389 0.035784 10000
0.063 0.428 1887.267800 17.835700 3604 4540 0 790139717.265251 1800993457.172583 0.033494 0.041700 10000
0.063 0.432 1951.565100 20.676400 3914 4859 0 810054174.882524 1723368248.711852 0.032528 0.041012 10000
0.063 0.436 2033.585400 23.861300 4282 5238 0 867901614.035890 1816857263.905035 0.060372 0.071772 10000
0.063 0.440 2103.622000 27.395000 4645 5593 0 920960610.359252 1800087587.035856 0.062257 0.072202 10000
0.066 0.421 1764.173800 12.556600 2949 3883 0 633932653.154027 1643025627.063496 0.028214 0.036987 10000
0.066 0.425 1831.709300 14.709000 3257 4225 0 696098128.418623 1687132802.955464 0.027318 0.035104 10000
0.066 0.429 1871.346600 16.558600 3535 4526 0 775906594.274649 1770106355.359653 0.029382 0.037170 10000
0.066 0.433 1932.855000 19.221700 3856 4865 0 809427778.423567 1739219364.001272 0.031831 0.039764 10000
0.066 0.437 2014.329900 22.025900 4213 5231 0 846009602.448690 1742585282.984863 0.032107 0.039367 10000
0.066 0.441 2083.921000 25.468400 4562 5584 0 904221111.288991 1797315210.616341 0.035069 0.043084 10000
0.069 0.422 1748.183100 11.717300 2887 3878 0 621204960.019053 1639594786.187880 0.027948 0.036903 10000
0.069 0.426 1818.362200 13.594100 3208 4221 0 683551228.380841 1690109840.394411 0.028476 0.035735 10000
0.069 0.430 1864.185500 15.565600 3495 4537 0 770842826.889359 1803269565.697657 0.029182 0.035650 10000
0.069 0.434 1918.563500 18.033200 3799 4870 0 809979572.609427 1764751700.698607 0.031039 0.038588 10000
0.069 0.438 1997.369600 20.659700 4154 5235 0 823684559.118009 1704006658.378953 0.032809 0.039631 10000
0.069 0.442 2067.680800 24.049500 4507 5602 0 893288604.801530 1807694855.009551 0.033188 0.039965 10000
0.072 0.430 1851.928000 14.338400 3376 4489 0 720970602.343022 1702983480.488225 0.027642 0.034520 10000
0.072 0.434 1887.161100 16.246500 3659 4802 0 783798957.764548 1757274155.268616 0.030536 0.037868 10000
0.072 0.438 1955.140400 18.805100 3993 5150 0 811411034.454529 1726520944.646150 0.032364 0.039896 10000
0.075 0.426 1756.819800 11.239500 2943 4065 0 625833390.072666 1633487243.098964 0.026905 0.034904 10000
0.075 0.430 1827.838500 12.920700 3257 4434 0 677783333.943660 1650956444.443774 0.027494 0.034243 10000
0.075 0.434 1868.344200 14.744600 3537 4751 0 765867600.597272 1761601753.522739 0.031083 0.038245 10000
0.075 0.438 1922.802500 17.139700 3852 5082 0 797357045.569861 1731480166.911334 0.032184 0.039469 10000
0.075 0.442 1991.093100 19.680100 4190 5466 0 813687805.791840 1663444342.971154 0.037949 0.045567 10000
0.075 0.446 2065.118400 22.679600 4535 5790 0 891565940.850811 1812619869.923314 0.041241 0.050377 10000
0.078 0.424 1660.696900 9.241100 2654 3825 0 544472470.205238 1477297315.704564 0.027060 0.034303 10000
0.078 0.428 1765.525000 10.787900 2963 4174 0 617190081.637383 1588461577.958692 0.026711 0.035611 10000
0.078 0.432 1828.754500 12.708200 3271 4536 0 681608457.544387 1656349547.764364 0.028753 0.036061 10000
0.078 0.436 1872.100200 14.562000 3564 4843 0 767790609.280053 1755784949.324601 0.032805 0.040803 10000
0.078 0.440 1923.836500 16.941500 3867 5183 0 793911493.650435 1721551323.001931 0.033233 0.041382 10000
0.078 0.444 1994.136800 19.367900 4208 5556 0 809695551.383981 1651046986.947268 0.034248 0.041747 10000
0.081 0.424 1614.293500 8.197200 2520 3760 0 527812930.422031 1473053799.160915 0.024979 0.033005 10000
0.081 0.428 1719.536400 9.538900 2822 4095 0 590461324.062603 1558538921.623332 0.026067 0.034658 10000
0.081 0.432 1804.169200 11.393300 3156 4467 0 659555662.883720 1657320964.683661 0.028020 0.035697 10000
0.081 0.436 1853.998700 13.124700 3441 4790 0 723955044.523868 1688767748.170652 0.028777 0.036401 10000
0.081 0.440 1890.823100 15.294200 3739 5135 0 770634146.182468 1693655193.757863 0.032240 0.039133 10000
0.081 0.444 1956.222900 17.508800 4061 5475 0 807350169.867733 1697655082.063665 0.032989 0.040645 10000
0.084 0.424 1576.704100 7.481700 2419 3715 0 508715855.921930 1457289697.962128 0.029387 0.037403 10000
0.084 0.428 1674.071900 8.746000 2702 4051 0 554892206.912135 1485504964.102084 0.029177 0.037815 10000
0.084 0.432 1767.741600 10.240400 3009 4397 0 615385162.583782 1580747850.208394 0.028802 0.037848 10000
0.084 0.436 1828.224700 12.132900 3309 4748 0 680070414.441822 1633097782.953371 0.028019 0.035538 10000
0.084 0.440 1872.531400 13.789100 3611 5073 0 765626586.381687 1727176215.694541 0.031001 0.038152 10000
0.084 0.444 1924.442100 15.849000 3917 5415 0 793883404.598909 1714473308.658586 0.031984 0.039568 10000
0.087 0.420 1437.618100 5.784500 2057 3396 0 428449569.176834 1342020680.440160 0.042668 0.054620 10000
0.087 0.424 1532.029400 6.767200 2309 3693 0 486041383.469637 1435204025.771013 0.025010 0.032039 10000
0.087 0.428 1625.182800 7.893100 2566 3997 0 535263797.071811 1477904221.303509 0.026309 0.035014 10000
0.087 0.432 1726.804100 9.276900 2880 4345 0 589672046.305144 1553378956.101991 0.027493 0.035811 10000
0.087 0.436 1803.746100 10.950700 3201 4710 0 660748833.718897 1646733569.617427 0.026885 0.033661 10000
0.087 0.440 1857.934200 12.597100 3486 5027 0 729890713.521387 1709775934.180773 0.030806 0.038840 10000
0.090 0.424 1490.883900 6.197800 2211 3688 0 458658436.808644 1379668387.611746 0.024029 0.030260 10000
0.090 0.428 1581.965100 7.189800 2458 3978 0 507294602.394794 1434592975.291919 0.024070 0.031588 10000
0.090 0.432 1684.115700 8.533400 2752 4301 0 559149420.624921 1487527124.783754 0.026876 0.035041 10000
0.090 0.436 1773.763900 9.977100 3066 4645 0 616891164.267730 1571062823.951608 0.026645 0.034645 10000
0.090 0.440 1833.075700 11.696500 3357 4982 0 693892942.793892 1663705172.272728 0.029048 0.036856 10000
0.090 0.444 1876.627200 13.337700 3663 5300 0 756821454.382601 1707885345.698451 0.031639 0.038670 10000
0.093 0.428 1541.678500 6.541500 2347 3954 0 494834067.219777 1458081820.306050 0.024300 0.032264 10000
0.093 0.432 1636.079500 7.664100 2621 4251 0 535303292.091249 1458698569.401479 0.026484 0.034829 10000
0.093 0.436 1733.024200 9.006600 2923 4596 0 589926212.608858 1545618142.655178 0.026591 0.035388 10000
0.093 0.440 1806.578500 10.493400 3240 4961 0 657161297.018596 1613920040.767276 0.026842 0.033733 10000
0.093 0.444 1859.296100 12.065500 3532 5271 0 731225311.123916 1690273773.875713 0.029366 0.037828 10000
0.093 0.448 1900.009400 14.010600 3839 5601 0 768514721.513796 1683010978.008228 0.032549 0.039528 10000
0.096 0.428 1503.903800 6.019100 2258 3952 0 461621335.362803 1380017080.131420 0.022928 0.029014 10000
0.096 0.432 1591.971400 7.034700 2504 4238 0 514568338.458485 1430809201.701222 0.026442 0.034334 10000
0.096 0.436 1691.807000 8.237400 2804 4578 0 559765919.034273 1481874957.570574 0.025830 0.033526 10000
0.096 0.440 1778.299000 9.549600 3113 4930 0 617028345.722568 1554647388.446386 0.026529 0.033889 10000
0.096 0.444 1839.126200 11.227400 3403 5232 0 689596819.315428 1629327726.152521 0.029709 0.037356 10000
0.096 0.448 1877.032300 12.821400 3707 5549 0 749238907.304190 1681596831.142292 0.030371 0.037770 10000
0.099 0.428 1469.491800 5.535300 2159 3950 0 438198037.414240 1341767911.078019 0.024232 0.031180 10000
0.099 0.432 1555.989100 6.357900 2398 4212 0 497263844.641654 1447424650.274087 0.024148 0.031724 10000
0.099 0.436 1647.299600 7.461800 2672 4537 0 538600912.029247 1454292040.081547 0.027831 0.036431 10000
0.099 0.440 1746.896000 8.820500 2986 4898 0 588975472.204145 1515609522.336683 0.028749 0.037113 10000
0.099 0.444 1815.525900 10.219900 3289 5231 0 662967909.514770 1622906924.523494 0.027401 0.034714 10000
0.099 0.448 1862.142600 11.686000 3592 5536 0 729313040.935218 1674152513.191376 0.030864 0.038125 10000
0.102 0.428 1433.179500 4.952500 2068 3948 0 410293942.855925 1275523778.270729 0.023255 0.030256 10000
0.102 0.432 1513.654700 5.885300 2304 4208 0 459959200.511327 1358804157.753116 0.025667 0.031811 10000
0.102 0.436 1604.295500 6.740200 2554 4530 0 518129521.181639 1424770176.826125 0.026618 0.034377 10000
0.102 0.440 1704.831000 7.910700 2855 4859 0 563410995.375984 1473506726.812321 0.027678 0.035636 10000
0.102 0.444 1788.970400 9.326000 3162 5205 0 628375890.011514 1583374059.407808 0.026620 0.034024 10000
0.102 0.448 1842.485900 10.759600 3454 5505 0 700216783.315935 1648740048.490413 0.028054 0.035866 10000
0.105 0.428 1396.390300 4.470600 1959 3952 0 399723287.943932 1274297475.802503 0.024088 0.032474 10000
0.105 0.432 1485.877300 5.214500 2220 4259 0 439957568.374078 1316538546.760173 0.025099 0.031412 10000
0.105 0.436 1563.358300 6.062000 2444 4538 0 505203420.558995 1441842825.160667 0.025568 0.033317 10000
0.105 0.440 1661.247100 7.105800 2738 4856 0 533899820.014607 1425059756.887268 0.028326 0.036408 10000
0.105 0.444 1757.048700 8.453300 3033 5188 0 591801861.314067 1521444884.048967 0.048733 0.071302 10000
0.105 0.448 1821.696500 9.840500 3335 5490 0 665613245.466694 1612285987.084664 0.050162 0.071339 10000
0.108 0.424 1285.945800 3.564300 1683 3702 0 354100777.318175 1244156442.678115 0.020369 0.025731 10000
0.108 0.428 1362.161100 4.158700 1875 3960 0 392273064.150980 1271727479.496529 0.022909 0.030621 10000
0.108 0.432 1448.343500 4.852200 2111 4250 0 419448011.653141 1290379643.385659 0.022973 0.030185 10000
0.108 0.436 1528.599000 5.690600 2344 4538 0 469008171.444593 1358445314.102094 0.025632 0.032846 10000
0.108 0.440 1618.471800 6.550900 2600 4836 0 530725489.760099 1455758919.109639 0.027221 0.036283 10000
0.108 0.444 1717.156600 7.701000 2914 5181 0 560198284.156066 1449744042.338160 0.029037 0.036578 10000
0.111 0.424 1265.655500 3.339800 1615 3720 0 328132080.069641 1167372179.700321 0.020442 0.026126 10000
0.111 0.428 1329.053000 3.842400 1800 3991 0 380026123.606675 1256959161.001756 0.021431 0.027787 10000
0.111 0.432 1411.430700 4.426100 2022 4265 0 406176906.492082 1283138635.965303 0.023546 0.030466 10000
0.111 0.436 1497.704100 5.199500 2265 4579 0 447846859.500835 1332361923.433025 0.024360 0.030139 10000
0.111 0.440 1578.874700 6.035300 2491 4836 0 502930828.757423 1403156695.952146 0.027934 0.036266 10000
0.111 0.444 1675.492400 7.018300 2789 5165 0 533219747.419186 1403276771.843256 0.026970 0.035089 10000
0.114 0.428 1302.448400 3.554800 1727 4017 0 360913484.623883 1232550984.032865 0.021501 0.027125 10000
0.114 0.432 1378.473700 4.050100 1928 4309 0 395111284.016674 1270244172.090439 0.023393 0.030754 10000
0.114 0.436 1470.132800 4.786300 2185 4606 0 430576025.311817 1323158584.870503 0.022779 0.028350 10000
0.114 0.440 1541.918000 5.533800 2396 4861 0 476979829.049652 1362563526.812183 0.025906 0.032876 10000
0.114 0.444 1634.553600 6.436200 2666 5175 0 527174881.617003 1441168747.279078 0.026996 0.035757 10000
0.114 0.448 1732.203000 7.526400 2958 5485 0 560139815.120065 1437153419.221751 0.026730 0.034679 10000
0.117 0.428 1276.843700 3.261800 1658 4056 0 340520955.901011 1199301528.648100 0.021088 0.026360 10000
0.117 0.432 1343.728500 3.798400 1844 4319 0 385249063.095786 1263825978.595266 0.021588 0.028552 10000
0.117 0.436 1432.852900 4.326600 2079 4621 0 408499127.873622 1286049820.267673 0.022462 0.029249 10000
0.117 0.440 1511.285500 5.148400 2312 4907 0 460670424.474948 1352059257.593060 0.024611 0.030235 10000
0.117 0.444 1592.499700 5.936800 2548 5187 0 513575219.437991 1418634356.935140 0.026639 0.034835 10000
0.117 0.448 1692.431100 6.965100 2837 5480 0 537058655.632520 1412855407.936816 0.027564 0.036034 10000
0.120 0.424 1183.213100 2.494100 1410 3829 0 285342140.610986 1092445672.427242 0.019960 0.025661 10000
0.120 0.428 1254.029700 3.012700 1591 4112 0 318368115.390264 1148472514.970839 0.020985 0.026882 10000
0.120 0.432 1312.824700 3.456900 1768 4387 0 371249665.601836 1255956100.964377 0.023148 0.029219 10000
0.120 0.436 1404.297800 4.025700 1997 4676 0 396831738.945564 1272994534.461083 0.027450 0.035285 10000
0.120 0.440 1478.698700 4.780200 2228 4957 0 435856410.351756 1325760968.721625 0.024653 0.030179 10000
0.120 0.444 1558.713900 5.540600 2452 5203 0 480885196.472223 1357741112.208032 0.028905 0.037144 10000
0.123 0.424 1153.877900 2.331800 1337 3902 0 267753449.358683 1044406807.930823 0.022235 0.029395 10000
0.123 0.428 1228.662600 2.715000 1524 4191 0 297572291.947336 1091193268.263670 0.024406 0.031377 10000
0.123 0.432 1293.872200 3.215800 1699 4457 0 344803278.898628 1190798274.052288 0.025618 0.032765 10000
0.123 0.436 1376.394500 3.733700 1910 4723 0 381396141.003423 1220415006.612127 0.026840 0.035120 10000
0.123 0.440 1453.215300 4.468500 2136 4968 0 410022753.902708 1269549947.765804 0.027996 0.035726 10000
0.123 0.444 1523.079200 5.097300 2343 5220 0 471855641.843423 1364049792.353570 0.051192 0.075301 10000
0.126 0.428 1201.631800 2.509600 1446 4237 0 288766779.665031 1092016976.357979 0.040994 0.060712 10000
0.126 0.432 1274.406200 3.030000 1633 4524 0 329161049.725797 1165928236.214746 0.024003 0.030386 10000
0.126 0.436 1346.000700 3.493500 1816 4753 0 376358954.770826 1247705312.468156 0.035631 0.046369 10000
0.126 0.440 1426.008700 4.075600 2059 5022 0 398169785.458093 1251772935.186901 0.036633 0.044850 10000
0.126 0.444 1490.079800 4.676600 2266 5268 0 453408151.710619 1351207023.281589 0.038419 0.045329 10000
0.126 0.448 1574.363300 5.550300 2508 5555 0 484807181.472433 1349744060.665422 0.040897 0.050874 10000
