# mu sigma av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m  runtime_conv(s)  std_runtime_conv(s)  nsamples
0.000 0.352 2326.773800 81.744100 3647 3796 0 228158738.998759 508056889.601005 0.272414 0.289254 10000
0.000 0.356 2478.922800 98.911900 4162 4333 0 263228029.729738 533843975.631604 0.297314 0.313945 10000
0.000 0.360 2596.084700 118.153400 4698 4882 0 292598659.428909 550310395.874064 0.321228 0.331281 10000
0.000 0.364 2677.405600 140.237900 5261 5466 0 320048596.518505 555938569.749637 0.339098 0.330682 10000
0.000 0.368 2738.439500 165.668600 5810 6020 0 351467718.718663 576139294.232347 0.365550 0.359892 10000
0.000 0.372 2759.185100 193.810200 6355 6565 0 373251390.097599 574031412.429406 0.392926 0.380128 10000
0.003 0.356 2412.449400 85.240700 3933 4119 0 250793249.453239 536234504.464359 0.288119 0.307882 10000
0.003 0.360 2537.630800 101.953900 4459 4661 0 277431111.631731 539506362.686095 0.310982 0.324425 10000
0.003 0.364 2642.518400 121.358100 5012 5232 0 308947682.614216 558765291.340368 0.336552 0.342128 10000
0.003 0.368 2711.386800 143.791700 5561 5792 0 334273149.640509 564072035.334160 0.357380 0.356661 10000
0.003 0.372 2743.657800 168.811000 6105 6331 0 362446344.780873 574689180.331424 0.410747 0.398123 10000
0.003 0.376 2742.991900 197.379200 6663 6893 0 385711515.052049 570900930.612031 0.405391 0.387529 10000
0.006 0.356 2337.331500 72.688200 3711 3912 0 225723100.559376 493104461.082682 0.284446 0.308466 10000
0.006 0.360 2483.156100 87.734800 4236 4456 0 262635131.350955 526149879.117631 0.306767 0.324494 10000
0.006 0.364 2591.270200 104.692700 4762 4999 0 293298582.529889 546590069.764742 0.332647 0.342719 10000
0.006 0.368 2675.420700 124.929100 5311 5565 0 321088637.363195 553635791.862785 0.355318 0.359030 10000
0.006 0.372 2730.604400 147.688500 5873 6122 0 351486245.054093 576467941.305524 0.376044 0.370848 10000
0.006 0.376 2744.607700 172.843600 6406 6667 0 375647108.110751 577637772.244465 0.405604 0.395412 10000
0.009 0.356 2260.267600 62.648700 3500 3714 0 217662432.480178 493969385.277654 0.277253 0.304164 10000
0.009 0.360 2418.040300 75.564400 4009 4237 0 251963524.418338 533171942.284687 0.296266 0.315192 10000
0.009 0.364 2538.800100 90.620800 4537 4794 0 277824170.405833 536526722.820919 0.318027 0.327175 10000
0.009 0.368 2637.967600 108.439000 5082 5354 0 308741246.314008 556442477.087903 0.341887 0.347225 10000
0.009 0.372 2713.013900 128.768600 5648 5934 0 333133155.381427 558283832.687191 0.364574 0.363625 10000
0.009 0.376 2736.740400 151.469900 6171 6453 0 360460888.375766 567976820.512961 0.391140 0.380917 10000
0.012 0.356 2184.108000 54.305700 3301 3520 0 204801879.275245 481094981.350742 0.267074 0.298507 10000
0.012 0.360 2351.470100 65.643400 3793 4048 0 226801018.036433 487677085.399398 0.288541 0.312745 10000
0.012 0.364 2489.364800 78.927100 4314 4594 0 264452337.120699 526117294.894611 0.308067 0.323594 10000
0.012 0.368 2589.367100 94.359400 4829 5129 0 294071642.951247 545211316.443212 0.334774 0.346760 10000
0.012 0.372 2677.450600 112.317500 5397 5711 0 320951950.975441 552596190.080486 0.356177 0.360394 10000
0.012 0.376 2721.577700 132.920300 5937 6242 0 348646582.992565 568553969.698972 0.386564 0.379345 10000
0.015 0.360 2269.528100 56.314700 3583 3855 0 217014021.434133 483445424.183902 0.276641 0.296770 10000
0.015 0.364 2428.102500 67.931100 4089 4386 0 251874024.388790 525961993.708838 0.300615 0.318723 10000
0.015 0.368 2539.585500 81.547000 4618 4941 0 281533195.365712 539864867.569133 0.318310 0.325949 10000
0.015 0.372 2634.992600 96.895500 5141 5482 0 308229319.702342 547109631.775696 0.348444 0.358406 10000
0.015 0.376 2706.296200 115.155100 5726 6072 0 329018046.669904 545271731.009253 0.365487 0.359346 10000
0.015 0.380 2720.122900 135.962800 6236 6579 0 359388693.922030 561051422.475100 0.399964 0.386509 10000
0.018 0.360 2199.846500 48.270400 3390 3678 0 208831807.573881 482568428.104123 0.267659 0.291689 10000
0.018 0.364 2365.671900 58.139100 3878 4191 0 231902114.561267 497475461.612016 0.292815 0.313523 10000
0.018 0.368 2492.656600 70.249900 4392 4743 0 263258406.436801 521925779.903433 0.313907 0.330312 10000
0.018 0.372 2585.674900 84.210100 4899 5260 0 293532395.432198 538731573.527088 0.340440 0.353579 10000
0.018 0.376 2672.900700 99.832700 5469 5854 0 318979573.485829 544506439.601732 0.362629 0.368012 10000
0.018 0.380 2714.554300 118.675100 6008 6384 0 346967708.393195 559818395.434259 0.382338 0.375477 10000
0.021 0.364 2291.871100 50.027200 3670 4018 0 218736139.496528 482815210.761432 0.281394 0.301522 10000
0.021 0.368 2436.010800 60.577700 4177 4542 0 250881614.187329 515256110.643460 0.302058 0.319524 10000
0.021 0.372 2538.084100 73.292800 4695 5100 0 281458763.770725 534385717.559402 0.321839 0.326345 10000
0.021 0.376 2636.272800 87.247900 5234 5652 0 305552671.703293 537669750.367611 0.351109 0.358005 10000
0.021 0.380 2701.028300 103.608100 5779 6187 0 328542747.425512 541811531.686122 0.374323 0.377716 10000
0.021 0.384 2706.672800 123.190600 6300 6701 0 356564579.150713 550042036.275423 0.408596 0.401688 10000
0.024 0.364 2216.375500 43.146400 3458 3830 0 205521711.963312 465916696.712711 0.277910 0.306439 10000
0.024 0.368 2377.320200 51.963600 3965 4361 0 235068341.500360 500633890.266332 0.293634 0.315180 10000
0.024 0.372 2493.666800 63.175000 4466 4894 0 266226891.359984 523631732.637044 0.317012 0.336282 10000
0.024 0.376 2591.366700 75.646100 4990 5432 0 295336539.839174 533288920.648343 0.341460 0.351388 10000
0.024 0.380 2669.243100 89.999000 5549 5992 0 315181377.399707 535286154.667252 0.363231 0.367241 10000
0.024 0.384 2699.808600 107.369000 6090 6529 0 346520126.900923 554310427.793017 0.378776 0.365347 10000
0.027 0.364 2142.569100 37.138600 3262 3660 0 198470017.443944 467472388.655063 0.268321 0.300906 10000
0.027 0.368 2305.360700 45.177200 3751 4191 0 216908609.818896 470532433.807587 0.285463 0.308926 10000
0.027 0.372 2438.170600 54.690900 4267 4733 0 251605462.613539 511502668.134095 0.300762 0.311770 10000
0.027 0.376 2542.951400 66.140400 4764 5246 0 281848417.386618 527012949.497820 0.328299 0.342050 10000
0.027 0.380 2636.597600 79.048300 5311 5805 0 307970959.248535 539593605.630896 0.355794 0.364223 10000
0.027 0.384 2691.707900 93.839800 5858 6342 0 331073186.337961 543293249.739923 0.377456 0.377497 10000
0.030 0.364 2065.135800 32.306800 3074 3506 0 186110645.872516 454192959.162859 0.257591 0.287207 10000
0.030 0.368 2232.633700 39.071900 3548 4015 0 208206072.053151 466016319.752056 0.277847 0.302521 10000
0.030 0.372 2388.139100 47.295600 4046 4554 0 238549794.643686 498271496.532388 0.299807 0.325501 10000
0.030 0.376 2498.382200 57.584400 4559 5088 0 265824988.689198 511572562.987327 0.317852 0.328420 10000
0.030 0.380 2588.947200 68.817400 5082 5621 0 289460231.113325 514488656.836974 0.341651 0.349229 10000
0.030 0.384 2667.843800 81.974400 5638 6166 0 317043726.860856 535726430.196900 0.361715 0.360745 10000
0.033 0.368 2158.420000 33.814900 3356 3857 0 198840448.636268 461014848.616600 0.271094 0.299865 10000
0.033 0.372 2325.272000 41.245300 3843 4386 0 219128363.640974 471298160.676424 0.289420 0.315313 10000
0.033 0.376 2447.192600 50.040100 4336 4916 0 253511193.222157 505033937.078743 0.309892 0.326042 10000
0.033 0.380 2550.066300 60.306200 4867 5447 0 281895609.256529 518210882.658772 0.330151 0.337351 10000
0.033 0.384 2638.594800 72.260900 5391 5977 0 306205581.888752 535502831.802869 0.359478 0.370204 10000
0.033 0.388 2677.684400 85.966400 5934 6509 0 330447292.307970 541453648.793756 0.374916 0.369566 10000
0.036 0.364 1932.893900 24.333900 2771 3273 0 163717558.346495 426647905.452646 0.236719 0.263799 10000
0.036 0.368 2084.059500 29.153400 3150 3690 0 190953030.193019 458981765.984452 0.263527 0.297062 10000
0.036 0.372 2252.292600 35.372300 3642 4227 0 208561782.997714 460840094.484600 0.280696 0.303628 10000
0.036 0.376 2398.712400 42.988800 4148 4765 0 239413563.178275 494334092.055571 0.295825 0.312203 10000
0.036 0.380 2507.728100 52.506800 4640 5265 0 269857224.002703 515201754.546779 0.323430 0.339681 10000
0.036 0.384 2595.880000 63.048200 5162 5794 0 289034286.046023 506737139.581659 0.350570 0.358145 10000
0.039 0.368 2017.713100 25.355300 2999 3585 0 175457483.310306 438271085.029518 0.251382 0.275153 10000
0.039 0.372 2181.384100 30.576800 3443 4078 0 202027147.883425 464276987.851013 0.274122 0.300364 10000
0.039 0.376 2342.433400 37.423100 3940 4598 0 223611712.662085 475371028.592834 0.290404 0.310517 10000
0.039 0.380 2456.201000 45.987700 4422 5106 0 253856486.535019 496898063.913427 0.314189 0.332237 10000
0.039 0.384 2555.574400 55.419600 4952 5644 0 282568168.429078 515651900.758159 0.336224 0.343685 10000
0.039 0.388 2632.490000 66.139800 5480 6178 0 306560917.058645 526888673.610465 0.359960 0.367009 10000
0.042 0.372 2109.127000 26.420700 3256 3937 0 191958929.226159 452153583.891732 0.265524 0.292469 10000
0.042 0.376 2273.729000 32.232300 3734 4442 0 209547103.469803 460188303.911727 0.283762 0.307086 10000
0.042 0.380 2411.467500 39.133200 4234 4972 0 240801326.337444 490559387.249688 0.292607 0.306805 10000
0.042 0.384 2512.862500 47.785200 4733 5488 0 269952764.764500 509203761.510033 0.316915 0.330005 10000
0.042 0.388 2596.668200 57.370600 5253 6021 0 293104735.758123 518384985.253499 0.342881 0.350655 10000
0.042 0.392 2641.651200 68.939000 5786 6564 0 316195328.915132 521883473.631933 0.356916 0.352824 10000
0.045 0.368 1897.124800 18.866400 2713 3393 0 157003203.792381 413153773.183557 0.225668 0.247210 10000
0.045 0.372 2042.899700 23.122000 3075 3800 0 180634383.899144 445778291.619958 0.250438 0.278204 10000
0.045 0.376 2207.579700 28.043900 3540 4309 0 202608911.916757 461283350.432925 0.269939 0.297870 10000
0.045 0.380 2360.500700 33.828600 4019 4821 0 226163496.497563 472546024.573027 0.289217 0.315416 10000
0.045 0.384 2472.995600 41.590400 4526 5359 0 258079094.783929 501560638.113625 0.308621 0.327252 10000
0.045 0.388 2553.103700 50.097800 5033 5873 0 281004104.837449 508108238.070199 0.330060 0.336007 10000
0.048 0.372 1979.255700 20.011100 2933 3717 0 167366891.389888 423219544.687994 0.237292 0.255911 10000
0.048 0.376 2135.078300 24.101200 3351 4177 0 191662052.235585 442736268.640773 0.261780 0.286182 10000
0.048 0.380 2296.965800 29.649700 3836 4695 0 213416040.589161 462306737.266363 0.277237 0.295848 10000
0.048 0.384 2427.987300 36.127200 4313 5221 0 244216438.816844 492540308.705116 0.301542 0.321444 10000
0.048 0.388 2521.880100 43.948200 4822 5744 0 273249113.904318 512055369.573918 0.322686 0.339226 10000
0.048 0.392 2592.821000 53.502800 5357 6263 0 298965267.051541 521927648.173625 0.338872 0.338581 10000
0.051 0.372 1917.472300 17.240600 2782 3616 0 157763839.300122 408606969.110963 0.231905 0.255539 10000
0.051 0.376 2071.361200 20.808200 3172 4046 0 186122228.474772 449398434.499059 0.254543 0.282228 10000
0.051 0.380 2233.528900 25.077000 3628 4554 0 203195370.268640 455421072.931059 0.274896 0.304172 10000
0.051 0.384 2372.286300 30.856600 4129 5101 0 227015673.567414 468664865.755794 0.289504 0.304984 10000
0.051 0.388 2480.766800 37.921100 4628 5634 0 259210444.465278 498014590.614552 0.309960 0.323350 10000
0.051 0.392 2556.144500 46.379300 5116 6112 0 281816650.320595 503943967.579046 0.335207 0.345594 10000
0.054 0.372 1859.515400 15.207100 2642 3545 0 153474668.744896 412117192.295209 0.225632 0.250944 10000
0.054 0.376 2007.512800 18.468400 3009 3962 0 171218237.048713 426538675.635017 0.245235 0.270447 10000
0.054 0.380 2159.226800 22.015600 3431 4430 0 193196831.624999 441056851.494637 0.269906 0.299664 10000
0.054 0.384 2317.140800 27.171900 3923 4977 0 217979593.246727 462426895.858454 0.283919 0.304210 10000
0.054 0.388 2444.851300 33.382900 4421 5515 0 249593099.123434 498718294.041317 0.304321 0.324790 10000
0.054 0.392 2520.670800 40.987200 4912 5990 0 272888239.836102 503218096.051700 0.326437 0.338072 10000
0.057 0.372 1801.652200 13.036700 2487 3456 0 146694196.468575 401624705.035704 0.222686 0.258014 10000
0.057 0.376 1945.795400 16.367500 2861 3885 0 160521175.734209 412479158.223511 0.238766 0.263934 10000
0.057 0.380 2099.891400 19.302100 3270 4343 0 184277368.737797 432331032.980179 0.258428 0.284980 10000
