# mu sigma av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m  runtime_conv(s)  std_runtime_conv(s)  nsamples
0.054 0.494 1678.315700 14.195600 4363 4924 0 3242692754.176009 6931227302.929146 0.006069 0.008989 10000
0.054 0.498 1693.367200 15.251700 4595 5167 0 3309165139.465636 6762982580.800817 0.006582 0.009754 10000
0.054 0.502 1693.451500 16.540200 4801 5374 0 3375930940.523486 6898079382.315620 0.006638 0.009845 10000
0.057 0.487 1635.650300 11.436300 3843 4419 0 2842586475.384793 6486880977.999866 0.005931 0.009369 10000
0.057 0.491 1663.403700 12.474100 4066 4649 0 2984634272.751122 6611021395.450745 0.005968 0.009447 10000
0.057 0.495 1673.735000 13.539600 4306 4895 0 3197676732.103626 6950947390.738145 0.005887 0.008888 10000
0.057 0.499 1688.377400 14.614000 4528 5125 0 3287668138.560704 6889517578.129745 0.006570 0.009856 10000
0.057 0.503 1685.716400 15.908100 4750 5346 0 3368973098.992346 6950463077.185837 0.006222 0.009062 10000
0.057 0.507 1695.621100 17.194700 4956 5555 0 3482398955.245918 7003589180.871572 0.007024 0.010219 10000
0.060 0.485 1586.483700 10.213700 3601 4195 0 2665750022.874681 6315011987.958064 0.005947 0.009285 10000
0.060 0.489 1630.718200 11.232700 3846 4448 0 2829900370.914554 6437794603.853821 0.005769 0.009070 10000
0.060 0.493 1658.932000 12.233700 4066 4685 0 2967295877.376554 6612459613.355047 0.006202 0.009531 10000
0.060 0.497 1671.083400 13.263600 4301 4927 0 3156862812.641708 6824939103.740494 0.005975 0.009127 10000
0.060 0.501 1679.437800 14.267000 4521 5149 0 3228862171.115410 6671111365.480871 0.006387 0.009591 10000
0.063 0.482 1522.569300 8.874800 3331 3959 0 2475938704.528032 6139373248.934309 0.005278 0.008064 10000
0.063 0.486 1567.632000 9.713800 3531 4163 0 2641377697.411884 6278720104.713814 0.005563 0.008864 10000
0.063 0.490 1616.718600 10.687100 3787 4425 0 2749057123.302228 6277889232.229949 0.005504 0.008679 10000
0.063 0.494 1645.901000 11.741800 4011 4653 0 2872815031.207785 6377678567.817021 0.005661 0.008785 10000
0.063 0.498 1659.479500 12.712000 4235 4894 0 3093691797.572140 6726985775.026193 0.012398 0.020766 10000
0.063 0.502 1668.472100 13.648900 4466 5116 0 3196740139.463173 6730746018.157866 0.012507 0.020275 10000
0.066 0.489 1579.086600 9.724800 3599 4264 0 2614505920.505628 6130671257.218970 0.005780 0.009122 10000
0.066 0.493 1617.823400 10.741700 3843 4523 0 2765964823.471640 6283459776.661062 0.005887 0.009075 10000
0.066 0.497 1644.673500 11.678600 4068 4764 0 2936927951.612201 6478368177.256524 0.005854 0.008887 10000
0.066 0.501 1657.685700 12.621900 4295 4984 0 3100014336.987134 6711419396.941786 0.005795 0.008846 10000
0.066 0.505 1667.102800 13.686500 4512 5202 0 3172024766.934815 6551464779.954230 0.006116 0.009357 10000
0.069 0.491 1573.204800 9.567100 3599 4300 0 2594163028.626227 6058512008.607368 0.005714 0.009120 10000
0.069 0.495 1614.334100 10.449000 3843 4557 0 2762583796.262484 6337237930.063306 0.005664 0.008798 10000
0.069 0.499 1640.217300 11.372700 4070 4801 0 2898565591.283917 6384301366.495811 0.006074 0.009039 10000
0.069 0.503 1655.337600 12.298100 4287 5006 0 3083398287.337719 6647604103.881347 0.005984 0.009291 10000
0.069 0.507 1665.623200 13.395300 4516 5218 0 3142590748.294959 6538101597.776605 0.006037 0.009196 10000
0.069 0.511 1668.123400 14.579700 4723 5436 0 3274505458.323924 6713788071.263950 0.006616 0.009561 10000
0.072 0.486 1488.352900 7.942800 3213 3924 0 2401355800.362572 6087528751.269761 0.005277 0.008468 10000
0.072 0.490 1535.894100 8.699700 3435 4153 0 2544852903.670195 6217823931.322981 0.008403 0.012391 10000
0.072 0.494 1580.831600 9.602700 3659 4398 0 2648456902.255003 6207718925.433892 0.009048 0.013382 10000
0.072 0.498 1617.298600 10.437100 3902 4656 0 2764920450.180781 6256038271.516054 0.009018 0.012870 10000
0.072 0.502 1640.217600 11.379200 4111 4871 0 2913414052.530456 6398086458.260009 0.009443 0.013939 10000
0.072 0.506 1653.202200 12.383800 4349 5098 0 3076740889.440597 6556138727.652987 0.009501 0.013459 10000
0.075 0.490 1508.986800 8.199200 3324 4071 0 2439368193.010678 6031096761.117352 0.008624 0.012822 10000
0.075 0.494 1555.406900 8.912900 3550 4315 0 2597652581.833674 6232564335.952242 0.005606 0.008800 10000
0.075 0.498 1598.283500 9.707600 3777 4559 0 2689965163.921643 6202571191.873730 0.005809 0.009109 10000
0.075 0.502 1620.989200 10.609300 3994 4786 0 2845757035.210716 6368648825.068078 0.005658 0.008804 10000
0.075 0.506 1646.752900 11.541600 4239 5021 0 3020263214.385651 6574521370.897986 0.005841 0.008851 10000
0.075 0.510 1658.578100 12.660800 4445 5228 0 3059689293.436682 6419199650.891996 0.006301 0.009788 10000
0.078 0.494 1530.374800 8.422700 3445 4243 0 2502829909.399314 6066992539.714085 0.005405 0.008359 10000
0.078 0.498 1571.615000 9.172000 3661 4482 0 2608772677.082941 6113632542.962182 0.005702 0.008846 10000
0.078 0.502 1609.846200 9.977200 3895 4723 0 2746489618.723884 6203092917.577805 0.005476 0.008640 10000
0.078 0.506 1634.518900 10.905700 4109 4937 0 2873057663.594948 6266976720.423415 0.005967 0.009372 10000
0.078 0.510 1645.558600 11.907700 4333 5161 0 3082249467.383132 6661565598.329702 0.006170 0.009480 10000
0.078 0.514 1660.076800 12.896800 4569 5404 0 3151858021.220764 6612555934.270738 0.006104 0.008977 10000
0.081 0.494 1503.153900 7.901900 3322 4161 0 2419293205.384270 5998743834.666701 0.005505 0.008764 10000
0.081 0.498 1548.443400 8.659600 3558 4413 0 2574964913.301225 6172475433.635587 0.005347 0.008268 10000
0.081 0.502 1593.012300 9.371100 3775 4638 0 2674691625.129402 6193139905.794931 0.005515 0.008822 10000
0.081 0.506 1616.810600 10.283400 3997 4870 0 2824917702.404412 6339774698.334161 0.005692 0.008916 10000
0.081 0.510 1641.387100 11.099100 4234 5108 0 3002258698.858343 6547841728.337985 0.006071 0.009325 10000
0.081 0.514 1647.994000 12.148700 4455 5320 0 3017746902.768223 6305494606.509321 0.005976 0.008971 10000
0.084 0.494 1477.896600 7.428900 3233 4122 0 2362464219.091819 6017955433.493730 0.005168 0.007950 10000
0.084 0.498 1526.919700 8.141300 3441 4333 0 2474689866.349895 5976965876.041162 0.005596 0.008844 10000
0.084 0.502 1564.527600 8.854300 3657 4550 0 2566075754.952907 5995716355.910639 0.005491 0.008621 10000
0.084 0.506 1603.303400 9.617000 3894 4800 0 2728040883.673967 6185141997.962269 0.005776 0.009027 10000
0.084 0.510 1627.711200 10.505200 4113 5028 0 2836655112.091362 6238196042.831172 0.006395 0.009963 10000
0.084 0.514 1635.642700 11.447900 4321 5246 0 3027802381.033597 6542749715.554615 0.005979 0.009415 10000
0.087 0.494 1459.300600 6.885500 3133 4067 0 2261696693.486259 5792778440.338440 0.009124 0.013533 10000
0.087 0.498 1498.963200 7.540800 3329 4270 0 2391335874.821980 5941196409.465266 0.009107 0.013522 10000
0.087 0.502 1543.865700 8.284700 3559 4501 0 2519165138.670040 5989717194.746379 0.009231 0.013384 10000
0.087 0.506 1591.569100 9.059300 3783 4737 0 2612781791.088943 5960783779.005173 0.009598 0.014316 10000
0.087 0.510 1607.627000 9.818700 4003 4967 0 2758523991.520613 6104473075.208670 0.009614 0.013821 10000
0.087 0.514 1631.504400 10.677900 4226 5188 0 2954894822.102154 6463389766.234773 0.009850 0.014070 10000
0.090 0.502 1524.451300 7.738400 3449 4430 0 2479353931.723715 6081437231.674938 0.009197 0.013758 10000
0.090 0.506 1562.311200 8.504300 3659 4659 0 2539803755.648274 5970202040.288278 0.009546 0.014146 10000
0.090 0.510 1598.313200 9.201300 3897 4909 0 2736291869.084950 6275654817.274755 0.009556 0.013855 10000
0.090 0.514 1617.684900 10.053000 4115 5130 0 2802378545.419991 6163438248.119000 0.009680 0.014001 10000
0.090 0.518 1629.949100 10.933700 4324 5327 0 2980220595.080611 6366127546.202384 0.010099 0.014669 10000
0.090 0.522 1639.068900 11.900200 4553 5549 0 3061174750.962883 6370235483.825576 0.009975 0.013498 10000
0.093 0.494 1405.467300 6.078300 2934 3970 0 2087950222.099679 5539592273.064281 0.008368 0.012284 10000
0.093 0.498 1452.879700 6.654400 3138 4167 0 2261224076.699187 5844219123.693460 0.008681 0.012784 10000
0.093 0.502 1497.298900 7.352300 3336 4383 0 2360218140.987710 5847747224.045526 0.009151 0.013653 10000
0.093 0.506 1542.092100 8.025800 3567 4619 0 2480106742.924702 5898435353.762025 0.010002 0.014386 10000
0.093 0.510 1580.405700 8.678500 3780 4840 0 2596960900.484555 6003782890.459225 0.010013 0.014726 10000
0.093 0.514 1602.232700 9.411900 4010 5075 0 2728117412.662497 6031591757.441467 0.009942 0.014334 10000
0.096 0.498 1434.754500 6.328600 3043 4144 0 2170835275.467438 5698685151.794547 0.008963 0.013298 10000
0.096 0.502 1472.129500 6.929100 3241 4331 0 2306828115.340420 5834651722.148282 0.009257 0.013553 10000
0.096 0.506 1522.879100 7.503400 3459 4553 0 2427158886.096611 5916945957.005292 0.009616 0.014267 10000
0.096 0.510 1557.862900 8.188500 3668 4793 0 2550106054.864179 6077959086.197388 0.010419 0.015619 10000
0.096 0.514 1591.290400 8.850400 3899 5034 0 2696740303.230136 6136823177.866696 0.009906 0.014480 10000
0.096 0.518 1608.917100 9.691900 4114 5229 0 2786327610.685627 6136285115.983534 0.010086 0.014174 10000
0.099 0.498 1404.818500 5.879400 2943 4088 0 2079293359.374248 5526798309.648121 0.008812 0.013088 10000
0.099 0.502 1451.986000 6.439600 3143 4295 0 2255724002.885826 5886352837.801646 0.009162 0.013733 10000
0.099 0.506 1491.937200 7.118800 3344 4508 0 2346269742.720369 5815243843.952517 0.009517 0.014178 10000
0.099 0.510 1536.137900 7.758500 3573 4740 0 2481089120.454137 5954684786.818622 0.009582 0.013841 10000
0.099 0.514 1575.378800 8.413700 3779 4972 0 2589580373.537219 5977768000.232672 0.010043 0.015099 10000
0.099 0.518 1595.621300 9.110300 4010 5209 0 2702865844.001506 5986427470.866131 0.009917 0.014308 10000
0.102 0.502 1426.060400 6.059200 3047 4261 0 2174200174.588636 5721984591.340418 0.008940 0.013373 10000
0.102 0.506 1467.252700 6.626100 3250 4470 0 2288400909.182184 5802930881.873905 0.009239 0.013338 10000
0.102 0.510 1514.851400 7.275600 3465 4689 0 2412921159.243487 5936546192.324966 0.009496 0.014030 10000
0.102 0.514 1553.017300 7.920500 3673 4912 0 2500001024.574056 5926827815.310086 0.009887 0.014685 10000
0.102 0.518 1586.676700 8.528800 3898 5145 0 2659294594.802606 6036499267.592058 0.009967 0.014779 10000
0.102 0.522 1599.447100 9.329300 4107 5345 0 2788475142.458044 6204289357.147622 0.010180 0.014630 10000
0.105 0.506 1441.579700 6.143300 3159 4435 0 2203413292.358513 5676500225.615963 0.008908 0.012791 10000
0.105 0.510 1486.042800 6.815100 3346 4633 0 2332804043.850687 5797134241.238899 0.009522 0.014162 10000
0.105 0.514 1533.888600 7.441600 3579 4862 0 2468693688.338795 6012880749.876549 0.009787 0.014182 10000
0.105 0.518 1571.182600 8.119900 3792 5084 0 2569538552.799164 5997358550.571335 0.009881 0.014637 10000
0.105 0.522 1590.528200 8.782100 4013 5314 0 2715014275.698436 6073284318.971745 0.009903 0.014310 10000
0.105 0.526 1603.408900 9.524600 4217 5521 0 2836276196.014588 6204900417.564603 0.010220 0.014645 10000
0.108 0.502 1376.678300 5.344500 2859 4165 0 2022620522.227868 5475705887.584783 0.008680 0.013092 10000
0.108 0.506 1422.067500 5.851400 3057 4381 0 2138378771.164255 5552981175.040106 0.008980 0.013397 10000
0.108 0.510 1461.939500 6.428400 3259 4606 0 2270827838.720985 5787151737.401902 0.009135 0.012999 10000
0.108 0.514 1511.617900 7.040100 3468 4818 0 2397575150.943974 5848445795.375864 0.009562 0.014206 10000
0.108 0.518 1549.562400 7.626300 3682 5049 0 2453151670.088859 5784003294.532750 0.010510 0.015402 10000
0.108 0.522 1580.965500 8.277700 3907 5266 0 2640575472.810502 6069386745.035018 0.009820 0.014268 10000
0.111 0.506 1398.227400 5.489300 2966 4338 0 2096485758.029486 5607426161.233245 0.008757 0.012880 10000
0.111 0.510 1440.736700 6.010000 3170 4580 0 2174606468.828654 5617051282.799836 0.008347 0.011965 10000
0.111 0.514 1481.919800 6.575400 3341 4771 0 2316018942.953372 5786673262.417523 0.010004 0.015074 10000
0.111 0.518 1526.316300 7.291800 3583 5006 0 2410994247.462711 5781978757.383688 0.005551 0.008630 10000
0.111 0.522 1570.434000 7.860600 3800 5229 0 2516903047.950938 5856384389.079601 0.005405 0.008617 10000
0.111 0.526 1582.339800 8.494500 4008 5428 0 2674101402.410351 5984227483.733581 0.005455 0.008465 10000
0.114 0.502 1339.084000 4.779500 2697 4107 0 1900449924.561307 5384923787.023770 0.004605 0.007430 10000
0.114 0.506 1377.012800 5.164300 2875 4318 0 2045188549.121598 5584021136.517034 0.004952 0.008017 10000
0.114 0.510 1419.540700 5.653900 3070 4544 0 2128579145.633527 5567966392.222412 0.005336 0.008558 10000
0.114 0.514 1452.536000 6.189500 3259 4757 0 2242047402.365728 5697288320.595237 0.005328 0.008160 10000
0.114 0.518 1505.256100 6.783800 3467 4972 0 2395429275.921504 5948883436.617433 0.005522 0.008906 10000
0.114 0.522 1545.118000 7.475100 3690 5190 0 2425156874.127725 5743169792.011948 0.005582 0.008932 10000
0.117 0.506 1355.731400 4.852900 2787 4286 0 1961572892.814703 5395508978.662721 0.004939 0.007962 10000
0.117 0.510 1392.743300 5.282200 2971 4500 0 2048155060.417388 5420053103.131044 0.005439 0.008739 10000
0.117 0.514 1432.308800 5.785000 3177 4733 0 2149403488.945079 5534984050.714496 0.005111 0.007853 10000
0.117 0.518 1477.069800 6.415200 3366 4938 0 2297098012.743713 5750968757.310225 0.005755 0.008930 10000
0.117 0.522 1520.386400 7.039300 3584 5133 0 2409188142.961366 5800938349.289299 0.005377 0.008598 10000
0.117 0.526 1565.268000 7.636300 3811 5356 0 2503345145.384963 5854266620.269980 0.005815 0.009120 10000
0.120 0.502 1292.075300 4.222500 2538 4060 0 1757351966.999874 5104447364.365475 0.004532 0.007240 10000
0.120 0.506 1337.519600 4.617800 2715 4264 0 1863365632.840769 5217905395.104168 0.004943 0.007889 10000
0.120 0.510 1366.171900 4.986400 2890 4477 0 2016619368.437334 5418727586.669686 0.004701 0.007367 10000
0.120 0.514 1408.485800 5.452700 3076 4685 0 2123901975.187848 5588333542.401722 0.004926 0.007942 10000
0.120 0.518 1447.567700 6.006100 3270 4884 0 2203960248.651354 5593686247.226536 0.005342 0.008175 10000
0.120 0.522 1495.328500 6.608300 3474 5093 0 2343378086.528346 5719649254.148959 0.005892 0.009243 10000
0.123 0.506 1305.317500 4.350200 2614 4246 0 1792098659.896070 5065395649.604616 0.004723 0.007824 10000
0.123 0.510 1346.430200 4.748900 2809 4454 0 1949610005.455785 5364621551.115246 0.004542 0.007084 10000
0.123 0.514 1389.119800 5.174500 2988 4640 0 2046972940.784476 5446488612.994123 0.004849 0.007837 10000
