# mu sigma av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m  runtime_conv(s)  std_runtime_conv(s)  nsamples
0.015 0.340 2352.419500 181.367600 2914 2987 10000 31575025.111341 220664577.096437 0.021630 0.055001 10000
0.015 0.344 2644.896800 217.549300 3354 3428 10000 36407608.632969 247034977.201486 0.022831 0.054359 10000
0.015 0.348 2996.137400 258.139800 3853 3938 10000 47102683.072909 304341022.871227 0.026033 0.061090 10000
0.015 0.352 3314.488600 303.693400 4381 4478 10000 53257212.010853 313134063.838190 0.026757 0.055467 10000
0.015 0.356 3623.314700 354.464900 4920 5031 10000 63535313.435358 325709141.297744 0.030485 0.065281 10000
0.015 0.360 3922.544300 409.222800 5474 5589 10000 71557164.430686 347782833.663789 0.034814 0.077115 10000
0.015 0.364 4191.731600 466.760500 6046 6170 10000 78289202.727331 341739171.751811 0.036330 0.070397 10000
0.018 0.332 1729.358000 121.430200 2046 2101 10000 18622936.736029 158638348.521703 0.016251 0.038333 10000
0.018 0.336 2015.797000 146.740200 2407 2471 10000 24895277.848125 216640040.384755 0.019410 0.050485 10000
0.018 0.340 2367.424600 178.747000 2879 2953 10000 30093333.832359 220402790.006343 0.021018 0.054938 10000
0.018 0.344 2657.526900 213.601600 3312 3394 10000 33243860.876195 219401714.003879 0.022125 0.051146 10000
0.018 0.348 3017.242000 254.703700 3809 3898 10000 38105315.494702 251635325.239675 0.024987 0.058434 10000
0.018 0.352 3320.114600 298.348800 4298 4399 10000 47201252.344483 264868356.912347 0.028255 0.064196 10000
0.018 0.356 3644.519700 348.906000 4844 4957 10000 56461685.063429 298759512.725154 0.029320 0.059800 10000
0.018 0.360 3974.748700 404.555100 5422 5547 10000 65139845.916935 326663092.132504 0.033096 0.073579 10000
0.018 0.364 4237.065800 460.609400 5980 6111 10000 75088654.028286 328020811.140729 0.034624 0.065451 10000
0.021 0.336 2013.827100 144.418400 2371 2440 10000 21692607.090195 187596939.356006 0.018673 0.045615 10000
0.021 0.340 2373.516000 176.964300 2835 2912 10000 27941738.805377 227249594.714798 0.020199 0.050016 10000
0.021 0.344 2663.436100 210.224200 3264 3348 10000 32618600.886228 233890341.316975 0.033932 0.077857 10000
0.021 0.348 3017.004000 250.879100 3754 3850 10000 34530669.605975 234909202.128712 0.038245 0.088820 10000
0.021 0.352 3341.851800 292.974400 4233 4344 10000 44857515.459996 280701825.662849 0.043378 0.097450 10000
0.021 0.356 3674.919100 342.950300 4784 4899 10000 52355796.016013 294900582.168876 0.045801 0.097990 10000
0.021 0.360 4003.555000 398.567500 5350 5484 10000 65307641.183179 339733094.811952 0.050629 0.110213 10000
0.021 0.364 4280.332800 454.057000 5896 6033 10000 71436290.814598 321902582.275794 0.057381 0.113509 10000
0.021 0.368 4570.238600 518.375900 6482 6615 10000 82095218.098671 362813404.201127 0.063854 0.127625 10000
0.024 0.336 2014.081600 142.591600 2332 2403 10000 18193096.098263 164629012.099364 0.028618 0.073005 10000
0.024 0.340 2369.083200 174.665600 2786 2869 10000 22444178.274188 166747974.111526 0.028423 0.073742 10000
0.024 0.344 2673.963000 206.882100 3222 3311 10000 32508306.969530 226531690.460493 0.030293 0.073986 10000
0.024 0.348 3026.592200 247.004200 3719 3820 10000 32612958.507108 204781712.203503 0.031715 0.068192 10000
0.024 0.352 3342.419100 288.150000 4163 4277 10000 42544098.771028 291090963.155311 0.038132 0.083791 10000
0.024 0.356 3700.204200 338.002400 4723 4848 10000 48857834.544183 285671578.433839 0.039376 0.087509 10000
0.024 0.360 4040.734600 392.370800 5281 5421 10000 56682498.615911 306267402.551454 0.043225 0.094796 10000
0.024 0.364 4327.493700 448.370800 5820 5962 10000 67730624.479740 336948136.255810 0.047994 0.100463 10000
0.024 0.368 4615.903700 511.436000 6405 6542 10000 76279764.903082 332169472.820171 0.052271 0.107625 10000
0.027 0.336 2011.276300 140.856300 2310 2388 10000 17255896.234727 146097757.817900 0.024540 0.059854 10000
0.027 0.340 2367.837700 172.091700 2742 2835 10000 23887577.092709 210992057.223908 0.028285 0.077068 10000
0.027 0.344 2674.508200 203.422200 3162 3260 10000 30422767.058683 230841359.200450 0.031063 0.076973 10000
0.027 0.348 3035.727900 243.487000 3675 3784 10000 32639725.786064 211448852.114734 0.031788 0.073460 10000
0.027 0.352 3358.259700 284.241300 4121 4246 10000 37727628.094778 264962443.310188 0.036631 0.084618 10000
0.027 0.356 3720.334500 333.454000 4662 4800 10000 48353644.587523 292846692.600606 0.039607 0.089093 10000
0.027 0.360 4067.670200 386.395200 5222 5364 10000 53286720.009914 290916671.407748 0.041740 0.090735 10000
0.027 0.364 4368.928700 443.239000 5761 5912 10000 65815391.890732 334024222.057671 0.046045 0.094308 10000
0.027 0.368 4676.061000 504.900600 6339 6489 10000 69630330.113541 322017555.111348 0.051649 0.105635 10000
0.030 0.336 2012.360600 138.340000 2279 2364 10000 19580155.331762 191423976.414489 0.025518 0.068764 10000
0.030 0.340 2372.900900 170.076400 2718 2809 10000 18402355.149585 156587037.231387 0.025912 0.062558 10000
0.030 0.344 2674.258600 200.615700 3117 3217 10000 25488767.405531 205517498.692851 0.030007 0.070077 10000
0.030 0.348 3043.171000 240.255500 3622 3741 10000 29696954.781179 205429790.575958 0.032380 0.080332 10000
0.030 0.352 3370.165700 281.029700 4085 4215 10000 34723367.940476 240802731.366182 0.035152 0.079332 10000
0.030 0.356 3746.535000 328.704100 4601 4747 10000 40673427.772519 270009646.459477 0.040670 0.090172 10000
0.030 0.360 4096.168300 381.853700 5168 5324 10000 51989319.968261 307786588.397267 0.041266 0.091059 10000
0.030 0.364 4412.039000 436.929100 5692 5847 10000 57761348.170670 308815314.095524 0.035847 0.077748 10000
0.030 0.368 4711.889200 498.733900 6273 6432 10000 70097723.086418 341847275.967690 0.038215 0.076608 10000
0.033 0.336 2019.933100 136.635400 2256 2341 10000 18032102.046660 172504260.610248 0.017888 0.045987 10000
0.033 0.340 2362.639200 167.530100 2678 2776 10000 19049726.313835 177766574.066489 0.019057 0.049781 10000
0.033 0.344 2672.666100 198.434700 3082 3198 10000 24113116.930207 190758098.054131 0.020407 0.045735 10000
0.033 0.348 3042.873000 237.030700 3573 3695 10000 32699777.525046 251851972.998374 0.022789 0.053180 10000
0.033 0.352 3376.783900 278.646500 4045 4185 10000 32097060.416248 204611057.735531 0.025233 0.057257 10000
0.033 0.356 3734.756700 324.155400 4540 4698 10000 36186016.473380 233439469.610299 0.028146 0.058497 10000
0.033 0.360 4116.652100 377.187700 5110 5277 10000 47539522.185970 292877994.302747 0.030275 0.064814 10000
0.033 0.364 4447.780000 431.862900 5637 5804 10000 54033959.502601 295513778.661546 0.035428 0.076025 10000
0.033 0.368 4760.823500 492.772800 6213 6384 10000 65362035.792652 315372774.092166 0.036997 0.072684 10000
0.036 0.336 2019.396000 134.867900 2224 2314 10000 15494632.079689 146718990.670694 0.018122 0.049356 10000
0.036 0.340 2355.063600 165.298500 2651 2757 10000 18092523.514735 148125787.841753 0.017898 0.042878 10000
0.036 0.344 2664.205400 195.420100 3026 3151 10000 19511014.380961 160739702.637701 0.020900 0.048096 10000
0.036 0.348 3040.342900 233.660500 3516 3650 10000 29815655.092271 231734776.839151 0.022970 0.053805 10000
0.036 0.352 3391.010900 275.414900 4011 4169 10000 32610098.727065 219718262.011090 0.024079 0.051276 10000
0.036 0.356 3749.919400 320.137200 4497 4663 10000 32117693.064015 199647786.781504 0.028198 0.064789 10000
0.036 0.360 4138.308100 372.081700 5048 5225 10000 46448800.909059 286019448.121736 0.031209 0.070701 10000
0.036 0.364 4485.651300 427.464400 5595 5768 10000 51356476.920919 302059759.033081 0.034330 0.072678 10000
0.036 0.368 4818.355900 487.652900 6160 6340 10000 62550920.724599 337867082.416792 0.036985 0.074686 10000
0.039 0.336 2021.128400 133.721000 2204 2301 10000 16966471.191193 178610996.837781 0.017510 0.047856 10000
0.039 0.340 2350.439000 162.726400 2612 2726 10000 18436596.208376 178021833.450094 0.018158 0.046291 10000
0.039 0.344 2660.948900 192.591200 2989 3125 10000 19605291.037081 169105456.322428 0.020645 0.048448 10000
0.039 0.348 3041.988900 231.065000 3471 3614 10000 25204668.700478 204442249.775021 0.022860 0.055074 10000
0.039 0.352 3390.664300 271.515100 3952 4111 10000 29758104.462660 197621614.010469 0.025108 0.059083 10000
0.039 0.356 3765.937800 316.925000 4471 4645 10000 33461994.143028 226217005.177234 0.025939 0.055390 10000
0.039 0.360 4161.246200 368.012700 5001 5183 10000 38582371.722809 262080386.140948 0.030189 0.066447 10000
0.039 0.364 4512.920100 423.140900 5547 5738 10000 46879151.119402 269195574.857704 0.033455 0.071277 10000
0.039 0.368 4851.704900 481.988700 6098 6287 10000 55008746.811789 304914949.872150 0.036189 0.073400 10000
0.042 0.336 2017.014200 132.126500 2171 2276 10000 15497574.770832 174056542.116319 0.017574 0.048098 10000
0.042 0.340 2341.334100 160.912300 2577 2700 10000 16637204.906525 166842095.783657 0.017667 0.043782 10000
0.042 0.344 2650.913000 190.341500 2949 3099 10000 17740861.047362 160917687.305366 0.020673 0.050752 10000
0.042 0.348 3039.455400 228.091200 3433 3586 10000 23641753.353502 199952931.766910 0.021852 0.049992 10000
0.042 0.352 3402.038400 267.786900 3915 4086 10000 29607963.406173 210184830.421953 0.024526 0.058058 10000
0.042 0.356 3776.252800 312.942200 4433 4621 10000 32239106.633537 231492357.639698 0.025529 0.053949 10000
0.042 0.360 4163.501000 362.745000 4949 5142 10000 34552498.675366 233401115.987926 0.029408 0.063181 10000
0.042 0.364 4538.619200 418.493800 5500 5702 10000 45138420.967751 269065648.824638 0.033194 0.071637 10000
0.042 0.368 4877.143800 477.481300 6051 6255 10000 54860906.088865 324129503.664907 0.034219 0.065851 10000
0.045 0.336 2015.374600 130.935100 2146 2260 10000 12805732.166524 136204205.795054 0.017111 0.046795 10000
0.045 0.340 2333.615200 158.590300 2542 2677 10000 16400474.616490 157389553.555080 0.017816 0.045700 10000
0.045 0.344 2645.146300 187.284100 2917 3077 10000 18201995.498634 168701648.325047 0.020517 0.051128 10000
0.045 0.348 3044.165100 225.105100 3403 3564 10000 19339392.867169 159290552.212267 0.021377 0.049288 10000
0.045 0.352 3407.864800 264.540400 3864 4051 10000 27876769.983387 226576165.978207 0.024840 0.058154 10000
0.045 0.356 3785.554800 309.169200 4384 4579 10000 29578583.851203 203473654.279211 0.025925 0.056978 10000
0.045 0.360 4163.057600 358.549500 4902 5110 10000 32228818.857861 192936722.000093 0.029573 0.066017 10000
0.045 0.364 4559.353500 413.825600 5445 5658 10000 40770491.741237 249824648.930208 0.032786 0.070838 10000
0.045 0.368 4908.021200 472.093500 5995 6217 10000 46623111.299219 261694384.549829 0.034865 0.070989 10000
0.048 0.336 2008.900800 129.258800 2113 2240 10000 11029586.122055 120115079.399358 0.017277 0.048085 10000
0.048 0.340 2319.881800 155.866300 2499 2647 10000 16026542.948444 170698255.391046 0.017262 0.044835 10000
0.048 0.344 2638.980100 185.111500 2883 3054 10000 18261319.775870 184333873.855238 0.019347 0.048963 10000
0.048 0.348 3037.927700 221.869600 3356 3538 10000 18924809.510294 161835561.368062 0.021251 0.053146 10000
0.048 0.352 3405.246500 261.332900 3812 4007 10000 24209144.268051 204526683.306007 0.024234 0.058518 10000
0.048 0.356 3779.157500 304.817800 4328 4537 10000 28968046.552231 200492615.239440 0.025575 0.058582 10000
0.048 0.360 4178.644800 354.750400 4862 5082 10000 33318287.320221 218503828.797637 0.028263 0.061815 10000
0.048 0.364 4570.621700 409.426000 5402 5627 10000 33081982.403719 188339217.742102 0.030350 0.061221 10000
0.048 0.368 4940.813800 466.347900 5950 6180 10000 48091986.831645 291744432.771522 0.034516 0.073689 10000
0.051 0.336 1994.693300 127.510700 2081 2221 10000 11060793.095301 135809118.631904 0.016122 0.044898 10000
0.051 0.340 2313.967000 153.890000 2468 2628 10000 13764416.371820 146073177.632272 0.016744 0.042537 10000
0.051 0.344 2629.520900 182.605200 2855 3036 10000 14778319.205062 128082786.117157 0.018207 0.040446 10000
0.051 0.348 3031.196200 218.738100 3312 3507 10000 17273169.927620 162335666.576265 0.021522 0.054763 10000
0.051 0.352 3400.431300 258.218300 3781 3988 10000 23395286.020124 208743679.943948 0.022636 0.051077 10000
0.051 0.356 3780.287800 301.021900 4279 4501 10000 29622352.011553 223988552.114219 0.025146 0.057890 10000
0.051 0.360 4175.814600 349.869200 4800 5040 10000 33336380.025065 241180855.941235 0.029161 0.065891 10000
0.051 0.364 4586.925900 404.024700 5360 5595 10000 29743302.893430 173802430.303577 0.030652 0.067302 10000
0.051 0.368 4970.131700 461.609600 5906 6149 10000 42261732.553038 274063643.068165 0.033894 0.073133 10000
0.054 0.336 1986.619500 125.393500 2056 2205 10000 10158913.760610 142704803.608552 0.015837 0.043884 10000
0.054 0.340 2302.434000 151.844100 2436 2605 10000 12446677.009033 140111570.712033 0.016496 0.040896 10000
0.054 0.344 2618.827300 180.076900 2812 3012 10000 15895639.032998 161694642.857991 0.018972 0.047691 10000
0.054 0.348 3004.965200 215.239000 3260 3474 10000 17551129.926874 170458416.477843 0.021871 0.055549 10000
0.054 0.352 3400.310900 254.662200 3741 3963 10000 21370699.610649 191886946.892787 0.023063 0.054743 10000
0.054 0.356 3788.736800 297.319200 4237 4475 10000 23996839.921960 184147378.181842 0.024872 0.057475 10000
0.054 0.360 4174.952700 345.534000 4760 5013 10000 27951731.811162 178640032.667707 0.027440 0.056818 10000
0.054 0.364 4589.958800 398.982200 5311 5562 10000 33985799.365822 216839679.129817 0.031484 0.070086 10000
0.054 0.368 4993.328200 456.294700 5874 6128 10000 34035501.434298 202807237.341766 0.031775 0.064974 10000
0.057 0.336 1969.817500 123.263300 2027 2190 10000 9764537.525828 123198071.427206 0.015605 0.043777 10000
0.057 0.340 2291.557400 149.508100 2401 2587 10000 11332363.983143 131065365.957880 0.016537 0.042665 10000
0.057 0.344 2614.412600 177.720900 2786 2999 10000 15564583.963083 155583648.474749 0.018360 0.044401 10000
0.057 0.348 2999.848100 212.004400 3228 3454 10000 15224761.900392 147181842.590355 0.021579 0.055586 10000
0.057 0.352 3397.238500 251.585900 3700 3940 10000 19020693.452370 172692737.919194 0.023446 0.058794 10000
0.057 0.356 3782.088200 292.976500 4189 4439 10000 21216800.549867 157160397.073743 0.024776 0.056756 10000
0.057 0.360 4178.692000 341.316000 4715 4991 10000 29221631.595911 211620295.442201 0.027293 0.059976 10000
0.057 0.364 4596.103900 394.325400 5269 5544 10000 31873260.943856 210140346.363311 0.030386 0.064815 10000
0.057 0.368 4996.612600 450.820400 5822 6088 10000 36054313.190832 234958560.709562 0.031810 0.066805 10000
0.060 0.336 1961.267600 121.211300 2005 2179 10000 10196379.729438 153434804.852535 0.014932 0.039518 10000
0.060 0.340 2274.905700 147.321100 2363 2568 10000 11641231.325487 154081941.717441 0.016587 0.044702 10000
0.060 0.344 2609.677100 175.935000 2749 2979 10000 12272030.765821 142476193.569036 0.018117 0.044348 10000
0.060 0.348 2988.235100 209.648600 3201 3438 10000 14690573.838677 139315367.514341 0.019955 0.047305 10000
0.060 0.352 3381.291600 247.950400 3652 3910 10000 14815167.198835 121109095.579342 0.023145 0.058018 10000
0.060 0.356 3782.141600 289.636200 4151 4418 10000 19418682.687455 153040425.717391 0.024171 0.055810 10000
0.060 0.360 4179.302600 336.041200 4669 4963 10000 28179537.238691 211945759.328224 0.026544 0.055836 10000
0.060 0.364 4594.895000 389.672600 5214 5507 10000 31688593.116021 226965222.620370 0.030270 0.065773 10000
0.060 0.368 4994.438900 444.681300 5769 6048 10000 34593887.854569 215698622.012309 0.031531 0.064019 10000
0.063 0.336 1939.779600 119.259600 1963 2149 10000 7215807.844850 96962361.571060 0.015407 0.042664 10000
0.063 0.340 2261.410700 145.417100 2339 2558 10000 9643091.250952 112398242.005943 0.015868 0.039577 10000
0.063 0.344 2584.894600 173.174200 2708 2947 10000 12449352.409162 144748852.836083 0.018043 0.043375 10000
0.063 0.348 2971.823600 207.131600 3164 3414 10000 15018207.833678 148290155.827817 0.019509 0.046315 10000
0.063 0.352 3372.907800 244.409400 3621 3896 10000 15494287.305104 152141827.145475 0.022463 0.056539 10000
0.063 0.356 3774.505600 285.509300 4108 4394 10000 18447741.558198 157455293.999802 0.024399 0.055602 10000
0.063 0.360 4178.767300 331.134000 4616 4926 10000 23953147.972151 190885361.601066 0.027169 0.060229 10000
0.063 0.364 4602.887100 385.081400 5177 5490 10000 30171134.886985 233751207.417591 0.029792 0.066451 10000
0.063 0.368 5006.649500 439.383800 5715 6015 10000 31509760.782007 206186235.775932 0.033537 0.076096 10000
0.066 0.336 1926.845700 117.634800 1936 2141 10000 5761214.153204 86079335.152565 0.015486 0.042624 10000
0.066 0.340 2243.223400 143.001300 2300 2535 10000 11332210.499297 156768085.487157 0.016424 0.044454 10000
0.066 0.344 2580.041500 170.791300 2678 2925 10000 12609095.801663 158933462.190905 0.018659 0.048501 10000
0.066 0.348 2965.330300 204.737000 3126 3403 10000 14015926.022086 138897489.996227 0.020378 0.051705 10000
0.066 0.352 3359.418100 240.759200 3586 3886 10000 15899356.516832 157239168.975934 0.022158 0.054576 10000
0.066 0.356 3760.522900 281.611100 4066 4374 10000 18736784.394305 174903695.572502 0.023858 0.053988 10000
0.066 0.360 4185.713600 326.750600 4573 4897 10000 23009015.187367 194808690.731705 0.027997 0.064875 10000
0.066 0.364 4605.372100 380.175600 5131 5458 10000 27293318.669469 199716411.725366 0.029479 0.064710 10000
0.066 0.368 5017.566700 434.573100 5674 5987 10000 31063668.171637 220808301.731554 0.033236 0.075751 10000
0.069 0.340 2235.530400 140.949600 2273 2517 10000 8186401.365930 129635423.725318 0.016437 0.044836 10000
0.069 0.344 2561.299400 168.247500 2641 2904 10000 9738940.158549 118882298.518576 0.018410 0.046680 10000
0.069 0.348 2952.224100 201.762700 3082 3373 10000 12071402.293543 133019035.251814 0.020816 0.055292 10000
0.069 0.352 3339.552900 236.980500 3546 3860 10000 15483954.844857 160034719.987647 0.021581 0.051073 10000
0.069 0.356 3755.757700 277.970000 4030 4358 10000 18363273.626049 182026117.963628 0.024023 0.055493 10000
0.069 0.360 4169.949400 322.549000 4523 4870 10000 19215467.684558 151219664.318441 0.027546 0.062124 10000
0.069 0.364 4601.632300 375.769800 5077 5432 10000 24929743.744908 179653917.177934 0.029703 0.067170 10000
0.069 0.368 5016.966700 429.088200 5632 5979 10000 31159911.830414 228275027.231448 0.032302 0.070637 10000
0.069 0.372 5387.281600 484.471300 6152 6509 10000 33332046.431135 215345021.901854 0.034284 0.070679 10000
0.072 0.340 2214.636300 138.924800 2242 2503 10000 8793828.604741 138121444.889260 0.015769 0.039830 10000
0.072 0.344 2533.483200 165.325900 2604 2887 10000 10078109.436067 116896936.280335 0.017789 0.043518 10000
0.072 0.348 2930.078600 198.330500 3048 3358 10000 10933696.447858 114082416.101567 0.019490 0.048769 10000
0.072 0.352 3316.404100 233.317600 3492 3827 10000 13996147.432654 148241883.924770 0.021700 0.054102 10000
0.072 0.356 3744.244100 273.837200 3989 4345 10000 16123326.130847 149941279.360401 0.024124 0.058922 10000
0.072 0.360 4170.338100 318.113200 4493 4868 10000 17444722.927171 167270237.354951 0.026124 0.056953 10000
0.072 0.364 4600.750400 370.090600 5038 5415 10000 24972394.281328 197067077.512423 0.028123 0.061849 10000
0.072 0.368 5020.563900 423.441600 5584 5967 10000 29378460.242191 205245755.378392 0.031941 0.071815 10000
0.072 0.372 5383.350000 477.250500 6090 6475 10000 35370123.161574 248237970.544855 0.034360 0.071658 10000
0.075 0.340 2195.747600 136.403400 2210 2487 10000 6136840.198027 90772531.999465 0.015517 0.039681 10000
0.075 0.344 2522.551000 162.811700 2573 2872 10000 9658727.450924 156151896.501948 0.017451 0.043116 10000
0.075 0.348 2916.631300 195.391200 3009 3344 10000 11419387.953025 149426145.276692 0.019775 0.051266 10000
0.075 0.352 3303.026500 229.728600 3456 3826 10000 14682325.796336 160076235.898508 0.021952 0.058853 10000
0.075 0.356 3723.144200 270.063500 3942 4322 10000 14809600.718180 150271964.969212 0.023688 0.056681 10000
0.075 0.360 4165.826900 314.398500 4466 4863 10000 17693582.313239 168984247.058890 0.028209 0.062506 10000
0.075 0.364 4599.848000 363.964700 4991 5403 10000 24039285.645710 215285014.153192 0.031065 0.069392 10000
0.075 0.368 5008.154100 416.729400 5518 5924 10000 23792660.693546 158992922.890258 0.035433 0.079539 10000
0.075 0.372 5388.518000 471.504300 6037 6445 10000 29717457.404630 209976407.248308 0.038275 0.083681 10000
0.078 0.340 2176.167800 134.219300 2184 2472 10000 7724134.065511 128232189.931802 0.017355 0.043742 10000
0.078 0.344 2505.927200 160.179800 2543 2869 10000 9283991.460734 119474340.978755 0.020070 0.049496 10000
0.078 0.348 2886.902800 192.196800 2957 3318 10000 8840864.434259 96998197.846610 0.023127 0.059937 10000
0.078 0.352 3285.654100 226.617800 3422 3823 10000 12788663.830060 149196330.443575 0.023498 0.056348 10000
0.078 0.356 3706.957400 265.844800 3905 4310 10000 14905044.621447 156245101.265074 0.026056 0.060793 10000
0.078 0.360 4148.472700 310.102300 4419 4847 10000 16794654.914933 157475984.896970 0.028617 0.066554 10000
0.078 0.364 4576.098800 358.971500 4929 5378 10000 22025621.687815 207199551.271234 0.031045 0.067171 10000
0.078 0.368 5004.101400 410.659900 5479 5919 10000 27566987.377315 220066654.532063 0.033976 0.073792 10000
0.078 0.372 5388.540300 465.207700 5997 6440 10000 30185305.851123 220360118.709784 0.036740 0.078856 10000
0.081 0.340 2154.800800 131.619500 2148 2461 10000 4568177.558770 67979037.695606 0.017371 0.045501 10000
0.081 0.344 2492.451300 158.251800 2509 2866 10000 7676917.281896 110160452.858696 0.020353 0.053129 10000
0.081 0.348 2871.486000 189.705100 2939 3327 10000 9210298.133362 111461526.480690 0.021379 0.050696 10000
0.081 0.352 3262.842000 223.138300 3384 3815 10000 13083180.710287 148931362.639599 0.022878 0.052579 10000
0.081 0.356 3689.965000 261.610400 3865 4294 10000 12463172.508962 127740876.632849 0.025875 0.061802 10000
0.081 0.360 4133.633700 304.608800 4378 4834 10000 16270755.084856 169802925.711716 0.027955 0.063843 10000
0.081 0.364 4563.465600 353.915300 4890 5373 10000 16845062.533671 147910997.137443 0.029895 0.064149 10000
0.081 0.368 4996.797000 403.488800 5421 5897 10000 24356221.391584 197911639.510934 0.034791 0.077160 10000
0.081 0.372 5391.375000 459.186100 5959 6433 10000 28052984.082417 211948538.786661 0.034467 0.071087 10000
