-0.330	0.036	0.040
-0.320	0.096	0.100
-0.310	0.128	0.132
-0.300	0.147	0.157
-0.250	0.229	0.239
-0.200	0.282	0.292
-0.150	0.334	0.344
-0.100	0.377	0.387
-0.050	0.419	0.429
0.000	0.466	0.470
0.003	0.466	0.470
0.006	0.470	0.474
0.009	0.470	0.474
0.012	0.474	0.478
0.015	0.474	0.478
0.018	0.478	0.482
0.021	0.478	0.482
0.024	0.482	0.486
0.027	0.486	0.490
0.030	0.486	0.490
0.033	0.490	0.494
0.036	0.490	0.494
0.039	0.494	0.498
0.042	0.496	0.500
0.045	0.498	0.502
0.048	0.500	0.504
0.051	0.502	0.506
0.054	0.502	0.506
0.057	0.507	0.511
0.060	0.510	0.514
0.063	0.511	0.515
0.066	0.514	0.518
0.069	0.515	0.519
0.072	0.517	0.521
0.075	0.518	0.522
0.078	0.521	0.525
0.081	0.522	0.526
0.084	0.525	0.529
0.087	0.527	0.531
0.090	0.530	0.534
0.093	0.530	0.534
0.096	0.534	0.538
0.099	0.535	0.539
0.102	0.537	0.541
0.105	0.539	0.543
0.108	0.541	0.545
0.111	0.543	0.547
0.114	0.545	0.549
0.117	0.546	0.550
0.120	0.550	0.554
0.123	0.551	0.555
0.126	0.554	0.558
0.129	0.554	0.558
0.132	0.558	0.562
0.135	0.558	0.562
0.138	0.562	0.566
0.141	0.562	0.566
0.144	0.566	0.570
0.147	0.566	0.570
0.150	0.570	0.574
0.153	0.570	0.574
0.156	0.574	0.578
0.159	0.574	0.578
0.162	0.578	0.582
0.165	0.578	0.582
0.168	0.582	0.586
0.171	0.582	0.586
0.174	0.586	0.590
0.177	0.586	0.590
0.180	0.590	0.594
0.183	0.590	0.594
0.186	0.594	0.598
0.189	0.594	0.598
0.192	0.598	0.602
0.195	0.598	0.602
0.198	0.602	0.606
0.201	0.602	0.606
0.204	0.606	0.610
0.207	0.608	0.612
0.210	0.610	0.614
0.213	0.610	0.614
0.216	0.614	0.618
0.219	0.616	0.620
0.222	0.615	0.619
0.225	0.617	0.621
0.228	0.619	0.623
0.231	0.621	0.625
0.234	0.623	0.627
0.237	0.625	0.629
0.240	0.627	0.631
0.243	0.629	0.633
0.246	0.631	0.635
0.249	0.633	0.637
0.252	0.635	0.639
0.255	0.637	0.641
0.258	0.639	0.643
0.261	0.641	0.645
0.264	0.643	0.647
0.267	0.645	0.649
0.270	0.647	0.651
0.273	0.645	0.649
0.276	0.647	0.651
0.279	0.649	0.653
0.282	0.651	0.655
0.285	0.653	0.657
0.288	0.655	0.659
0.291	0.657	0.661
0.294	0.659	0.663
0.297	0.661	0.665
0.300	0.663	0.667
0.303	0.666	0.670
0.306	0.668	0.672
0.309	0.670	0.674
0.312	0.672	0.676
0.315	0.674	0.678
0.318	0.676	0.680
0.321	0.678	0.682
0.324	0.676	0.680
0.327	0.678	0.682
0.330	0.680	0.684
0.333	0.682	0.686
0.336	0.684	0.688
0.339	0.686	0.690
0.342	0.688	0.692
0.345	0.690	0.694
0.348	0.692	0.696
0.351	0.694	0.698
