# mu sigma av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m  runtime_conv(s)  std_runtime_conv(s)  nsamples
0.000 0.316 1623.971900 142.133300 2101 2127 10000 16228371.571232 128340130.722330 0.037498 0.086009 10000
0.000 0.320 1934.060800 179.006000 2538 2575 10000 18093019.045458 128571347.808170 0.044507 0.108939 10000
0.000 0.324 2257.897300 223.313100 3050 3099 10000 23469274.138915 145532418.731903 0.048658 0.115563 10000
0.000 0.328 2574.382000 275.841800 3562 3617 10000 27317810.819196 159009761.821071 0.053731 0.122288 10000
0.000 0.332 2927.233700 337.937800 4148 4202 10000 32021895.701557 164937723.572061 0.060196 0.133465 10000
0.000 0.336 3260.933900 410.723000 4767 4826 10000 38034303.421288 178515980.670898 0.069255 0.145770 10000
0.000 0.340 3645.504700 498.939000 5467 5538 10000 41526773.247397 189734831.833012 0.072325 0.150616 10000
0.000 0.344 3940.096200 594.325900 6086 6164 10000 46000821.792138 187737174.468118 0.081977 0.157817 10000
0.000 0.348 4173.868000 704.534900 6722 6789 10000 53862666.618708 204490494.504614 0.091993 0.174073 10000
0.003 0.316 1612.187100 138.374900 2042 2069 10000 13325594.801183 100089708.020384 0.035390 0.082107 10000
0.003 0.320 1932.789000 173.147000 2483 2523 10000 17178048.801073 124398152.975407 0.042285 0.106171 10000
0.003 0.324 2270.002800 216.890900 2985 3035 10000 21888149.144679 142530795.501292 0.045837 0.106685 10000
0.003 0.328 2590.377500 268.425900 3494 3550 10000 25522724.913463 145946137.386629 0.053747 0.128779 10000
0.003 0.332 2944.281600 328.565000 4072 4127 10000 30696700.179462 163883619.578121 0.057344 0.120942 10000
0.003 0.336 3306.240400 398.874600 4687 4757 10000 35299442.910341 169820711.227046 0.071574 0.159200 10000
0.003 0.340 3688.805400 485.101600 5383 5459 10000 39937442.578636 186149840.950861 0.072368 0.152048 10000
0.003 0.344 3992.563700 578.626300 6003 6082 10000 44874969.899149 197004476.721270 0.080646 0.154054 10000
0.003 0.348 4260.954100 687.631400 6661 6735 10000 50391530.843136 189438787.470332 0.085180 0.153706 10000
0.006 0.316 1611.299000 134.451400 1996 2025 10000 13051216.672227 104481351.155411 0.035063 0.086811 10000
0.006 0.320 1940.639400 168.894000 2437 2478 10000 14854783.426380 98371277.202744 0.042215 0.110043 10000
0.006 0.324 2278.605400 211.817000 2923 2971 10000 20232091.259011 144479296.208493 0.045366 0.105888 10000
0.006 0.328 2617.419800 261.844900 3451 3508 10000 23994753.942424 149920762.362435 0.050390 0.116261 10000
0.006 0.332 2968.099800 320.662700 3991 4056 10000 27435644.723706 158250185.447501 0.071386 0.161467 10000
0.006 0.336 3344.235700 389.218500 4620 4695 10000 35136184.294525 178751078.861593 0.080529 0.173078 10000
0.006 0.340 3727.390900 472.720000 5315 5397 10000 39591263.701272 187332175.925262 0.080862 0.160225 10000
0.006 0.344 4062.721000 565.251100 5947 6035 10000 40979012.475845 180294927.563340 0.089408 0.169460 10000
0.006 0.348 4348.466600 671.579200 6580 6660 10000 48846428.278734 202450273.599575 0.101110 0.193277 10000
0.009 0.316 1611.634400 131.335000 1954 1992 10000 12722240.161694 102755971.750534 0.041566 0.103204 10000
0.009 0.320 1940.813000 164.651000 2383 2428 10000 13955170.738380 109175210.154641 0.050440 0.125402 10000
0.009 0.324 2281.358900 207.176800 2871 2924 10000 15989023.433364 107514990.609670 0.053074 0.119066 10000
0.009 0.328 2632.962200 256.212100 3392 3454 10000 22828057.326261 143526599.412882 0.059119 0.132919 10000
0.009 0.332 2980.484200 313.576100 3940 4011 10000 23727167.872296 128272983.709687 0.064944 0.136909 10000
0.009 0.336 3369.032100 380.343900 4537 4619 10000 29584726.465254 153233818.899048 0.078599 0.163031 10000
0.009 0.340 3765.987400 462.242100 5230 5316 10000 34792524.148505 169332703.257976 0.082361 0.166782 10000
0.009 0.344 4115.955200 553.245400 5880 5971 10000 39898738.877731 192131792.357653 0.088174 0.178620 10000
0.009 0.348 4415.585200 657.334200 6501 6591 10000 45836778.160111 203438676.581124 0.096778 0.181761 10000
0.012 0.316 1613.846400 128.380900 1912 1950 10000 10251095.530702 86548530.219417 0.041889 0.106070 10000
0.012 0.320 1930.026000 160.456800 2334 2381 10000 14381324.608798 118832764.180923 0.048983 0.119350 10000
0.012 0.324 2294.457600 202.592500 2834 2889 10000 16794815.025123 122718017.493528 0.051590 0.120708 10000
0.012 0.328 2646.830700 250.210500 3328 3394 10000 20239144.603615 133179787.213267 0.060881 0.141133 10000
0.012 0.332 3002.925800 306.465000 3881 3953 10000 24774689.894401 150113327.807357 0.064676 0.142435 10000
0.012 0.336 3395.389300 372.861300 4466 4553 10000 28048849.327934 151744570.692712 0.075999 0.156911 10000
0.012 0.340 3817.116800 452.335700 5161 5254 10000 35585742.860074 178406600.755481 0.083721 0.183882 10000
0.012 0.344 4150.285100 541.709900 5797 5894 10000 37977452.626378 172957684.821310 0.089258 0.174154 10000
0.012 0.348 4487.077500 644.414500 6440 6534 10000 41853278.324854 188851641.230769 0.093711 0.170951 10000
0.015 0.316 1610.262600 125.648800 1880 1922 10000 10576644.084623 95648678.277704 0.032578 0.080807 10000
0.015 0.320 1930.292900 157.408600 2293 2343 10000 12981398.667109 106179358.805102 0.038379 0.094544 10000
0.015 0.324 2296.841200 199.319500 2788 2845 10000 15260371.404995 108893745.634215 0.040956 0.092239 10000
0.015 0.328 2652.882700 244.795600 3275 3348 10000 17050157.225767 112216105.690910 0.047617 0.109040 10000
0.015 0.332 3014.511100 300.592000 3819 3897 10000 22849533.622266 143512406.475320 0.050979 0.106328 10000
0.015 0.336 3410.409100 365.105400 4398 4489 10000 24850118.591565 136782845.581897 0.064773 0.137388 10000
0.015 0.340 3852.150400 443.769300 5084 5188 10000 31737397.234895 165601945.620227 0.070265 0.150603 10000
0.015 0.344 4196.999000 530.985000 5728 5839 10000 36553556.964918 175071421.481049 0.075791 0.148396 10000
0.015 0.348 4535.218100 631.353300 6370 6476 10000 39088205.846842 171094236.207240 0.082393 0.164094 10000
0.018 0.316 1615.052800 122.805200 1849 1893 10000 10593577.082151 99933963.581918 0.033900 0.087742 10000
0.018 0.320 1930.677900 154.689400 2249 2304 10000 12743219.352356 112942815.661221 0.039200 0.094225 10000
0.018 0.324 2297.749900 196.019400 2730 2795 10000 13561329.610479 105061519.069798 0.043053 0.104064 10000
0.018 0.328 2651.846700 240.424400 3219 3297 10000 16429316.184185 117434668.548079 0.047668 0.108446 10000
0.018 0.332 3028.363200 294.924100 3757 3840 10000 20721556.173521 134659878.201325 0.052161 0.112003 10000
0.018 0.336 3424.454300 358.635300 4336 4433 10000 25258791.364351 153815779.789501 0.063201 0.132863 10000
0.018 0.340 3863.762300 435.640300 5001 5111 10000 28733681.024170 149798021.734931 0.069818 0.144039 10000
0.018 0.344 4243.448800 520.492000 5656 5780 10000 35376092.774816 172866054.736867 0.077269 0.158152 10000
0.018 0.348 4600.626700 618.935500 6314 6432 10000 37205664.740296 164709165.505936 0.082518 0.167168 10000
0.021 0.316 1610.748800 120.168900 1815 1863 10000 8649170.222216 80611117.297881 0.032483 0.075768 10000
0.021 0.320 1929.340600 151.602500 2211 2269 10000 10050777.387206 86144887.126208 0.038618 0.094820 10000
0.021 0.324 2292.356700 191.058600 2683 2753 10000 12223987.541078 93121377.449342 0.043060 0.105663 10000
0.021 0.328 2653.567700 235.139300 3171 3257 10000 13973507.616333 96668416.536187 0.046449 0.101735 10000
0.021 0.332 3040.125200 288.808700 3696 3790 10000 18975725.147650 129436115.371559 0.052541 0.119018 10000
0.021 0.336 3441.987500 351.594100 4269 4374 10000 22996830.868694 140911477.874804 0.062475 0.130754 10000
0.021 0.340 3892.781200 427.852600 4942 5059 10000 25574095.518562 135064167.826164 0.068257 0.141760 10000
