-0.330	0.052	0.056
-0.320	0.096	0.100
-0.310	0.120	0.124
-0.300	0.133	0.143
-0.250	0.201	0.211
-0.200	0.249	0.259
-0.150	0.297	0.307
-0.100	0.335	0.345
-0.050	0.363	0.373
0.000	0.406	0.408
0.003	0.408	0.412
0.006	0.404	0.406
0.009	0.408	0.412
0.012	0.413	0.416
0.015	0.416	0.419
0.018	0.416	0.417
0.021	0.419	0.420
0.024	0.424	0.428
0.027	0.426	0.430
0.030	0.420	0.424
0.033	0.425	0.429
0.036	0.428	0.431
0.039	0.433	0.436
0.042	0.432	0.435
0.045	0.432	0.436
0.048	0.440	0.442
0.051	0.436	0.440
0.054	0.438	0.440
0.057	0.443	0.447
0.060	0.441	0.445
0.063	0.447	0.451
0.066	0.445	0.449
0.069	0.442	0.446
0.072	0.448	0.448
0.075	0.450	0.454
0.078	0.448	0.452
0.081	0.457	0.460
0.084	0.455	0.459
0.087	0.461	0.465
0.090	0.463	0.467
0.093	0.464	0.468
0.096	0.462	0.466
0.099	0.468	0.472
0.102	0.466	0.470
0.105	0.467	0.471
0.108	0.469	0.473
0.111	0.475	0.479
0.114	0.473	0.477
0.117	0.478	0.480
0.120	0.476	0.480
0.123	0.480	0.486
0.126	0.480	0.484
0.129	0.485	0.489
0.132	0.487	0.491
0.135	0.485	0.489
0.138	0.487	0.491
0.141	0.488	0.492
0.144	0.494	0.498
0.147	0.488	0.492
0.150	0.494	0.498
0.153	0.495	0.499
0.156	0.498	0.501
0.159	0.500	0.503
0.162	0.501	0.502
0.165	0.502	0.506
0.168	0.506	0.508
0.171	0.510	0.514
0.174	0.510	0.512
0.177	0.514	0.517
0.180	0.515	0.519
0.183	0.514	0.517
0.186	0.514	0.518
0.189	0.514	0.516
0.192	0.518	0.522
0.195	0.520	0.524
0.198	0.517	0.521
0.201	0.523	0.527
0.204	0.525	0.529
0.207	0.527	0.531
0.210	0.528	0.532
0.213	0.530	0.534
0.216	0.532	0.536
0.219	0.534	0.538
0.222	0.535	0.539
0.225	0.537	0.541
0.228	0.539	0.543
0.231	0.537	0.541
0.234	0.542	0.546
0.237	0.544	0.548
0.240	0.546	0.550
0.243	0.544	0.548
0.246	0.549	0.553
0.249	0.547	0.551
0.252	0.553	0.557
0.255	0.555	0.559
0.258	0.552	0.556
0.261	0.562	0.566
0.264	0.560	0.564
0.267	0.558	0.562
0.270	0.559	0.563
0.273	0.561	0.565
0.276	0.563	0.567
0.279	0.561	0.565
0.282	0.566	0.570
0.285	0.568	0.572
0.288	0.570	0.574
0.291	0.572	0.576
0.294	0.569	0.573
0.297	0.575	0.579
0.300	0.577	0.581
0.303	0.579	0.583
0.306	0.580	0.584
0.309	0.578	0.582
0.312	0.584	0.588
0.315	0.582	0.586
0.318	0.583	0.587
0.321	0.589	0.593
0.324	0.587	0.591
0.327	0.588	0.592
0.330	0.594	0.598
0.333	0.596	0.600
0.336	0.594	0.598
0.339	0.595	0.599
0.342	0.597	0.601
0.345	0.599	0.603
0.348	0.601	0.605
0.351	0.598	0.602
