-0.330	0.052	0.064
-0.320	0.092	0.104
-0.310	0.104	0.116
-0.300	0.121	0.131
-0.250	0.176	0.186
-0.200	0.220	0.240
-0.150	0.265	0.275
-0.100	0.300	0.310
-0.050	0.324	0.334
0.000	0.364	0.368
0.003	0.364	0.368
0.006	0.368	0.372
0.009	0.368	0.372
0.012	0.368	0.372
0.015	0.368	0.372
0.018	0.372	0.376
0.021	0.372	0.376
0.024	0.372	0.376
0.027	0.376	0.380
0.030	0.380	0.384
0.033	0.376	0.380
0.036	0.380	0.384
0.039	0.384	0.388
0.042	0.384	0.388
0.045	0.388	0.392
0.048	0.392	0.396
0.051	0.396	0.400
0.054	0.392	0.396
0.057	0.396	0.400
0.060	0.396	0.400
0.063	0.400	0.404
0.066	0.400	0.404
0.069	0.400	0.404
0.072	0.404	0.408
0.075	0.404	0.408
0.078	0.404	0.408
0.081	0.404	0.408
0.084	0.412	0.416
0.087	0.412	0.416
0.090	0.412	0.416
0.093	0.416	0.420
0.096	0.416	0.420
0.099	0.416	0.420
0.102	0.420	0.424
0.105	0.420	0.424
0.108	0.420	0.424
0.111	0.424	0.428
0.114	0.428	0.432
0.117	0.428	0.432
0.120	0.424	0.428
0.123	0.427	0.431
0.126	0.432	0.436
0.129	0.432	0.436
0.132	0.432	0.436
0.135	0.436	0.440
0.138	0.436	0.440
0.141	0.440	0.444
0.144	0.440	0.444
0.147	0.440	0.444
0.150	0.440	0.444
0.153	0.444	0.448
0.156	0.444	0.448
0.159	0.444	0.448
0.162	0.448	0.452
0.165	0.452	0.456
0.168	0.452	0.456
0.171	0.456	0.460
0.174	0.456	0.460
0.177	0.456	0.460
0.180	0.456	0.460
0.183	0.460	0.464
0.186	0.456	0.460
0.189	0.464	0.468
0.192	0.464	0.468
0.195	0.464	0.468
0.198	0.468	0.472
0.201	0.468	0.472
0.204	0.468	0.472
0.207	0.472	0.476
0.210	0.471	0.475
0.213	0.476	0.480
0.216	0.474	0.478
0.219	0.475	0.479
0.222	0.477	0.481
0.225	0.483	0.487
0.228	0.480	0.484
0.231	0.481	0.485
0.234	0.483	0.487
0.237	0.484	0.488
0.240	0.486	0.490
0.243	0.487	0.491
0.246	0.489	0.493
0.249	0.490	0.494
0.252	0.492	0.496
0.255	0.493	0.497
0.258	0.495	0.499
0.261	0.492	0.496
0.264	0.498	0.502
0.267	0.499	0.503
0.270	0.497	0.501
0.273	0.502	0.506
0.276	0.500	0.504
0.279	0.505	0.509
0.282	0.507	0.511
0.285	0.505	0.509
0.288	0.510	0.514
0.291	0.512	0.516
0.294	0.509	0.513
0.297	0.515	0.519
0.300	0.512	0.516
0.303	0.518	0.522
0.306	0.519	0.523
0.309	0.517	0.521
0.312	0.518	0.522
0.315	0.520	0.524
0.318	0.521	0.525
0.321	0.523	0.527
0.324	0.524	0.528
0.327	0.526	0.530
0.330	0.527	0.531
0.333	0.526	0.530
0.336	0.530	0.534
0.339	0.532	0.536
0.342	0.533	0.537
0.345	0.531	0.535
0.348	0.536	0.540
0.351	0.538	0.542
