# N c mu sigma av_time av_div error_av_div samples_div nsamples prob_div error_prob av_m error_av_m
8192 5328 700 0 10000.000000 8142.255800 0.090571 10000 10000 1.000000 0.000000 0.014121 0.000011
8192 5328 700 150 10000.000000 8131.188300 0.112313 10000 10000 1.000000 0.000000 0.014752 0.000012
8192 5382 700 0 10000.000000 8145.329200 0.088464 10000 10000 1.000000 0.000000 0.013411 0.000011
8192 5382 700 150 10000.000000 8134.843600 0.110076 10000 10000 1.000000 0.000000 0.014004 0.000012
8192 5437 700 0 10000.000000 8148.202000 0.085025 10000 10000 1.000000 0.000000 0.012719 0.000011
8192 5437 700 150 10000.000000 8138.455000 0.105464 10000 10000 1.000000 0.000000 0.013268 0.000012
8192 5491 700 0 10000.000000 8150.759900 0.081293 10000 10000 1.000000 0.000000 0.012086 0.000010
8192 5491 700 150 10000.000000 8141.448200 0.100860 10000 10000 1.000000 0.000000 0.012602 0.000011
8192 5545 700 0 10000.000000 8153.292400 0.077759 10000 10000 1.000000 0.000000 0.011470 0.000010
8192 5545 700 150 10000.000000 8144.487100 0.097508 10000 10000 1.000000 0.000000 0.011955 0.000011
8192 5600 700 0 10000.000000 8155.786600 0.075056 10000 10000 1.000000 0.000000 0.010880 0.000010
8192 5600 700 150 10000.000000 8147.531800 0.094267 10000 10000 1.000000 0.000000 0.011333 0.000011
8192 5654 700 0 10000.000000 8157.990200 0.072345 10000 10000 1.000000 0.000000 0.010324 0.000010
8192 5654 700 150 10000.000000 8150.193100 0.090551 10000 10000 1.000000 0.000000 0.010749 0.000010
8192 5708 700 0 10000.000000 8160.040100 0.070147 10000 10000 1.000000 0.000000 0.009799 0.000009
8192 5708 700 150 10000.000000 8152.808800 0.087764 10000 10000 1.000000 0.000000 0.010196 0.000010
8192 5763 700 0 10000.000000 8162.013400 0.066466 10000 10000 1.000000 0.000000 0.009297 0.000009
8192 5763 700 150 10000.000000 8155.135300 0.083293 10000 10000 1.000000 0.000000 0.009668 0.000009
8192 5817 700 0 10000.000000 8163.784500 0.064042 10000 10000 1.000000 0.000000 0.008835 0.000009
8192 5817 700 150 10000.000000 8157.332100 0.080564 10000 10000 1.000000 0.000000 0.009187 0.000009
8192 5871 700 0 10000.000000 8165.409200 0.062067 10000 10000 1.000000 0.000000 0.008398 0.000008
8192 5871 700 150 10000.000000 8159.282200 0.078686 10000 10000 1.000000 0.000000 0.008726 0.000009
8192 5926 700 0 10000.000000 8166.944100 0.059681 10000 10000 1.000000 0.000000 0.007989 0.000008
8192 5926 700 150 10000.000000 8161.186900 0.075040 10000 10000 1.000000 0.000000 0.008299 0.000009
8192 5980 700 0 10000.000000 8168.427100 0.057191 10000 10000 1.000000 0.000000 0.007587 0.000008
8192 5980 700 150 10000.000000 8162.949300 0.072920 10000 10000 1.000000 0.000000 0.007875 0.000008
8192 6035 700 0 10000.000000 8169.829400 0.054834 10000 10000 1.000000 0.000000 0.007197 0.000008
8192 6035 700 150 10000.000000 8164.749800 0.069399 10000 10000 1.000000 0.000000 0.007464 0.000008
8192 6089 700 0 10000.000000 8171.138000 0.053324 10000 10000 1.000000 0.000000 0.006841 0.000007
8192 6089 700 150 10000.000000 8166.267800 0.068279 10000 10000 1.000000 0.000000 0.007093 0.000008
8192 6143 700 0 10000.000000 8172.353800 0.051189 10000 10000 1.000000 0.000000 0.006495 0.000007
8192 6143 700 150 10000.000000 8167.816500 0.065051 10000 10000 1.000000 0.000000 0.006730 0.000008
8192 6198 700 0 10000.000000 8173.514100 0.049036 10000 10000 1.000000 0.000000 0.006171 0.000007
8192 6198 700 150 10000.000000 8169.194900 0.062766 10000 10000 1.000000 0.000000 0.006395 0.000007
16384 54 700 0 5.061500 0.000000 0.000000 0 10000 0.000000 0.000000 0.964080 0.000012
16384 54 700 150 5.039000 0.000000 0.000000 0 10000 0.000000 0.000000 0.964150 0.000012
16384 54 900 0 5.157900 0.000000 0.000000 0 10000 0.000000 0.000000 0.954638 0.000015
16384 54 950 0 5.330800 0.000000 0.000000 0 10000 0.000000 0.000000 0.952309 0.000016
16384 54 1050 0 23.974100 0.004000 0.000926 19 10000 0.001900 0.000435 0.949990 0.000016
16384 54 1100 0 23.974100 0.004000 0.000926 19 10000 0.001900 0.000435 0.949990 0.000016
16384 54 1500 0 23.974100 0.004000 0.000926 19 10000 0.001900 0.000435 0.949990 0.000016
16384 54 3000 0 23.974100 0.004000 0.000926 19 10000 0.001900 0.000435 0.949990 0.000016
16384 109 700 0 6.112400 0.000000 0.000000 0 10000 0.000000 0.000000 0.930902 0.000015
16384 109 700 150 6.105300 0.000000 0.000000 0 10000 0.000000 0.000000 0.931047 0.000016
16384 109 900 0 6.428500 0.000000 0.000000 0 10000 0.000000 0.000000 0.914112 0.000019
16384 109 950 0 6.976400 0.000000 0.000000 0 10000 0.000000 0.000000 0.910019 0.000020
16384 109 1050 0 65.853000 0.014100 0.001889 60 10000 0.006000 0.000772 0.905966 0.000021
16384 109 1100 0 65.853000 0.014100 0.001889 60 10000 0.006000 0.000772 0.905966 0.000021
16384 109 1500 0 65.853000 0.014100 0.001889 60 10000 0.006000 0.000772 0.905966 0.000021
16384 109 3000 0 65.853000 0.014100 0.001889 60 10000 0.006000 0.000772 0.905966 0.000021
16384 163 700 0 7.073600 0.000000 0.000000 0 10000 0.000000 0.000000 0.901109 0.000018
16384 163 700 150 7.082800 0.000000 0.000000 0 10000 0.000000 0.000000 0.901354 0.000018
16384 163 900 0 7.695200 0.000000 0.000000 0 10000 0.000000 0.000000 0.878742 0.000021
16384 163 950 0 8.743800 0.000000 0.000000 0 10000 0.000000 0.000000 0.873349 0.000022
16384 163 1050 0 120.605500 0.027500 0.002667 114 10000 0.011400 0.001062 0.868033 0.000023
16384 163 1100 0 120.605500 0.027500 0.002667 114 10000 0.011400 0.001062 0.868033 0.000023
16384 163 1500 0 120.605500 0.027500 0.002667 114 10000 0.011400 0.001062 0.868033 0.000023
16384 163 3000 0 120.605200 0.027500 0.002667 114 10000 0.011400 0.001062 0.868033 0.000023
16384 217 700 0 8.015500 0.000000 0.000000 0 10000 0.000000 0.000000 0.873693 0.000019
16384 217 700 150 8.055100 0.000000 0.000000 0 10000 0.000000 0.000000 0.874050 0.000019
16384 217 900 0 9.032500 0.000000 0.000000 0 10000 0.000000 0.000000 0.846991 0.000023
16384 217 950 0 10.727200 0.000000 0.000000 0 10000 0.000000 0.000000 0.840621 0.000024
16384 217 1050 0 186.250500 0.047700 0.003795 179 10000 0.017900 0.001326 0.834366 0.000025
16384 217 1100 0 186.250500 0.047700 0.003795 179 10000 0.017900 0.001326 0.834366 0.000025
16384 217 1500 0 186.250500 0.047700 0.003795 179 10000 0.017900 0.001326 0.834366 0.000025
16384 217 3000 0 186.250200 0.047700 0.003795 179 10000 0.017900 0.001326 0.834366 0.000025
16384 272 700 0 8.936300 0.000000 0.000000 0 10000 0.000000 0.000000 0.847853 0.000020
16384 272 700 150 9.060200 0.000000 0.000000 0 10000 0.000000 0.000000 0.848338 0.000021
16384 272 900 0 10.359200 0.000000 0.000000 0 10000 0.000000 0.000000 0.817706 0.000024
16384 272 950 0 12.740900 0.000000 0.000000 0 10000 0.000000 0.000000 0.810584 0.000025
16384 272 1050 0 261.850800 0.071500 0.004804 254 10000 0.025400 0.001573 0.803618 0.000026
16384 272 1100 0 261.850800 0.071500 0.004804 254 10000 0.025400 0.001573 0.803618 0.000026
16384 272 1500 0 261.850800 0.071500 0.004804 254 10000 0.025400 0.001573 0.803618 0.000026
16384 272 3000 0 261.850400 0.071500 0.004804 254 10000 0.025400 0.001573 0.803618 0.000026
16384 326 700 0 9.914900 0.000000 0.000000 0 10000 0.000000 0.000000 0.824296 0.000021
16384 326 700 150 9.943800 0.000000 0.000000 0 10000 0.000000 0.000000 0.824922 0.000021
16384 326 900 0 11.921000 0.000000 0.000000 0 10000 0.000000 0.000000 0.791526 0.000024
16384 326 950 0 15.240100 0.000000 0.000000 0 10000 0.000000 0.000000 0.783857 0.000025
16384 326 1050 0 359.411500 0.105700 0.006001 351 10000 0.035100 0.001840 0.776379 0.000026
16384 326 1100 0 359.411500 0.105700 0.006001 351 10000 0.035100 0.001840 0.776379 0.000026
16384 326 1500 0 359.411500 0.105700 0.006001 351 10000 0.035100 0.001840 0.776379 0.000026
16384 326 3000 0 359.410000 0.105700 0.006001 351 10000 0.035100 0.001840 0.776379 0.000026
16384 381 700 0 10.977400 0.000000 0.000000 0 10000 0.000000 0.000000 0.801865 0.000021
16384 381 700 150 12.260700 0.000300 0.000300 1 10000 0.000100 0.000100 0.802645 0.000022
16384 381 900 0 13.824900 0.000000 0.000000 0 10000 0.000000 0.000000 0.767019 0.000025
16384 381 950 0 18.492400 0.000000 0.000000 0 10000 0.000000 0.000000 0.758935 0.000026
16384 381 1050 0 496.901200 0.160100 0.007928 488 10000 0.048800 0.002154 0.751078 0.000027
16384 381 1100 0 496.901200 0.160100 0.007928 488 10000 0.048800 0.002154 0.751078 0.000027
16384 381 1500 0 496.901200 0.160100 0.007928 488 10000 0.048800 0.002154 0.751078 0.000027
16384 381 3000 0 495.900800 0.159900 0.007925 487 10000 0.048700 0.002152 0.751078 0.000027
16384 435 700 0 11.960000 0.000000 0.000000 0 10000 0.000000 0.000000 0.781295 0.000021
16384 435 700 150 12.123500 0.000000 0.000000 0 10000 0.000000 0.000000 0.782223 0.000022
16384 435 900 0 15.419700 0.000000 0.000000 0 10000 0.000000 0.000000 0.744886 0.000025
16384 435 950 0 21.073900 0.000000 0.000000 0 10000 0.000000 0.000000 0.736506 0.000026
16384 435 1050 0 597.398200 0.201600 0.009311 588 10000 0.058800 0.002352 0.728387 0.000027
16384 435 1100 0 597.398200 0.201600 0.009311 588 10000 0.058800 0.002352 0.728387 0.000027
16384 435 1500 0 597.397900 0.201600 0.009311 588 10000 0.058800 0.002352 0.728387 0.000027
16384 435 3000 0 597.394200 0.201600 0.009311 588 10000 0.058800 0.002352 0.728387 0.000027
16384 489 700 0 13.206400 0.000000 0.000000 0 10000 0.000000 0.000000 0.761960 0.000021
16384 489 700 150 14.481200 0.000200 0.000200 1 10000 0.000100 0.000100 0.763036 0.000022
16384 489 900 0 18.042500 0.000000 0.000000 0 10000 0.000000 0.000000 0.724363 0.000024
16384 489 950 0 25.823800 0.000000 0.000000 0 10000 0.000000 0.000000 0.715777 0.000025
16384 489 1050 0 810.786000 0.298300 0.011649 801 10000 0.080100 0.002714 0.707478 0.000026
16384 489 1100 0 810.786000 0.298300 0.011649 801 10000 0.080100 0.002714 0.707478 0.000026
16384 489 1500 0 810.785800 0.298300 0.011649 801 10000 0.080100 0.002714 0.707478 0.000026
16384 489 3000 0 808.782900 0.297600 0.011638 799 10000 0.079900 0.002711 0.707478 0.000026
16384 544 700 0 14.191100 0.000000 0.000000 0 10000 0.000000 0.000000 0.743422 0.000021
16384 544 700 150 14.452400 0.000000 0.000000 0 10000 0.000000 0.000000 0.744651 0.000022
16384 544 900 0 19.379200 0.000000 0.000000 0 10000 0.000000 0.000000 0.704924 0.000024
16384 544 950 0 27.759700 0.000000 0.000000 0 10000 0.000000 0.000000 0.696197 0.000025
16384 544 1050 0 868.315900 0.329300 0.012868 858 10000 0.085800 0.002801 0.687785 0.000026
16384 544 1100 0 868.315900 0.329300 0.012868 858 10000 0.085800 0.002801 0.687785 0.000026
16384 544 1500 0 868.315900 0.329300 0.012868 858 10000 0.085800 0.002801 0.687785 0.000026
16384 544 3000 0 867.311300 0.329000 0.012865 857 10000 0.085700 0.002799 0.687785 0.000026
16384 598 700 0 15.435800 0.000000 0.000000 0 10000 0.000000 0.000000 0.726277 0.000021
16384 598 700 150 15.774000 0.000000 0.000000 0 10000 0.000000 0.000000 0.727656 0.000022
16384 598 900 0 22.748000 0.000300 0.000300 1 10000 0.000100 0.000100 0.687163 0.000024
16384 598 950 0 32.966100 0.000300 0.000300 1 10000 0.000100 0.000100 0.678360 0.000025
16384 598 1050 0 1056.677100 0.442700 0.015685 1046 10000 0.104600 0.003060 0.669896 0.000026
16384 598 1100 0 1056.677100 0.442700 0.015685 1046 10000 0.104600 0.003060 0.669896 0.000026
16384 598 1500 0 1056.676900 0.442700 0.015685 1046 10000 0.104600 0.003060 0.669896 0.000026
16384 598 3000 0 1053.671000 0.441600 0.015666 1043 10000 0.104300 0.003056 0.669896 0.000026
16384 652 700 0 16.696000 0.000000 0.000000 0 10000 0.000000 0.000000 0.710025 0.000021
16384 652 700 150 18.051400 0.000700 0.000700 1 10000 0.000100 0.000100 0.711552 0.000022
16384 652 900 0 24.404300 0.000000 0.000000 0 10000 0.000000 0.000000 0.670475 0.000024
16384 652 950 0 36.795200 0.000000 0.000000 0 10000 0.000000 0.000000 0.661634 0.000025
16384 652 1050 0 1290.021700 0.585200 0.018834 1279 10000 0.127900 0.003340 0.653150 0.000026
16384 652 1100 0 1290.021700 0.585200 0.018834 1279 10000 0.127900 0.003340 0.653150 0.000026
16384 652 1500 0 1290.021400 0.585200 0.018834 1279 10000 0.127900 0.003340 0.653150 0.000026
16384 652 3000 0 1289.011400 0.584200 0.018819 1278 10000 0.127800 0.003339 0.653150 0.000026
16384 707 700 0 17.913900 0.000000 0.000000 0 10000 0.000000 0.000000 0.694349 0.000022
16384 707 700 150 19.322100 0.000200 0.000200 1 10000 0.000100 0.000100 0.696008 0.000022
16384 707 900 0 26.552600 0.000000 0.000000 0 10000 0.000000 0.000000 0.654549 0.000024
16384 707 950 0 40.443800 0.000000 0.000000 0 10000 0.000000 0.000000 0.645714 0.000025
16384 707 1050 0 1425.421500 0.685500 0.020992 1414 10000 0.141400 0.003484 0.637257 0.000026
16384 707 1100 0 1425.421500 0.685500 0.020992 1414 10000 0.141400 0.003484 0.637257 0.000026
16384 707 1500 0 1425.421400 0.685500 0.020992 1414 10000 0.141400 0.003484 0.637257 0.000026
16384 707 3000 0 1424.405400 0.684600 0.020983 1413 10000 0.141300 0.003483 0.637257 0.000026
16384 761 700 0 19.085500 0.000000 0.000000 0 10000 0.000000 0.000000 0.679734 0.000021
16384 761 700 150 20.772500 0.000700 0.000700 1 10000 0.000100 0.000100 0.681515 0.000022
16384 761 900 0 29.693900 0.000800 0.000800 1 10000 0.000100 0.000100 0.639799 0.000024
16384 761 950 0 45.211400 0.000800 0.000800 1 10000 0.000100 0.000100 0.630993 0.000025
16384 761 1050 0 1609.729400 0.831200 0.024703 1598 10000 0.159800 0.003664 0.622579 0.000026
16384 761 1100 0 1610.727200 0.832100 0.024717 1599 10000 0.159900 0.003665 0.622579 0.000026
16384 761 1500 0 1610.726900 0.832100 0.024717 1599 10000 0.159900 0.003665 0.622579 0.000026
16384 761 3000 0 1605.714500 0.827200 0.024624 1594 10000 0.159400 0.003660 0.622579 0.000026
16384 815 700 0 20.233800 0.000000 0.000000 0 10000 0.000000 0.000000 0.665837 0.000021
16384 815 700 150 21.066100 0.000000 0.000000 0 10000 0.000000 0.000000 0.667753 0.000021
16384 815 900 0 30.361400 0.000000 0.000000 0 10000 0.000000 0.000000 0.625897 0.000024
16384 815 950 0 46.856100 0.000000 0.000000 0 10000 0.000000 0.000000 0.617149 0.000024
16384 815 1050 0 1707.171400 0.953000 0.027440 1695 10000 0.169500 0.003752 0.608808 0.000025
16384 815 1100 0 1707.171400 0.953400 0.027447 1695 10000 0.169500 0.003752 0.608808 0.000025
16384 815 1500 0 1707.170100 0.953400 0.027447 1695 10000 0.169500 0.003752 0.608808 0.000025
16384 815 3000 0 1702.152100 0.949800 0.027407 1690 10000 0.169000 0.003748 0.608808 0.000025
16384 870 700 0 21.685700 0.000000 0.000000 0 10000 0.000000 0.000000 0.652345 0.000021
16384 870 700 150 23.513400 0.001100 0.001100 1 10000 0.000100 0.000100 0.654375 0.000021
16384 870 900 0 36.402700 0.007200 0.004516 3 10000 0.000300 0.000173 0.612478 0.000023
16384 870 950 0 55.434000 0.007200 0.004516 3 10000 0.000300 0.000173 0.603803 0.000024
16384 870 1050 0 1974.405600 1.183100 0.031693 1962 10000 0.196200 0.003971 0.595545 0.000025
16384 870 1100 0 1974.405400 1.183100 0.031693 1962 10000 0.196200 0.003971 0.595545 0.000025
16384 870 1500 0 1974.404600 1.183100 0.031693 1962 10000 0.196200 0.003971 0.595545 0.000025
16384 870 3000 0 1967.385700 1.174700 0.031558 1955 10000 0.195500 0.003966 0.595546 0.000025
16384 924 700 0 22.971900 0.000000 0.000000 0 10000 0.000000 0.000000 0.639719 0.000021
16384 924 700 150 23.755500 0.000000 0.000000 0 10000 0.000000 0.000000 0.641859 0.000021
16384 924 900 0 36.845300 0.001100 0.001100 1 10000 0.000100 0.000100 0.600016 0.000023
16384 924 950 0 57.804500 0.001100 0.001100 1 10000 0.000100 0.000100 0.591437 0.000024
16384 924 1050 0 2155.735900 1.389300 0.035785 2143 10000 0.214300 0.004103 0.583284 0.000025
16384 924 1100 0 2155.736100 1.389300 0.035785 2143 10000 0.214300 0.004103 0.583284 0.000025
16384 924 1500 0 2156.728300 1.389500 0.035785 2144 10000 0.214400 0.004104 0.583284 0.000025
16384 924 3000 0 2139.717400 1.378200 0.035636 2127 10000 0.212700 0.004092 0.583284 0.000025
16384 979 700 0 24.247400 0.000000 0.000000 0 10000 0.000000 0.000000 0.627449 0.000021
16384 979 700 150 26.326700 0.000900 0.000900 1 10000 0.000100 0.000100 0.629697 0.000021
16384 979 900 0 40.935300 0.003100 0.001825 3 10000 0.000300 0.000173 0.587963 0.000023
16384 979 950 0 63.371600 0.003100 0.001825 3 10000 0.000300 0.000173 0.579489 0.000024
16384 979 1050 0 2336.012200 1.621100 0.040841 2323 10000 0.232300 0.004223 0.571449 0.000025
16384 979 1100 0 2337.005300 1.624000 0.040932 2324 10000 0.232400 0.004224 0.571449 0.000025
16384 979 1500 0 2336.999700 1.624700 0.040947 2324 10000 0.232400 0.004224 0.571449 0.000025
16384 979 3000 0 2321.981200 1.604800 0.040586 2309 10000 0.230900 0.004214 0.571449 0.000025
16384 1033 700 0 25.437300 0.000000 0.000000 0 10000 0.000000 0.000000 0.615890 0.000020
16384 1033 700 150 27.552100 0.000400 0.000400 1 10000 0.000100 0.000100 0.618224 0.000021
16384 1033 900 0 40.432900 0.000000 0.000000 0 10000 0.000000 0.000000 0.576658 0.000023
16384 1033 950 0 64.721600 0.000000 0.000000 0 10000 0.000000 0.000000 0.568295 0.000023
16384 1033 1050 0 2498.358700 1.875100 0.045670 2485 10000 0.248500 0.004321 0.560374 0.000024
16384 1033 1100 0 2500.345500 1.875500 0.045669 2487 10000 0.248700 0.004323 0.560374 0.000024
16384 1033 1500 0 2502.340500 1.877700 0.045693 2489 10000 0.248900 0.004324 0.560374 0.000024
16384 1033 3000 0 2480.330700 1.854000 0.045351 2467 10000 0.246700 0.004311 0.560374 0.000024
16384 1087 700 0 26.690600 0.000000 0.000000 0 10000 0.000000 0.000000 0.604858 0.000020
16384 1087 700 150 28.821300 0.001000 0.001000 1 10000 0.000100 0.000100 0.607290 0.000021
16384 1087 900 0 45.777300 0.003400 0.002010 3 10000 0.000300 0.000173 0.565950 0.000023
16384 1087 950 0 71.793300 0.003400 0.002010 3 10000 0.000300 0.000173 0.557718 0.000023
16384 1087 1050 0 2707.605300 2.205100 0.052269 2694 10000 0.269400 0.004436 0.549932 0.000024
16384 1087 1100 0 2708.601500 2.205700 0.052270 2695 10000 0.269500 0.004437 0.549932 0.000024
16384 1087 1500 0 2711.581500 2.209200 0.052299 2698 10000 0.269800 0.004439 0.549932 0.000024
16384 1087 3000 0 2682.578900 2.176000 0.051745 2669 10000 0.266900 0.004423 0.549933 0.000024
16384 1142 700 0 27.885900 0.000000 0.000000 0 10000 0.000000 0.000000 0.594063 0.000020
16384 1142 700 150 30.511900 0.001200 0.001200 1 10000 0.000100 0.000100 0.596582 0.000021
16384 1142 900 0 47.503400 0.006600 0.004837 2 10000 0.000200 0.000141 0.555481 0.000022
16384 1142 950 0 75.765800 0.006600 0.004837 2 10000 0.000200 0.000141 0.547377 0.000023
16384 1142 1050 0 2941.799800 2.595500 0.058064 2928 10000 0.292800 0.004550 0.539722 0.000024
16384 1142 1100 0 2941.802500 2.595700 0.058066 2928 10000 0.292800 0.004550 0.539722 0.000024
16384 1142 1500 0 2943.789100 2.598000 0.058102 2930 10000 0.293000 0.004551 0.539722 0.000024
16384 1142 3000 0 2908.787300 2.558700 0.057647 2895 10000 0.289500 0.004535 0.539723 0.000024
16384 1196 700 0 28.918500 0.000000 0.000000 0 10000 0.000000 0.000000 0.583902 0.000020
16384 1196 700 150 31.736800 0.001700 0.001700 1 10000 0.000100 0.000100 0.586500 0.000020
16384 1196 900 0 48.931100 0.000900 0.000900 1 10000 0.000100 0.000100 0.545691 0.000022
16384 1196 950 0 80.037500 0.005700 0.004883 2 10000 0.000200 0.000141 0.537726 0.000023
16384 1196 1050 0 3148.049400 3.017800 0.067227 3134 10000 0.313400 0.004639 0.530210 0.000024
16384 1196 1100 0 3148.049900 3.017900 0.067227 3134 10000 0.313400 0.004639 0.530210 0.000024
16384 1196 1500 0 3150.035100 3.019700 0.067229 3136 10000 0.313600 0.004640 0.530210 0.000024
16384 1196 3000 0 3107.050100 2.958500 0.066512 3093 10000 0.309300 0.004622 0.530212 0.000024
16384 1250 700 0 29.870100 0.000000 0.000000 0 10000 0.000000 0.000000 0.574142 0.000020
16384 1250 700 150 31.941000 0.000000 0.000000 0 10000 0.000000 0.000000 0.576807 0.000020
16384 1250 900 0 55.441300 0.014100 0.006849 5 10000 0.000500 0.000224 0.536318 0.000022
16384 1250 950 0 87.013100 0.018500 0.008764 5 10000 0.000500 0.000224 0.528498 0.000023
16384 1250 1050 0 3360.253600 3.470000 0.076497 3346 10000 0.334600 0.004719 0.521127 0.000024
16384 1250 1100 0 3365.221800 3.470900 0.076490 3351 10000 0.335100 0.004720 0.521127 0.000024
16384 1250 1500 0 3367.210300 3.475200 0.076618 3353 10000 0.335300 0.004721 0.521127 0.000024
16384 1250 3000 0 3324.221600 3.400300 0.075592 3310 10000 0.331000 0.004706 0.521129 0.000024
16384 1305 700 0 30.938100 0.000000 0.000000 0 10000 0.000000 0.000000 0.564579 0.000020
16384 1305 700 150 33.613200 0.000000 0.000000 0 10000 0.000000 0.000000 0.567306 0.000020
16384 1305 900 0 61.134500 0.026400 0.011549 8 10000 0.000800 0.000283 0.527162 0.000021
16384 1305 950 0 96.865800 0.029600 0.011094 10 10000 0.001000 0.000316 0.519490 0.000022
16384 1305 1050 0 3521.609900 4.012800 0.086285 3507 10000 0.350700 0.004772 0.512266 0.000023
16384 1305 1100 0 3522.603000 4.014700 0.086284 3508 10000 0.350800 0.004772 0.512265 0.000023
16384 1305 1500 0 3524.589600 4.017400 0.086299 3510 10000 0.351000 0.004773 0.512265 0.000023
16384 1305 3000 0 3479.588400 3.928200 0.085110 3465 10000 0.346500 0.004759 0.512268 0.000023
16384 1359 700 0 31.912800 0.000000 0.000000 0 10000 0.000000 0.000000 0.555552 0.000020
16384 1359 700 150 34.537200 0.000000 0.000000 0 10000 0.000000 0.000000 0.558342 0.000020
16384 1359 900 0 59.521000 0.014000 0.008160 4 10000 0.000400 0.000200 0.518548 0.000021
16384 1359 950 0 95.912700 0.019800 0.010012 5 10000 0.000500 0.000224 0.511024 0.000022
16384 1359 1050 0 3738.802200 4.625400 0.095808 3724 10000 0.372400 0.004834 0.503943 0.000023
16384 1359 1100 0 3739.796800 4.626700 0.095816 3725 10000 0.372500 0.004835 0.503943 0.000023
16384 1359 1500 0 3742.782300 4.629800 0.095845 3728 10000 0.372800 0.004835 0.503943 0.000023
16384 1359 3000 0 3687.810000 4.516800 0.094049 3673 10000 0.367300 0.004821 0.503947 0.000023
16384 1414 700 0 33.013700 0.000000 0.000000 0 10000 0.000000 0.000000 0.546663 0.000019
16384 1414 700 150 38.220800 0.011300 0.009361 2 10000 0.000200 0.000141 0.549502 0.000020
16384 1414 900 0 62.607900 0.011000 0.007091 4 10000 0.000400 0.000200 0.510078 0.000021
16384 1414 950 0 102.518600 0.026800 0.012695 6 10000 0.000600 0.000245 0.502707 0.000022
16384 1414 1050 0 3960.966000 5.365200 0.108769 3946 10000 0.394600 0.004888 0.495774 0.000023
16384 1414 1100 0 3965.935800 5.368300 0.108768 3951 10000 0.395100 0.004889 0.495774 0.000023
16384 1414 1500 0 3969.912900 5.372400 0.108802 3955 10000 0.395500 0.004890 0.495774 0.000023
16384 1414 3000 0 3902.962200 5.231100 0.107162 3888 10000 0.388800 0.004875 0.495779 0.000023
16384 1468 700 0 34.144800 0.000000 0.000000 0 10000 0.000000 0.000000 0.538264 0.000019
16384 1468 700 150 38.147200 0.000900 0.000900 1 10000 0.000100 0.000100 0.541152 0.000020
16384 1468 900 0 63.970900 0.007500 0.004891 3 10000 0.000300 0.000173 0.502098 0.000021
16384 1468 950 0 106.419000 0.033800 0.016235 6 10000 0.000600 0.000245 0.494878 0.000022
16384 1468 1050 0 4178.068900 6.345800 0.126770 4163 10000 0.416300 0.004929 0.488082 0.000023
16384 1468 1100 0 4181.051500 6.348400 0.126822 4166 10000 0.416600 0.004930 0.488082 0.000023
16384 1468 1500 0 4183.038500 6.358000 0.126887 4168 10000 0.416800 0.004930 0.488082 0.000023
16384 1468 3000 0 4103.120000 6.161000 0.124527 4088 10000 0.408800 0.004916 0.488088 0.000023
16384 1522 700 0 35.456500 0.000000 0.000000 0 10000 0.000000 0.000000 0.530171 0.000019
16384 1522 700 150 39.088400 0.000000 0.000000 0 10000 0.000000 0.000000 0.533107 0.000019
16384 1522 900 0 76.416100 0.048300 0.018523 12 10000 0.001200 0.000346 0.494428 0.000021
16384 1522 950 0 127.474600 0.125700 0.034581 21 10000 0.002100 0.000458 0.487361 0.000021
16384 1522 1050 0 4468.056400 7.538700 0.144267 4453 10000 0.445300 0.004970 0.480701 0.000023
16384 1522 1100 0 4471.044900 7.542000 0.144272 4456 10000 0.445600 0.004970 0.480701 0.000023
16384 1522 1500 0 4477.014700 7.553700 0.144482 4462 10000 0.446200 0.004971 0.480701 0.000023
16384 1522 3000 0 4384.123900 7.301700 0.140689 4369 10000 0.436900 0.004960 0.480709 0.000023
16384 1577 700 0 36.867300 0.000000 0.000000 0 10000 0.000000 0.000000 0.522211 0.000019
16384 1577 700 150 41.388800 0.000700 0.000700 1 10000 0.000100 0.000100 0.525182 0.000019
16384 1577 900 0 79.812800 0.059300 0.021235 13 10000 0.001300 0.000360 0.486898 0.000021
16384 1577 950 0 132.208100 0.141900 0.036138 22 10000 0.002200 0.000469 0.479986 0.000021
16384 1577 1050 0 4655.366600 8.629400 0.160793 4640 10000 0.464000 0.004987 0.473468 0.000023
16384 1577 1100 0 4657.342500 8.635100 0.160876 4642 10000 0.464200 0.004987 0.473468 0.000023
16384 1577 1500 0 4661.317900 8.641000 0.160911 4646 10000 0.464600 0.004987 0.473468 0.000023
16384 1577 3000 0 4584.376000 8.375300 0.157715 4569 10000 0.456900 0.004981 0.473476 0.000023
16384 1631 700 0 38.431500 0.000000 0.000000 0 10000 0.000000 0.000000 0.514659 0.000019
16384 1631 700 150 42.456600 0.028400 0.028399 1 10000 0.000100 0.000100 0.517666 0.000019
16384 1631 900 0 86.124700 0.085600 0.023756 16 10000 0.001600 0.000400 0.479781 0.000020
16384 1631 950 0 141.241200 0.180900 0.041091 25 10000 0.002500 0.000499 0.473026 0.000021
16384 1631 1050 0 4843.603900 10.139000 0.187003 4828 10000 0.482800 0.004997 0.466642 0.000023
16384 1631 1100 0 4848.581100 10.148400 0.186982 4833 10000 0.483300 0.004997 0.466642 0.000023
16384 1631 1500 0 4856.525400 10.171000 0.187236 4841 10000 0.484100 0.004997 0.466641 0.000023
16384 1631 3000 0 4762.644900 9.811900 0.183114 4747 10000 0.474700 0.004994 0.466652 0.000023
