# N c mu sigma av_time av_div error_av_div samples_div nsamples prob_div error_prob av_m error_av_m
32768 544 700 150 15.158704 0.000000 0.000000 0 7996 0.000000 0.000000 0.744672 0.000017
32768 544 900 0 19.971787 0.000000 0.000000 0 8294 0.000000 0.000000 0.704936 0.000019
32768 544 950 0 28.399022 0.000000 0.000000 0 8789 0.000000 0.000000 0.696208 0.000019
32768 544 1050 0 867.909067 0.339754 0.014850 654 7632 0.085692 0.003204 0.687808 0.000021
32768 544 1100 0 870.550944 0.342413 0.014793 669 7783 0.085957 0.003177 0.687809 0.000021
32768 544 1500 0 877.976000 0.342700 0.012983 867 10000 0.086700 0.002814 0.687802 0.000019
32768 544 3000 0 875.972000 0.341900 0.012975 865 10000 0.086500 0.002811 0.687802 0.000019
32768 598 700 0 16.146691 0.000000 0.000000 0 8085 0.000000 0.000000 0.726277 0.000017
32768 598 700 150 17.749437 0.000626 0.000626 1 7990 0.000125 0.000125 0.727655 0.000018
32768 598 900 0 22.439141 0.000000 0.000000 0 8569 0.000000 0.000000 0.687157 0.000019
32768 598 950 0 32.560377 0.000000 0.000000 0 8389 0.000000 0.000000 0.678354 0.000020
32768 598 1050 0 1034.596146 0.418103 0.016986 754 7369 0.102321 0.003531 0.669909 0.000022
32768 598 1100 0 1047.116931 0.426607 0.016898 791 7637 0.103575 0.003487 0.669907 0.000022
32768 598 1500 0 1036.402200 0.427700 0.015009 1025 10000 0.102500 0.003033 0.669899 0.000019
32768 598 3000 0 1034.395600 0.426600 0.014987 1023 10000 0.102300 0.003030 0.669899 0.000019
32768 652 700 0 17.395372 0.000000 0.000000 0 8081 0.000000 0.000000 0.710020 0.000017
32768 652 700 150 17.804405 0.000000 0.000000 0 7991 0.000000 0.000000 0.711544 0.000017
32768 652 900 0 24.846414 0.000000 0.000000 0 8282 0.000000 0.000000 0.670468 0.000019
32768 652 950 0 36.703020 0.000000 0.000000 0 8775 0.000000 0.000000 0.661629 0.000019
32768 652 1050 0 1268.447416 0.566717 0.021256 907 7217 0.125675 0.003902 0.653155 0.000022
32768 652 1100 0 1280.202583 0.570632 0.021086 933 7355 0.126852 0.003881 0.653154 0.000022
32768 652 1500 0 1249.718800 0.559600 0.018110 1238 10000 0.123800 0.003294 0.653153 0.000018
32768 652 3000 0 1246.712000 0.558400 0.018098 1235 10000 0.123500 0.003290 0.653153 0.000018
32768 707 700 0 18.636993 0.000000 0.000000 0 8088 0.000000 0.000000 0.694359 0.000017
32768 707 700 150 19.269187 0.000000 0.000000 0 7987 0.000000 0.000000 0.696020 0.000017
32768 707 900 0 26.732345 0.000000 0.000000 0 8567 0.000000 0.000000 0.654546 0.000018
32768 707 950 0 39.945565 0.000000 0.000000 0 8377 0.000000 0.000000 0.645709 0.000019
32768 707 1050 0 1367.319179 0.675406 0.025880 951 7018 0.135509 0.004086 0.637265 0.000022
32768 707 1100 0 1366.971748 0.676544 0.025495 983 7256 0.135474 0.004018 0.637264 0.000021
32768 707 1500 0 1357.239200 0.665800 0.021297 1345 10000 0.134500 0.003412 0.637254 0.000018
32768 707 3000 0 1350.231100 0.662500 0.021255 1338 10000 0.133800 0.003404 0.637254 0.000018
32768 761 700 0 19.931086 0.000000 0.000000 0 8068 0.000000 0.000000 0.679754 0.000017
32768 761 700 150 20.470714 0.000000 0.000000 0 7973 0.000000 0.000000 0.681543 0.000017
32768 761 900 0 29.056798 0.000000 0.000000 0 8275 0.000000 0.000000 0.639819 0.000019
32768 761 950 0 44.059461 0.000000 0.000000 0 8762 0.000000 0.000000 0.631012 0.000019
32768 761 1050 0 1541.507225 0.819075 0.029825 1058 6920 0.152890 0.004326 0.622616 0.000022
32768 761 1100 0 1540.246128 0.817110 0.029526 1075 7037 0.152764 0.004289 0.622616 0.000022
32768 761 1500 0 1551.585600 0.831600 0.025166 1539 10000 0.153900 0.003609 0.622604 0.000018
32768 761 3000 0 1545.575800 0.827000 0.025085 1533 10000 0.153300 0.003603 0.622604 0.000018
32768 815 700 0 21.304283 0.000000 0.000000 0 8032 0.000000 0.000000 0.665842 0.000017
32768 815 700 150 23.215109 0.000376 0.000376 1 7982 0.000125 0.000125 0.667754 0.000017
32768 815 900 0 31.921413 0.000000 0.000000 0 8551 0.000000 0.000000 0.625889 0.000018
32768 815 950 0 49.234246 0.000000 0.000000 0 8363 0.000000 0.000000 0.617145 0.000019
32768 815 1050 0 1764.923576 1.000302 0.035066 1160 6621 0.175200 0.004672 0.608833 0.000022
32768 815 1100 0 1767.231230 1.001899 0.034599 1201 6846 0.175431 0.004597 0.608830 0.000022
32768 815 1500 0 1785.902400 1.025800 0.029046 1773 10000 0.177300 0.003819 0.608814 0.000018
32768 815 3000 0 1778.888200 1.021200 0.028990 1766 10000 0.176600 0.003813 0.608814 0.000018
32768 870 700 0 22.581733 0.000000 0.000000 0 8069 0.000000 0.000000 0.652337 0.000017
32768 870 700 150 24.573487 0.000251 0.000251 1 7981 0.000125 0.000125 0.654368 0.000017
32768 870 900 0 33.818380 0.000000 0.000000 0 8270 0.000000 0.000000 0.612464 0.000018
32768 870 950 0 52.402835 0.000000 0.000000 0 8748 0.000000 0.000000 0.603792 0.000018
32768 870 1050 0 1935.432097 1.201717 0.040343 1254 6524 0.192213 0.004878 0.595552 0.000022
32768 870 1100 0 1931.041729 1.195691 0.039856 1273 6638 0.191775 0.004832 0.595551 0.000022
32768 870 1500 0 1907.344800 1.165400 0.031870 1894 10000 0.189400 0.003918 0.595548 0.000018
32768 870 3000 0 1896.332800 1.154700 0.031655 1883 10000 0.188300 0.003910 0.595548 0.000018
32768 924 700 0 23.916295 0.000000 0.000000 0 8076 0.000000 0.000000 0.639720 0.000017
32768 924 700 150 26.168093 0.000503 0.000503 1 7948 0.000126 0.000126 0.641862 0.000017
32768 924 900 0 37.433287 0.002809 0.002809 1 8544 0.000117 0.000117 0.600007 0.000018
32768 924 950 0 57.792261 0.002875 0.002875 1 8347 0.000120 0.000120 0.591423 0.000019
32768 924 1050 0 2080.693211 1.346129 0.044661 1303 6304 0.206694 0.005100 0.583292 0.000023
32768 924 1100 0 2067.439701 1.338161 0.043609 1347 6559 0.205367 0.004988 0.583298 0.000022
32768 924 1500 0 2098.713600 1.355900 0.035396 2085 10000 0.208500 0.004062 0.583274 0.000018
32768 924 3000 0 2082.708100 1.346700 0.035316 2069 10000 0.206900 0.004051 0.583274 0.000018
32768 979 700 0 25.187322 0.000000 0.000000 0 8077 0.000000 0.000000 0.627448 0.000016
32768 979 700 150 27.596017 0.001127 0.001127 1 7983 0.000125 0.000125 0.629692 0.000017
32768 979 900 0 38.787937 0.000000 0.000000 0 8290 0.000000 0.000000 0.587956 0.000018
32768 979 950 0 61.992899 0.004009 0.004008 1 8731 0.000115 0.000115 0.579482 0.000018
32768 979 1050 0 2253.734153 1.610608 0.053122 1385 6184 0.223965 0.005301 0.571467 0.000022
32768 979 1100 0 2259.941074 1.615629 0.052554 1414 6296 0.224587 0.005259 0.571473 0.000022
32768 979 1500 0 2301.974600 1.643800 0.042001 2288 10000 0.228800 0.004201 0.571454 0.000017
32768 979 3000 0 2286.958300 1.627000 0.041777 2273 10000 0.227300 0.004191 0.571454 0.000017
32768 1033 700 0 26.455873 0.000000 0.000000 0 8011 0.000000 0.000000 0.615907 0.000016
32768 1033 700 150 27.701583 0.000000 0.000000 0 7962 0.000000 0.000000 0.618246 0.000017
32768 1033 900 0 43.638875 0.002545 0.001850 2 8252 0.000242 0.000171 0.576681 0.000018
32768 1033 950 0 67.558329 0.002520 0.001832 2 8332 0.000240 0.000170 0.568322 0.000019
32768 1033 1050 0 2473.836486 1.892230 0.059981 1456 5920 0.245946 0.005597 0.560442 0.000023
32768 1033 1100 0 2470.923639 1.896832 0.059336 1512 6155 0.245654 0.005487 0.560443 0.000023
32768 1033 1500 0 2471.376500 1.867600 0.046223 2457 10000 0.245700 0.004305 0.560426 0.000018
32768 1033 3000 0 2456.353700 1.848300 0.045864 2442 10000 0.244200 0.004296 0.560427 0.000018
32768 1087 700 0 27.605165 0.000000 0.000000 0 8054 0.000000 0.000000 0.604847 0.000016
32768 1087 700 150 29.283241 0.000000 0.000000 0 7912 0.000000 0.000000 0.607275 0.000016
32768 1087 900 0 46.498491 0.002053 0.001454 2 8281 0.000242 0.000171 0.565928 0.000017
32768 1087 950 0 72.436589 0.001951 0.001382 2 8713 0.000230 0.000162 0.557700 0.000018
32768 1087 1050 0 2718.136906 2.232498 0.068322 1564 5785 0.270354 0.005839 0.549946 0.000022
32768 1087 1100 0 2709.588733 2.220098 0.067283 1593 5911 0.269498 0.005771 0.549948 0.000022
32768 1087 1500 0 2718.595600 2.253200 0.052639 2704 10000 0.270400 0.004442 0.549940 0.000017
32768 1087 3000 0 2695.583900 2.223200 0.052223 2681 10000 0.268100 0.004430 0.549941 0.000017
32768 1142 700 0 28.640566 0.000000 0.000000 0 7701 0.000000 0.000000 0.594072 0.000016
32768 1142 700 150 31.581081 0.000375 0.000375 1 7992 0.000125 0.000125 0.596581 0.000016
32768 1142 900 0 47.097130 0.001453 0.001453 1 8257 0.000121 0.000121 0.555510 0.000018
32768 1142 950 0 74.284305 0.001443 0.001443 1 8315 0.000120 0.000120 0.547411 0.000018
32768 1142 1050 0 2808.572012 2.418931 0.075875 1573 5631 0.279346 0.005979 0.539806 0.000023
32768 1142 1100 0 2795.201268 2.408873 0.074447 1623 5838 0.278006 0.005864 0.539807 0.000023
32768 1142 1500 0 2866.981100 2.465300 0.057144 2852 10000 0.285200 0.004515 0.539789 0.000017
32768 1142 3000 0 2829.995500 2.430700 0.056567 2815 10000 0.281500 0.004497 0.539790 0.000017
32768 1196 700 0 29.642960 0.000000 0.000000 0 7635 0.000000 0.000000 0.583874 0.000016
32768 1196 700 150 32.915708 0.000500 0.000500 1 7996 0.000125 0.000125 0.586457 0.000016
32768 1196 900 0 51.596542 0.003990 0.002833 2 8271 0.000242 0.000171 0.545662 0.000017
32768 1196 950 0 81.736800 0.003796 0.002695 2 8693 0.000230 0.000163 0.537695 0.000017
32768 1196 1050 0 3153.925960 3.132570 0.093810 1700 5416 0.313885 0.006306 0.530223 0.000023
32768 1196 1100 0 3148.226845 3.122829 0.092675 1732 5528 0.313314 0.006239 0.530225 0.000023
32768 1196 1500 0 3144.085100 3.094700 0.068379 3129 10000 0.312900 0.004637 0.530227 0.000017
32768 1196 3000 0 3121.058300 3.043500 0.067486 3106 10000 0.310600 0.004627 0.530228 0.000017
32768 1250 700 0 30.550189 0.000000 0.000000 0 7681 0.000000 0.000000 0.574110 0.000016
32768 1250 700 150 34.347314 0.001377 0.001377 1 7987 0.000125 0.000125 0.576771 0.000016
32768 1250 900 0 53.901977 0.008371 0.006186 2 8243 0.000243 0.000172 0.536285 0.000017
32768 1250 950 0 87.572694 0.015795 0.008417 4 8357 0.000479 0.000239 0.528467 0.000018
32768 1250 1050 0 3291.590302 3.291523 0.101488 1716 5238 0.327606 0.006485 0.521164 0.000023
32768 1250 1100 0 3308.747966 3.329697 0.100627 1781 5408 0.329327 0.006391 0.521157 0.000023
32768 1250 1500 0 3327.408700 3.355300 0.073938 3312 10000 0.331200 0.004706 0.521148 0.000017
32768 1250 3000 0 3287.420200 3.286800 0.072794 3272 10000 0.327200 0.004692 0.521149 0.000017
32768 1305 700 0 31.541991 0.000000 0.000000 0 7847 0.000000 0.000000 0.564562 0.000016
32768 1305 700 150 34.374374 0.000000 0.000000 0 7984 0.000000 0.000000 0.567291 0.000016
32768 1305 900 0 57.443637 0.009081 0.006435 2 8259 0.000242 0.000171 0.527140 0.000017
32768 1305 950 0 93.578273 0.023032 0.015267 3 8119 0.000370 0.000213 0.519469 0.000018
32768 1305 1050 0 3560.487305 4.195312 0.123462 1815 5120 0.354492 0.006685 0.512323 0.000023
32768 1305 1100 0 3557.720031 4.195476 0.122715 1832 5172 0.354215 0.006650 0.512319 0.000023
32768 1305 1500 0 3627.397600 4.172700 0.087084 3612 10000 0.361200 0.004803 0.512301 0.000017
32768 1305 3000 0 3587.398700 4.090700 0.086130 3572 10000 0.357200 0.004792 0.512303 0.000017
32768 1359 700 0 32.514170 0.000000 0.000000 0 7869 0.000000 0.000000 0.555516 0.000016
32768 1359 700 150 36.604266 0.000502 0.000502 1 7970 0.000125 0.000125 0.558299 0.000016
32768 1359 900 0 57.976561 0.013359 0.013358 1 8234 0.000121 0.000121 0.518506 0.000017
32768 1359 950 0 95.032706 0.017012 0.012809 2 8347 0.000240 0.000169 0.510983 0.000017
32768 1359 1050 0 3775.707019 4.890336 0.146284 1848 4915 0.375992 0.006909 0.503964 0.000024
32768 1359 1100 0 3781.816044 4.908319 0.145055 1906 5061 0.376605 0.006811 0.503964 0.000023
32768 1359 1500 0 3790.763500 4.831400 0.100973 3775 10000 0.377500 0.004848 0.503972 0.000017
32768 1359 3000 0 3732.794400 4.713600 0.099406 3717 10000 0.371700 0.004833 0.503974 0.000017
32768 1414 700 0 33.539827 0.000000 0.000000 0 7884 0.000000 0.000000 0.546636 0.000016
32768 1414 700 150 39.360115 0.003008 0.002659 2 7978 0.000251 0.000177 0.549467 0.000016
32768 1414 900 0 66.477607 0.031557 0.016022 6 8239 0.000728 0.000297 0.510050 0.000017
32768 1414 950 0 103.611948 0.032091 0.016293 6 8102 0.000741 0.000302 0.502681 0.000017
32768 1414 1050 0 3892.025329 5.353995 0.153974 1882 4856 0.387562 0.006991 0.495837 0.000024
32768 1414 1100 0 3919.707501 5.413983 0.154565 1915 4906 0.390338 0.006965 0.495836 0.000024
32768 1414 1500 0 3950.215600 5.491500 0.110684 3934 10000 0.393400 0.004885 0.495820 0.000016
32768 1414 3000 0 3891.261000 5.350000 0.108924 3875 10000 0.387500 0.004872 0.495822 0.000016
32768 1468 700 0 34.629159 0.000000 0.000000 0 7874 0.000000 0.000000 0.538254 0.000015
32768 1468 700 150 40.686780 0.028292 0.026479 2 7988 0.000250 0.000177 0.541138 0.000016
32768 1468 900 0 68.569881 0.025323 0.015059 5 8214 0.000609 0.000272 0.502099 0.000016
32768 1468 950 0 109.332092 0.029677 0.016289 5 8323 0.000601 0.000269 0.494883 0.000017
32768 1468 1050 0 4152.106997 6.679656 0.189268 1921 4645 0.413563 0.007226 0.488182 0.000024
32768 1468 1100 0 4165.004382 6.639399 0.185706 1988 4792 0.414858 0.007117 0.488184 0.000024
32768 1468 1500 0 4178.328300 6.519000 0.127727 4162 10000 0.416200 0.004929 0.488183 0.000016
32768 1468 3000 0 4118.371600 6.350600 0.125450 4102 10000 0.410200 0.004919 0.488185 0.000016
32768 1522 700 0 35.873413 0.000000 0.000000 0 7876 0.000000 0.000000 0.530153 0.000015
32768 1522 700 150 44.599800 0.008619 0.006964 4 8006 0.000500 0.000250 0.533087 0.000015
32768 1522 900 0 69.513671 0.006198 0.003829 3 8229 0.000365 0.000210 0.494420 0.000016
32768 1522 950 0 112.866568 0.013961 0.008591 4 8094 0.000494 0.000247 0.487358 0.000017
32768 1522 1050 0 4330.882845 6.996978 0.220566 1856 4302 0.431427 0.007551 0.480846 0.000025
32768 1522 1100 0 4357.840652 7.021522 0.211592 1997 4600 0.434130 0.007308 0.480852 0.000024
32768 1522 1500 0 4440.289000 7.407500 0.147330 4424 10000 0.442400 0.004967 0.480815 0.000016
32768 1522 3000 0 4344.433800 7.148300 0.144336 4328 10000 0.432800 0.004955 0.480819 0.000016
32768 1577 700 0 37.308064 0.000000 0.000000 0 7862 0.000000 0.000000 0.522200 0.000015
32768 1577 700 150 43.319274 0.017647 0.016101 2 7990 0.000250 0.000177 0.525172 0.000015
32768 1577 900 0 78.267513 0.060288 0.027608 8 8194 0.000976 0.000345 0.486898 0.000016
32768 1577 950 0 127.710768 0.121318 0.039055 13 8284 0.001569 0.000435 0.479990 0.000016
32768 1577 1050 0 4657.821207 8.700770 0.262411 1869 4027 0.464117 0.007859 0.473608 0.000025
32768 1577 1100 0 4626.123700 8.615180 0.245126 2083 4519 0.460943 0.007415 0.473612 0.000024
32768 1577 1500 0 4679.480800 8.775600 0.166627 4663 10000 0.466300 0.004989 0.473611 0.000016
32768 1577 3000 0 4597.586400 8.492000 0.162548 4581 10000 0.458100 0.004982 0.473615 0.000016
32768 1631 700 0 38.854333 0.000000 0.000000 0 7881 0.000000 0.000000 0.514636 0.000015
32768 1631 700 150 43.444946 0.000877 0.000877 1 7983 0.000125 0.000125 0.517647 0.000015
32768 1631 900 0 83.791123 0.098525 0.041321 10 8201 0.001219 0.000385 0.479756 0.000016
32768 1631 950 0 134.070603 0.126290 0.041821 13 8045 0.001616 0.000448 0.473005 0.000016
32768 1631 1050 0 4985.774070 10.364238 0.308525 1951 3926 0.496943 0.007980 0.466792 0.000025
32768 1631 1100 0 4987.049169 10.396394 0.293766 2123 4271 0.497073 0.007651 0.466782 0.000024
32768 1631 1500 0 5016.242000 10.459600 0.192110 5000 10000 0.500000 0.005000 0.466763 0.000016
32768 1631 3000 0 4917.408200 10.104000 0.188325 4901 10000 0.490100 0.004999 0.466768 0.000016
32768 1685 700 0 40.548686 0.000000 0.000000 0 7877 0.000000 0.000000 0.507317 0.000015
32768 1685 700 150 46.937744 0.004402 0.003724 2 7951 0.000252 0.000178 0.510362 0.000015
32768 1685 900 0 82.227412 0.080817 0.032756 7 8179 0.000856 0.000323 0.472859 0.000016
32768 1685 950 0 136.167312 0.150847 0.043828 13 8260 0.001574 0.000436 0.466259 0.000016
32768 1685 1050 0 5048.566142 11.846194 0.348047 1917 3810 0.503150 0.008100 0.460181 0.000026
32768 1685 1100 0 5084.145956 12.065551 0.332356 2149 4241 0.506720 0.007677 0.460174 0.000024
32768 1685 1500 0 5102.819200 12.040600 0.221061 5086 10000 0.508600 0.004999 0.460180 0.000016
32768 1685 3000 0 5005.975600 11.598900 0.214937 4989 10000 0.498900 0.005000 0.460186 0.000016
32768 1740 700 0 42.598907 0.000000 0.000000 0 7871 0.000000 0.000000 0.500123 0.000015
32768 1740 700 150 48.474497 0.006328 0.005411 2 7901 0.000253 0.000179 0.503194 0.000015
32768 1740 900 0 94.377384 0.123594 0.042957 14 8180 0.001711 0.000457 0.466081 0.000016
32768 1740 950 0 151.527656 0.182045 0.050471 20 8009 0.002497 0.000558 0.459636 0.000016
32768 1740 1050 0 5306.918515 13.660967 0.402543 1980 3743 0.528987 0.008159 0.453724 0.000026
32768 1740 1100 0 5326.708702 13.588987 0.384020 2160 4068 0.530973 0.007824 0.453724 0.000025
32768 1740 1500 0 5387.715500 14.113700 0.251371 5371 10000 0.537100 0.004986 0.453684 0.000016
32768 1740 3000 0 5297.849200 13.615500 0.244861 5281 10000 0.528100 0.004992 0.453691 0.000016
32768 1794 700 0 44.708874 0.000000 0.000000 0 7866 0.000000 0.000000 0.493280 0.000015
32768 1794 700 150 51.809405 0.102426 0.100677 3 7996 0.000375 0.000217 0.496386 0.000015
32768 1794 900 0 91.195442 0.135768 0.066806 9 8161 0.001103 0.000367 0.459649 0.000016
32768 1794 950 0 158.561457 0.295286 0.084697 22 8209 0.002680 0.000571 0.453346 0.000016
32768 1794 1050 0 5619.749716 16.402730 0.482405 1970 3516 0.560296 0.008371 0.447536 0.000028
32768 1794 1100 0 5620.565801 16.457037 0.484586 1963 3503 0.560377 0.008386 0.447535 0.000028
32768 1794 1500 0 5598.823000 16.640400 0.292565 5582 10000 0.558200 0.004966 0.447545 0.000016
32768 1794 3000 0 5492.047000 16.012300 0.285305 5475 10000 0.547500 0.004977 0.447554 0.000016
32768 1848 700 0 47.296893 0.000000 0.000000 0 7821 0.000000 0.000000 0.486633 0.000015
32768 1848 700 150 53.812916 0.180299 0.159060 3 7959 0.000377 0.000218 0.489761 0.000015
32768 1848 900 0 96.258965 0.173296 0.070263 10 8171 0.001224 0.000387 0.453411 0.000015
32768 1848 950 0 164.827642 0.352122 0.093151 22 7966 0.002762 0.000588 0.447264 0.000016
32768 1848 1050 0 5897.201212 19.974018 0.591478 2037 3464 0.588048 0.008363 0.441613 0.000028
32768 1848 1100 0 5903.334794 19.882851 0.591739 2015 3423 0.588665 0.008411 0.441617 0.000028
32768 1848 1500 0 5890.704200 19.700400 0.337161 5874 10000 0.587400 0.004923 0.441599 0.000016
32768 1848 3000 0 5771.997600 18.917500 0.328601 5755 10000 0.575500 0.004943 0.441611 0.000016
32768 1903 700 0 50.187810 0.000000 0.000000 0 7859 0.000000 0.000000 0.480070 0.000014
32768 1903 700 150 53.559398 0.002632 0.002631 1 7980 0.000125 0.000125 0.483222 0.000014
32768 1903 900 0 112.522291 0.308128 0.083756 20 8120 0.002463 0.000550 0.447251 0.000015
32768 1903 950 0 192.871439 0.576621 0.108594 41 8144 0.005034 0.000784 0.441251 0.000016
32768 1903 1050 0 5972.749548 23.753165 0.719872 1976 3318 0.595539 0.008520 0.435748 0.000029
32768 1903 1100 0 5989.473732 23.756944 0.719532 1978 3312 0.597222 0.008522 0.435747 0.000029
32768 1903 1500 0 6083.858000 23.415300 0.394478 6067 10000 0.606700 0.004885 0.435707 0.000016
32768 1903 3000 0 5958.186000 22.452500 0.383289 5941 10000 0.594100 0.004911 0.435722 0.000016
32768 1957 700 0 53.501401 0.000000 0.000000 0 7854 0.000000 0.000000 0.473822 0.000014
32768 1957 700 150 55.117912 0.000000 0.000000 0 7989 0.000000 0.000000 0.476989 0.000014
32768 1957 900 0 116.288561 0.348831 0.117375 19 8130 0.002337 0.000536 0.441391 0.000015
32768 1957 950 0 212.177382 1.275985 0.236715 49 7870 0.006226 0.000887 0.435541 0.000016
32768 1957 1050 0 6391.905526 30.164557 0.897899 2065 3239 0.637542 0.008447 0.430083 0.000030
32768 1957 1100 0 6384.437851 30.151156 0.903402 2039 3202 0.636790 0.008499 0.430084 0.000030
32768 1957 1500 0 6414.386800 29.183200 0.494625 6398 10000 0.639800 0.004801 0.430106 0.000017
32768 1957 3000 0 6276.810900 28.125900 0.483436 6260 10000 0.626000 0.004839 0.430122 0.000017
32768 2012 700 0 57.283016 0.000000 0.000000 0 7837 0.000000 0.000000 0.467657 0.000014
32768 2012 700 150 61.868517 0.051739 0.030901 3 7963 0.000377 0.000217 0.470836 0.000014
32768 2012 900 0 118.430334 0.492287 0.168831 17 8103 0.002098 0.000508 0.435621 0.000015
32768 2012 950 0 237.848846 2.013279 0.324793 66 8058 0.008191 0.001004 0.429910 0.000015
32768 2012 1050 0 6546.632956 34.754766 0.999009 2021 3095 0.652989 0.008556 0.424575 0.000031
32768 2012 1100 0 6537.832039 34.770550 1.000310 2015 3090 0.652104 0.008568 0.424574 0.000031
32768 2012 1500 0 6592.571700 34.774900 0.573797 6576 10000 0.657600 0.004745 0.424583 0.000017
32768 2012 3000 0 6487.853800 33.499600 0.559814 6471 10000 0.647100 0.004779 0.424602 0.000017
32768 2066 700 0 61.508613 0.000000 0.000000 0 7837 0.000000 0.000000 0.461780 0.000014
32768 2066 700 150 62.204463 0.000000 0.000000 0 7977 0.000000 0.000000 0.464977 0.000014
32768 2066 900 0 131.856684 0.461453 0.139014 23 8094 0.002842 0.000592 0.430119 0.000015
32768 2066 950 0 242.115773 2.098759 0.356197 61 7817 0.007804 0.000995 0.424546 0.000016
32768 2066 1050 0 6843.418170 43.168337 1.287201 2044 2994 0.682699 0.008506 0.419281 0.000034
32768 2066 1100 0 6851.897385 43.283350 1.282144 2065 3021 0.683548 0.008462 0.419276 0.000034
32768 2066 1500 0 6902.203300 42.524100 0.691035 6886 10000 0.688600 0.004631 0.419285 0.000018
32768 2066 3000 0 6766.632800 40.754700 0.669562 6750 10000 0.675000 0.004684 0.419312 0.000018
32768 2120 700 0 66.548547 0.000000 0.000000 0 7848 0.000000 0.000000 0.456062 0.000014
32768 2120 700 150 67.716953 0.267636 0.267619 1 7981 0.000125 0.000125 0.459274 0.000014
32768 2120 900 0 145.254414 0.905123 0.290543 28 8042 0.003482 0.000657 0.424777 0.000015
32768 2120 950 0 272.960802 3.166312 0.500193 81 7985 0.010144 0.001121 0.419344 0.000015
32768 2120 1050 0 7031.884885 51.586774 1.549471 2005 2858 0.701540 0.008559 0.414169 0.000037
32768 2120 1100 0 7034.517684 51.484743 1.536987 2024 2884 0.701803 0.008518 0.414174 0.000037
32768 2120 1500 0 7083.297700 53.329600 0.856454 7067 10000 0.706700 0.004553 0.414098 0.000020
32768 2120 3000 0 6951.762000 51.372600 0.834618 6935 10000 0.693500 0.004610 0.414128 0.000019
32768 2175 700 0 72.409897 0.000000 0.000000 0 7841 0.000000 0.000000 0.450408 0.000014
32768 2175 700 150 76.471314 0.654756 0.590671 4 7948 0.000503 0.000252 0.453630 0.000014
32768 2175 900 0 164.740279 1.401795 0.355131 36 8024 0.004487 0.000746 0.419496 0.000015
32768 2175 950 0 325.531951 6.409233 0.814387 105 7668 0.013693 0.001327 0.414192 0.000016
32768 2175 1050 0 7470.661343 71.541561 2.105574 2054 2755 0.745554 0.008298 0.408854 0.000043
32768 2175 1100 0 7462.226571 71.318851 2.085944 2074 2785 0.744704 0.008262 0.408859 0.000042
32768 2175 1500 0 7434.404300 68.898400 1.077872 7419 10000 0.741900 0.004376 0.408911 0.000022
32768 2175 3000 0 7309.894000 66.487600 1.053463 7294 10000 0.729400 0.004443 0.408948 0.000022
32768 2200 2500 150 7410.062700 75.591500 1.188084 7394 10000 0.739400 0.004390 0.406574 0.000023
32768 2229 700 0 79.158049 0.000000 0.000000 0 7833 0.000000 0.000000 0.445012 0.000014
32768 2229 700 150 79.545740 0.249435 0.199638 2 7958 0.000251 0.000178 0.448242 0.000014
32768 2229 900 0 185.139915 4.132881 0.953486 43 7962 0.005401 0.000821 0.414443 0.000015
32768 2229 950 0 386.454066 10.122748 1.119717 147 7772 0.018914 0.001545 0.409271 0.000015
32768 2229 1050 0 7570.168539 85.734082 2.526387 2017 2670 0.755431 0.008318 0.403927 0.000047
32768 2229 1100 0 7569.631208 85.838769 2.519023 2038 2698 0.755374 0.008276 0.403923 0.000047
32768 2229 1500 0 7563.892200 85.999100 1.341018 7548 10000 0.754800 0.004302 0.403933 0.000025
32768 2229 3000 0 7430.536000 83.155400 1.313145 7414 10000 0.741400 0.004379 0.403976 0.000025
32768 2283 700 0 87.572193 0.000000 0.000000 0 7847 0.000000 0.000000 0.439757 0.000014
32768 2283 700 150 88.378086 0.616121 0.437883 4 7940 0.000504 0.000252 0.443001 0.000014
32768 2283 900 0 212.104600 6.388154 1.146300 53 7935 0.006679 0.000914 0.409541 0.000015
32768 2283 950 0 490.864462 20.059501 1.855390 204 7378 0.027650 0.001909 0.404494 0.000016
32768 2283 1050 0 7862.284138 112.144922 3.301503 2063 2629 0.784709 0.008016 0.398960 0.000058
32768 2283 1100 0 7870.387268 112.071997 3.290361 2073 2639 0.785525 0.007990 0.398960 0.000058
32768 2283 1500 0 7891.023500 113.395400 1.723166 7876 10000 0.787600 0.004090 0.398913 0.000030
32768 2283 3000 0 7779.627200 109.929200 1.689206 7764 10000 0.776400 0.004167 0.398966 0.000030
32768 2338 700 0 97.766267 0.000000 0.000000 0 7838 0.000000 0.000000 0.434542 0.000013
32768 2338 700 150 94.258671 1.496506 1.154680 2 7871 0.000254 0.000180 0.437785 0.000013
32768 2338 900 0 233.731596 6.626446 1.183843 51 7865 0.006484 0.000905 0.404657 0.000014
32768 2338 950 0 627.721063 43.520109 3.253458 284 7335 0.038718 0.002253 0.399711 0.000016
32768 2338 1050 0 8098.289861 147.058052 4.391978 2033 2515 0.808350 0.007848 0.393887 0.000072
32768 2338 1100 0 8093.186112 146.619701 4.403241 2001 2477 0.807832 0.007917 0.393896 0.000072
32768 2338 1500 0 8110.783900 154.511700 2.335523 8096 10000 0.809600 0.003926 0.393724 0.000038
32768 2338 3000 0 8008.397400 150.422100 2.301673 7993 10000 0.799300 0.004005 0.393786 0.000038
