# T mu av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m nsamples
0.530 0.532 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.534 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.536 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.538 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.540 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.542 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.544 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.546 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.548 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.550 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.552 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.554 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.556 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.558 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.560 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.562 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.564 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.566 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.568 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.570 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.572 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.574 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.510 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.512 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.514 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.516 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.518 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.520 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.522 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.524 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.526 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.528 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.530 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.532 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.534 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.536 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.538 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.540 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.542 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.544 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.546 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.548 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.550 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.552 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.554 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.556 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.558 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.560 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.562 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.564 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.566 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.568 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.570 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.572 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.574 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.576 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.578 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.580 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.582 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.584 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.586 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.588 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.590 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.592 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.594 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.596 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.598 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.600 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.602 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.604 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.606 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.608 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.610 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.612 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.614 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.616 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.618 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.620 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.622 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.624 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.626 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.628 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.630 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.632 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.634 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.636 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.638 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.640 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.642 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.644 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.646 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.648 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.650 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.652 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.654 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.656 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.658 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.660 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.662 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.664 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.666 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.668 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.670 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.672 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.674 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.676 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.678 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.680 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.682 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.684 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.686 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.688 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.690 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.692 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.694 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.696 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.698 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.700 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.702 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.704 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.706 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.708 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.540 0.710 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.600 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.602 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.604 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.606 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.608 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.610 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.612 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.614 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.616 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.618 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.620 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.622 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.624 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.626 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.628 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.630 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.632 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.634 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.636 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.638 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.640 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.642 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.644 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.646 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.648 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.650 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.652 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.654 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.656 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.658 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.660 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.662 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.664 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.666 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.668 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.670 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.672 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.674 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.676 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.678 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.680 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.682 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.684 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.686 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.688 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.690 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.692 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.694 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.696 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.698 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.700 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.702 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.704 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.706 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.708 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.710 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.712 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.714 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.716 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.718 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.720 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.722 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.724 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.726 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.728 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.730 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.732 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.734 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.736 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.738 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.740 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.742 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.744 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.746 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.748 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.750 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.752 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.754 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.756 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.758 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.760 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.762 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.764 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.766 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.768 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.770 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.772 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.774 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.776 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.778 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.780 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.782 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.784 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.786 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.788 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.790 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.792 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.794 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.796 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.798 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.800 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.802 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.804 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.806 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.808 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.810 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.812 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.814 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.816 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.818 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.820 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.822 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.824 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.826 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.828 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.830 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.832 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.834 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.836 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.838 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.840 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.842 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.844 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.846 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.848 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.850 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.852 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.854 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.856 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.858 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.860 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.862 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.864 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.866 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.868 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.870 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.872 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.874 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.876 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.878 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.880 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.882 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.884 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.886 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.888 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.890 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.892 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.894 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.896 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.898 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.900 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.902 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.904 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.906 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.908 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.910 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.912 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.914 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.916 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.918 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.920 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.922 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.924 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.926 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.928 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.930 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.932 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.934 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.936 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.938 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.940 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.942 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.944 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.946 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.948 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.950 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.952 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.954 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.956 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.958 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.960 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.962 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.964 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.966 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.968 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.970 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.972 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.974 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.976 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.978 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.980 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.550 0.982 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
