# T mu av_time av_div samples_div samples_multiple_eq samples_with_deaths av_m std_m nsamples
0.055 0.858 1026.033000 0.000000 0 1000 0 0.030767 0.000156 1000
0.055 0.860 1055.482000 0.000000 0 1000 0 0.030792 0.000157 1000
0.055 0.862 1023.554000 0.000000 0 1000 0 0.030817 0.000157 1000
0.055 0.864 1001.997000 0.000000 0 1000 0 0.030840 0.000158 1000
0.055 0.866 980.877000 0.000000 0 1000 0 0.030864 0.000158 1000
0.055 0.868 979.465000 0.000000 0 1000 0 0.030889 0.000159 1000
0.055 0.870 988.943000 0.000000 0 1000 0 0.030912 0.000162 1000
0.055 0.872 979.732000 0.000000 0 1000 0 0.030936 0.000162 1000
0.055 0.874 963.737000 0.000000 0 1000 0 0.030962 0.000162 1000
0.055 0.876 973.140000 0.000000 0 1000 0 0.030986 0.000162 1000
0.055 0.878 966.105000 0.000000 0 1000 0 0.031010 0.000163 1000
0.055 0.880 958.162000 0.000000 0 1000 0 0.031032 0.000163 1000
0.055 0.882 962.748000 0.000000 0 1000 0 0.031057 0.000163 1000
0.055 0.884 969.435000 0.000000 0 1000 0 0.031080 0.000165 1000
0.055 0.886 968.864000 0.000000 0 1000 0 0.031103 0.000166 1000
0.055 0.888 983.605000 0.000000 0 1000 0 0.031126 0.000166 1000
0.055 0.890 967.039000 0.000000 0 1000 0 0.031148 0.000166 1000
0.055 0.892 956.964000 0.000000 0 1000 0 0.031170 0.000167 1000
0.055 0.894 956.104000 0.000000 0 1000 0 0.031192 0.000170 1000
0.055 0.896 927.406000 0.000000 0 1000 0 0.031215 0.000170 1000
0.055 0.898 939.383000 0.000000 0 1000 0 0.031239 0.000172 1000
0.055 0.900 941.075000 0.000000 0 1000 0 0.031259 0.000172 1000
0.055 0.902 936.701000 0.000000 0 1000 0 0.031280 0.000172 1000
0.055 0.904 918.035000 0.000000 0 1000 0 0.031303 0.000174 1000
0.055 0.906 933.516000 0.008000 1 1000 0 0.031327 0.000173 1000
0.055 0.908 913.061000 0.000000 0 1000 0 0.031348 0.000174 1000
0.055 0.910 925.271000 0.000000 0 1000 0 0.031372 0.000173 1000
0.055 0.912 912.349000 0.000000 0 1000 0 0.031394 0.000175 1000
0.055 0.914 907.936000 0.000000 0 1000 0 0.031416 0.000176 1000
0.055 0.916 918.565000 0.000000 0 1000 0 0.031439 0.000178 1000
0.055 0.918 904.733000 0.000000 0 1000 0 0.031462 0.000180 1000
0.055 0.920 906.475000 0.000000 0 1000 0 0.031483 0.000182 1000
0.055 0.922 899.891000 0.000000 0 1000 0 0.031505 0.000184 1000
0.055 0.924 906.661000 0.000000 0 1000 0 0.031523 0.000187 1000
0.055 0.926 884.693000 0.000000 0 1000 0 0.031543 0.000187 1000
0.055 0.928 882.703000 0.000000 0 1000 0 0.031563 0.000189 1000
0.055 0.930 878.082000 0.000000 0 1000 0 0.031586 0.000192 1000
0.055 0.932 866.966000 0.000000 0 1000 0 0.031606 0.000193 1000
0.055 0.934 866.197000 0.000000 0 1000 0 0.031628 0.000192 1000
0.055 0.936 871.985000 0.000000 0 1000 0 0.031650 0.000190 1000
0.055 0.938 875.411000 0.000000 0 1000 0 0.031669 0.000192 1000
0.055 0.940 874.267000 0.000000 0 1000 0 0.031690 0.000191 1000
0.055 0.942 867.418000 0.000000 0 1000 0 0.031710 0.000193 1000
0.055 0.944 878.629000 0.000000 0 1000 0 0.031732 0.000194 1000
0.055 0.946 868.547000 0.000000 0 1000 0 0.031752 0.000195 1000
0.055 0.948 858.259000 0.000000 0 1000 0 0.031772 0.000195 1000
0.055 0.950 852.561000 0.000000 0 1000 0 0.031792 0.000197 1000
0.055 0.952 838.025000 0.000000 0 1000 0 0.031811 0.000199 1000
0.055 0.954 836.943000 0.000000 0 1000 0 0.031833 0.000199 1000
0.055 0.956 825.329000 0.000000 0 1000 0 0.031850 0.000201 1000
0.055 0.958 842.882000 0.000000 0 1000 0 0.031871 0.000201 1000
0.055 0.960 819.257000 0.000000 0 1000 0 0.031890 0.000202 1000
0.055 0.962 804.060000 0.000000 0 1000 0 0.031909 0.000202 1000
0.055 0.964 798.678000 0.000000 0 1000 0 0.031928 0.000203 1000
0.055 0.966 811.359000 0.000000 0 1000 0 0.031949 0.000204 1000
0.055 0.968 819.128000 0.000000 0 1000 0 0.031969 0.000205 1000
0.055 0.970 820.462000 0.000000 0 1000 0 0.031987 0.000207 1000
0.055 0.972 794.994000 0.000000 0 1000 0 0.032006 0.000207 1000
0.055 0.974 797.239000 0.000000 0 1000 0 0.032025 0.000208 1000
0.055 0.976 782.115000 0.000000 0 1000 0 0.032041 0.000209 1000
0.055 0.978 784.938000 0.000000 0 1000 0 0.032059 0.000210 1000
0.055 0.980 780.451000 0.000000 0 1000 0 0.032076 0.000211 1000
0.055 0.982 775.654000 0.000000 0 1000 0 0.032094 0.000216 1000
0.055 0.984 781.453000 0.000000 0 1000 0 0.032113 0.000217 1000
0.055 0.986 776.580000 0.000000 0 1000 0 0.032131 0.000216 1000
0.055 0.988 767.048000 0.000000 0 1000 0 0.032147 0.000216 1000
0.055 0.990 763.873000 0.000000 0 1000 0 0.032165 0.000216 1000
0.055 0.992 748.102000 0.000000 0 1000 0 0.032182 0.000216 1000
0.055 0.994 746.539000 0.000000 0 1000 0 0.032202 0.000216 1000
0.055 0.996 749.171000 0.000000 0 1000 0 0.032220 0.000217 1000
0.055 0.998 748.676000 0.000000 0 1000 0 0.032237 0.000217 1000
0.055 1.000 749.553000 0.000000 0 1000 0 0.032255 0.000218 1000
0.055 1.002 734.763000 0.000000 0 1000 0 0.032271 0.000218 1000
0.055 1.004 725.422000 0.000000 0 1000 0 0.032286 0.000221 1000
0.055 1.006 719.995000 0.000000 0 1000 0 0.032304 0.000223 1000
0.055 1.008 721.106000 0.000000 0 1000 0 0.032321 0.000223 1000
0.055 1.010 723.238000 0.000000 0 1000 0 0.032339 0.000225 1000
0.055 1.012 720.263000 0.000000 0 1000 0 0.032355 0.000222 1000
0.055 1.014 724.896000 0.000000 0 1000 0 0.032370 0.000223 1000
0.055 1.016 713.485000 0.000000 0 1000 0 0.032386 0.000226 1000
0.500 0.288 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.290 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.292 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.294 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.296 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.298 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.300 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.302 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.304 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.306 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.308 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.310 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.312 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.314 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.316 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.318 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.320 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.322 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.324 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.326 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.328 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.330 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.332 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.334 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.336 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.338 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.340 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.342 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.344 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.346 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.348 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.350 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.352 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.354 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.356 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.358 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.360 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.362 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.364 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.366 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.368 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.370 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.372 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.374 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.376 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.378 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.380 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.382 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.384 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.386 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.388 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.390 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.392 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.394 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.396 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.398 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.400 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.402 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.404 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.406 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.408 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.410 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.412 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.414 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.416 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.418 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.420 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.422 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.424 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.426 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.428 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.430 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.432 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.434 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.436 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.500 0.438 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.340 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.342 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.344 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.346 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.348 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.350 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.352 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.354 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.356 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.358 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.360 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.362 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.364 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.366 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.368 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.370 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.372 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.374 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.376 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.378 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.380 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.382 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.384 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.386 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.388 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.390 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.392 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.394 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.396 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.398 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.400 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.402 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.404 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.406 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.408 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.410 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.412 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.414 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.416 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.418 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.420 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.422 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.424 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.426 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.428 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.430 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.432 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.434 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.436 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.438 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.440 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.442 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.444 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.446 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.448 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.450 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.452 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.454 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.456 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.458 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.460 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.462 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.464 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.466 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.468 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.470 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.472 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.474 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.476 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.478 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.480 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.482 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.484 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.486 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.488 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.510 0.490 7.000000 0.000000 0 0 0 0.000009 0.000000 1000
0.520 0.404 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.406 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.408 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.410 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.412 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.414 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.416 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.418 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.420 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.422 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.424 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.426 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.428 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.430 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.432 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.434 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.436 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.438 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.440 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.442 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.444 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.446 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.448 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.450 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.452 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.454 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.456 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.458 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.460 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.462 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.464 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.466 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.468 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.470 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.472 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.474 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.476 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.478 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.480 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.482 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.484 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.486 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.488 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.490 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.492 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.494 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.496 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.498 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.500 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.502 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.504 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.506 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.508 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.510 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.512 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.514 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.516 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.518 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.520 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.522 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.524 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.526 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.528 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.530 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.532 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.534 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.536 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.538 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.540 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.542 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.544 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.546 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.548 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.550 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.552 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.520 0.554 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.400 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.402 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.404 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.406 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.408 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.410 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.412 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.414 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.416 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.418 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.420 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.422 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.424 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.426 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.428 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.430 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.432 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.434 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.436 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.438 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.440 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.442 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.444 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.446 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.448 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.450 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.452 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.454 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.456 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.458 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.460 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.462 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.464 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.466 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.468 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.470 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.472 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.474 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.476 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.478 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.480 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.482 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.484 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.486 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.488 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.490 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.492 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.494 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.496 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.498 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.500 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.502 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.504 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.506 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.508 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.510 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.512 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.514 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.516 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.518 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.520 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.522 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.524 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.526 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.528 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
0.530 0.530 7.000000 0.000000 0 0 0 0.000008 0.000000 1000
