#N  c  mu  sigma  av_time_conv  std_time_conv  samples_div  samples_mult_eq  prob_div  error_prob  runtime(s)  std_runtime(s)  nsamples
2048 1200 1500 0 82.533744 18.511763 303 0 0.030149 0.001706 0.167777 0.034174 10050
2048 1300 800 0 1687.544843 393.923431 0 0 0.000000 0.000000 0.562156 0.142847 10050
2048 1300 900 0 1890.639659 257.135366 0 0 0.000000 0.000000 0.733812 0.141926 10050
2048 1300 1100 0 224.454909 136.741426 47 0 0.004677 0.000681 0.219568 0.098819 10050
2048 1300 1500 0 88.800516 56.799107 373 0 0.037114 0.001886 0.201791 0.134534 10050
2048 1300 3000 0 77.760796 30.482079 1352 0 0.134527 0.003404 0.344554 0.105508 10050
2048 1410 800 0 1741.619739 354.786394 0 0 0.000000 0.000000 0.624788 0.144469 10050
2048 1410 900 0 1940.697781 276.055031 0 0 0.000000 0.000000 0.782744 0.152468 10050
2048 1410 1100 0 231.388430 158.517622 63 0 0.006269 0.000787 0.244588 0.123010 10050
2048 1410 1500 0 94.724864 27.007772 537 0 0.053433 0.002243 0.217578 0.052321 10050
2048 1410 3000 0 86.688836 100.515954 1512 0 0.150448 0.003566 0.388740 0.371646 10050
2048 1520 900 0 1968.996665 273.566885 0 0 0.000000 0.000000 0.848465 0.160242 10050
2048 1520 1100 0 240.786042 190.098245 124 0 0.012338 0.001101 0.240648 0.137512 10050
2048 1520 1500 0 100.950993 28.714127 682 0 0.067861 0.002509 0.251878 0.070284 10050
2048 1520 3000 0 96.228929 136.415324 1851 0 0.184179 0.003867 0.453876 0.576692 10050
2048 1520 800 0 1787.108599 319.375604 0 0 0.000000 0.000000 0.653223 0.140108 10050
2048 1630 800 0 1815.452529 300.799122 0 0 0.000000 0.000000 0.706660 0.144029 10050
2048 1630 1100 0 255.490107 228.704967 192 0 0.019104 0.001366 0.270775 0.174887 10050
2048 1630 1500 0 109.346417 53.576299 871 0 0.086667 0.002806 0.268819 0.141360 10050
2048 1630 3000 0 105.107527 114.046874 2139 0 0.212836 0.004083 0.504465 0.463076 10050
2048 1630 900 0 2014.172297 287.569909 0 0 0.000000 0.000000 0.884082 0.167975 10050
2048 1740 800 0 1850.193923 278.212082 0 0 0.000000 0.000000 0.729756 0.140896 10050
2048 1740 900 0 2053.552950 290.673848 0 0 0.000000 0.000000 0.934462 0.176599 10050
2048 1740 1500 0 121.917967 152.737658 1076 0 0.107065 0.003084 0.358998 0.514200 10050
2048 1740 3000 0 114.761078 128.034150 2524 0 0.251144 0.004326 0.575768 0.565443 10050
2048 1740 1100 0 264.339748 243.134633 269 0 0.026766 0.001610 0.321854 0.213033 10050
2048 1850 800 0 1879.819308 270.942726 0 0 0.000000 0.000000 0.784809 0.148271 10050
2048 1850 900 0 2088.583705 304.060146 0 0 0.000000 0.000000 1.032051 0.193825 10050
2048 1850 1100 0 288.931805 299.947648 359 0 0.035721 0.001851 0.358041 0.263593 10050
2048 1850 3000 0 129.488373 176.586823 2844 0 0.282985 0.004493 0.659020 0.800739 10050
2048 1850 1500 0 129.882097 118.718378 1332 0 0.132537 0.003382 0.385213 0.396848 10050
2048 1960 800 0 1901.045859 257.699179 0 0 0.000000 0.000000 0.802072 0.147267 10050
2048 1960 900 0 2132.080997 323.135268 0 0 0.000000 0.000000 1.103447 0.208521 10050
2048 1960 1100 0 306.717633 328.988669 498 0 0.049552 0.002165 0.364334 0.277915 10050
2048 1960 1500 0 143.766802 175.054174 1673 0 0.166468 0.003716 0.408645 0.525043 10050
2048 1960 3000 0 140.475869 193.895701 3277 0 0.326070 0.004676 0.745012 0.929840 10050
2048 2070 800 0 1919.747201 253.843537 0 0 0.000000 0.000000 0.863142 0.151428 10050
2048 2070 900 0 2166.617309 350.517498 2 0 0.000199 0.000141 1.142192 0.225165 10050
2048 2070 1100 0 325.542476 359.075273 744 0 0.074030 0.002612 0.418759 0.331285 10050
2048 2070 1500 0 156.550881 195.541566 2013 0 0.200299 0.003992 0.457598 0.600889 10050
2048 2070 3000 0 163.325023 283.899377 3703 0 0.368458 0.004812 0.883520 1.447352 10050
2048 2170 900 0 2205.872415 354.272096 2 0 0.000199 0.000141 1.153328 0.223270 10050
2048 2170 1100 0 358.201233 413.527713 896 0 0.089154 0.002843 0.472502 0.383286 10050
2048 2170 1500 0 176.252067 260.977736 2387 0 0.237512 0.004245 0.534984 0.876079 10050
2048 2170 3000 0 178.247697 255.952188 4194 0 0.417313 0.004919 1.031213 1.414525 10050
2048 2170 800 0 1940.053795 249.358655 0 0 0.000000 0.000000 0.907220 0.156708 10050
2048 2280 800 0 1968.642578 257.833342 0 0 0.000000 0.000000 0.936631 0.161914 10050
2048 2280 1100 0 388.051106 454.273019 1204 0 0.119801 0.003239 0.514039 0.424644 10050
2048 2280 1500 0 193.434515 312.736691 2739 0 0.272537 0.004442 0.615482 1.113224 10050
2048 2280 3000 0 200.011043 301.950488 4655 0 0.463184 0.004974 1.163249 1.678097 10050
2048 2280 900 0 2245.463417 368.700332 4 0 0.000398 0.000199 1.307476 0.246741 10050
2048 2390 800 0 1990.561861 260.603835 1 0 0.000100 0.000099 0.983335 0.167257 10050
2048 2390 900 0 2297.754047 397.396590 4 0 0.000398 0.000199 1.453508 0.291964 10050
2048 2390 1500 0 217.069333 345.190330 3258 0 0.324179 0.004669 0.718030 1.233554 10050
2048 2390 3000 0 230.804336 381.714494 5215 0 0.518905 0.004984 1.362713 2.166364 10050
2048 2390 1100 0 410.618168 466.121735 1600 0 0.159204 0.003650 0.594013 0.483707 10050
2048 2500 800 0 2017.311041 266.522317 0 0 0.000000 0.000000 1.011339 0.174115 10050
2048 2500 900 0 2350.727219 435.896224 10 0 0.000995 0.000314 1.379585 0.288225 10050
2048 2500 1100 0 447.669381 510.593685 1954 0 0.194428 0.003948 0.625057 0.499270 10050
2048 2500 3000 0 266.186295 441.063343 5296 0 0.554555 0.005086 1.640267 2.617396 9550
2048 2500 1500 0 255.516372 469.042362 3793 0 0.377413 0.004835 0.876481 1.750305 10050
2048 2610 800 0 2050.033985 285.927765 0 0 0.000000 0.000000 1.063275 0.183603 10050
2048 2610 900 0 2400.482466 471.062358 34 0 0.003383 0.000579 1.390568 0.294332 10050
2048 2610 1100 0 482.580949 558.177131 2436 0 0.242388 0.004275 0.725614 0.698896 10050
2048 2610 1500 0 259.043566 368.120548 4341 0 0.431940 0.004941 0.941483 1.460769 10050
2048 2610 3000 0 322.273159 569.649336 5065 0 0.610241 0.005353 2.021742 3.456849 8300
2048 2720 800 0 2080.418329 292.701052 0 0 0.000000 0.000000 1.092358 0.190175 10050
2048 2720 900 0 2466.075354 539.110983 55 0 0.005473 0.000736 1.543531 0.352997 10050
2048 2720 1100 0 520.913616 587.218397 2872 0 0.285771 0.004507 0.804301 0.633444 10050
2048 2720 1500 0 308.301989 509.264174 4913 0 0.488856 0.004986 1.158684 2.089455 10050
2048 2720 3000 0 374.317702 641.678506 4818 0 0.673846 0.005544 2.421782 3.986589 7150
2048 2830 900 0 2537.548127 570.524161 94 0 0.009353 0.000960 1.578447 0.365507 10050
2048 2830 1100 0 569.853556 640.186778 3452 0 0.343483 0.004737 0.914516 0.831651 10050
2048 2830 1500 0 347.704038 573.117475 5506 0 0.547861 0.004965 1.291190 2.328790 10050
2048 2830 3000 0 454.130195 749.261454 4606 0 0.719688 0.005614 3.016543 4.966234 6400
2048 2830 800 0 2124.862895 310.284775 2 0 0.000199 0.000141 1.146890 0.198302 10050
2048 2940 800 0 2162.533479 351.629244 1 0 0.000100 0.000099 1.311230 0.247222 10050
2048 2940 1100 0 631.103272 682.551093 4033 0 0.401294 0.004889 1.098573 1.031194 10050
2048 2940 1500 0 401.862578 648.357067 6062 0 0.603184 0.004880 1.541830 2.684521 10050
2048 2940 3000 0 545.671284 899.832678 4351 0 0.770088 0.005598 3.773039 6.172026 5650
2048 2940 900 0 2625.815898 653.171511 174 0 0.017313 0.001301 1.632380 0.413056 10050
2048 3040 800 0 2217.548417 383.469448 4 0 0.000398 0.000199 1.372669 0.268604 10050
2048 3040 900 0 2712.743920 692.741700 271 0 0.026965 0.001616 1.957784 0.503397 10050
2048 3040 1500 0 459.739768 706.215035 6575 0 0.654229 0.004744 1.863978 3.132375 10050
2048 3040 3000 0 592.851630 838.826343 4176 0 0.810874 0.005457 4.167358 5.871934 5150
2048 3040 1100 0 669.200956 744.187367 4654 0 0.463085 0.004974 1.156612 1.311659 10050
2048 3150 800 0 2266.935799 410.475540 9 0 0.000896 0.000298 1.431428 0.286472 10050
2048 3150 900 0 2813.221142 775.679565 515 0 0.051244 0.002199 2.028090 0.544139 10050
2048 3150 1100 0 756.790425 846.980636 5156 0 0.513035 0.004986 1.407084 1.706366 10050
2048 3150 3000 0 762.476137 1133.831546 3953 0 0.850108 0.005235 5.587488 8.388396 4650
2048 3150 1500 0 563.799526 899.889813 6674 0 0.702526 0.004690 2.362465 4.067815 9500
2048 3260 800 0 2328.602850 448.093589 13 0 0.001294 0.000359 1.497257 0.310136 10050
2048 3260 900 0 2927.402525 868.534413 814 0 0.080995 0.002721 1.987330 0.582406 10050
2048 3260 1100 0 810.231551 869.523506 5724 0 0.569552 0.004939 1.577543 1.924803 10050
2048 3260 1500 0 662.290614 988.442367 6346 0 0.755476 0.004690 2.915820 4.753791 8400
2048 3260 3000 0 969.312555 1440.875971 3803 0 0.884419 0.004876 7.370237 11.263369 4300
2048 3370 800 0 2396.394761 503.337541 25 0 0.002488 0.000497 1.476033 0.322894 10050
2048 3370 900 0 3035.396678 952.667266 1198 0 0.119204 0.003232 2.036200 0.613537 10050
2048 3370 1100 0 925.791484 1000.092038 6380 0 0.634826 0.004803 1.946978 2.626268 10050
2048 3370 1500 0 837.700485 1139.994764 6110 0 0.788387 0.004640 3.787300 5.539963 7750
2048 3370 3000 0 1233.458150 1609.780161 3597 0 0.910633 0.004539 9.568782 12.628600 3950
2048 3480 900 0 3162.018171 1002.196937 1677 0 0.166866 0.003719 2.174877 0.662594 10050
2048 3480 1100 0 1066.925324 1134.115318 6680 0 0.664677 0.004709 2.420431 3.227865 10050
2048 3480 1500 0 983.891755 1333.134599 5872 0 0.832908 0.004443 4.616919 6.587719 7050
2048 3480 3000 0 1385.574507 1689.276320 3422 0 0.924865 0.004334 10.992619 13.701150 3700
2048 3480 800 0 2490.079163 573.180146 51 0 0.005075 0.000709 1.447144 0.338931 10050
2048 3590 800 0 2567.024062 611.227500 96 0 0.009552 0.000970 1.615617 0.391256 10050
2048 3590 1100 0 1214.392283 1280.541632 7149 0 0.711343 0.004520 3.148575 4.262192 10050
2048 3590 1500 0 1196.310740 1481.279345 5712 0 0.852537 0.004332 5.755203 7.556992 6700
2048 3590 3000 0 1704.567998 1743.460254 3277 0 0.949855 0.003716 14.133827 15.027778 3450
2048 3590 900 0 3287.198020 1074.027767 2340 0 0.232836 0.004216 2.340194 0.749135 10050
2048 3700 800 0 2677.019517 706.536915 161 0 0.016020 0.001252 1.595832 0.410309 10050
2048 3700 900 0 3433.618858 1136.920397 3133 0 0.311741 0.004621 2.716694 0.875673 10050
2048 3700 1500 0 1539.205722 1800.171193 5464 0 0.881290 0.004108 7.689796 9.482493 6200
2048 3700 3000 0 2015.085290 2015.364989 3235 0 0.965672 0.003146 16.997591 17.751917 3350
2048 3700 1100 0 1409.558173 1482.921956 7572 0 0.753433 0.004299 3.748542 5.069413 10050
2048 3810 800 0 2786.744249 788.154958 303 0 0.030149 0.001706 1.786926 0.494119 10050
2048 3810 900 0 3579.030068 1219.075965 3906 0 0.388657 0.004862 2.958120 1.003122 10050
2048 3810 1100 0 1575.316848 1604.166786 7330 0 0.788172 0.004237 4.589695 5.809304 9300
2048 3810 3000 0 1851.461027 1804.929342 3115 0 0.973437 0.002843 15.945765 15.885869 3200
2048 3810 1500 0 1689.405796 1789.080653 5393 0 0.906387 0.003776 8.564856 9.384815 5950
2048 3910 800 0 2906.098568 865.925975 561 0 0.055821 0.002290 1.767631 0.508804 10050
2048 3910 900 0 3701.733371 1243.769501 4843 0 0.481891 0.004984 2.742947 0.933477 10050
2048 3910 1100 0 1880.702560 1807.205878 6471 0 0.813962 0.004364 6.375156 7.435609 7950
2048 3910 1500 0 2386.645540 2269.919661 5201 0 0.928750 0.003438 12.530486 12.360671 5600
2048 3910 3000 0 2060.975846 1872.569870 3042 0 0.981290 0.002434 17.917362 16.969922 3100
2048 4019 800 0 3019.402830 924.663486 876 0 0.087164 0.002814 1.950055 0.579802 10050
2048 4019 900 0 3794.167887 1285.352793 5611 0 0.558308 0.004954 3.273664 1.155408 10050
2048 4019 1100 0 2014.510790 1814.202991 6327 0 0.843600 0.004194 6.959634 7.540178 7500
2048 4019 1500 0 2312.084389 2149.619593 5175 0 0.949541 0.002965 12.203775 11.667678 5450
2048 4019 3000 0 2351.574284 2120.213466 2970 0 0.990000 0.001817 20.736367 19.118605 3000
2048 4130 900 0 3923.882398 1319.613571 6457 0 0.642488 0.004781 2.958758 1.062359 10050
2048 4130 1100 0 2161.543649 1856.912725 6886 0 0.866164 0.003819 6.924230 7.209409 7950
2048 4130 1500 0 2506.820740 2315.636618 5039 0 0.959810 0.002711 13.517858 12.836012 5250
2048 4130 3000 0 3684.692572 2056.971875 2931 0 0.993559 0.001473 33.145421 18.760319 2950
2048 4130 800 0 3185.637638 1044.048613 1215 0 0.120896 0.003252 1.966152 0.616817 10050
2048 4240 700 0 2472.891002 464.084708 13 0 0.001294 0.000359 1.319020 0.264743 10050
2048 4240 700 150 2475.092802 460.134083 15 0 0.001493 0.000385 1.350764 0.273546 10050
2048 4350 700 0 2544.252218 512.448303 24 0 0.002388 0.000487 1.377410 0.289291 10050
2048 4350 700 150 2549.753230 534.295772 26 0 0.002587 0.000507 1.488555 0.319287 10050
2048 4460 700 0 2624.655903 577.370338 37 0 0.003682 0.000604 1.417092 0.310618 10050
2048 4460 700 150 2631.772503 580.258211 42 0 0.004179 0.000644 1.439106 0.325648 10050
2048 4570 700 0 2709.467182 626.311446 72 0 0.007164 0.000841 1.478424 0.339975 10050
2048 4570 700 150 2705.965913 630.227308 84 0 0.008358 0.000908 1.583028 0.366041 10050
2048 4670 700 0 2809.687989 714.373812 131 0 0.013035 0.001131 1.523266 0.378280 10050
2048 4670 700 150 2812.788521 719.898500 127 0 0.012637 0.001114 1.556417 0.397227 10050
2048 4780 700 0 2907.820551 780.694406 240 0 0.023881 0.001523 1.602509 0.418247 10050
2048 4780 700 150 2918.117913 811.242988 243 0 0.024179 0.001532 1.719625 0.464959 10050
2048 4890 700 0 3015.266272 840.025004 388 0 0.038607 0.001922 1.655032 0.446089 10050
2048 4890 700 150 3011.298755 838.524649 387 0 0.038507 0.001919 1.700288 0.464176 10050
2048 5000 700 0 3119.777085 902.694025 558 0 0.055522 0.002284 1.827209 0.508418 10050
2048 5000 700 150 3140.739266 931.003888 581 0 0.057811 0.002328 1.736245 0.499372 10050
2048 5110 700 0 3281.106521 1018.762120 929 0 0.092438 0.002889 1.862768 0.550693 10050
2048 5110 700 150 3256.178063 987.223506 897 0 0.089254 0.002844 1.846651 0.539969 10050
2048 5220 700 0 3379.577725 1066.299294 1176 0 0.117015 0.003206 1.986245 0.593985 10050
2048 5220 700 150 3370.273910 1046.245493 1294 1 0.128756 0.003341 1.891876 0.559888 10050
2048 5330 700 0 3517.776993 1113.489401 1702 0 0.169353 0.003741 2.014446 0.605654 10050
2048 5330 700 150 3513.104991 1120.292502 1758 0 0.174925 0.003790 2.002330 0.615468 10050
2048 5440 700 0 3633.438524 1169.641302 2236 0 0.222488 0.004149 2.143434 0.665937 10050
2048 5440 700 150 3632.591475 1161.960942 2334 0 0.232239 0.004212 2.056809 0.631216 10050
2048 5540 700 0 3746.879801 1194.601540 2879 0 0.286468 0.004510 2.183519 0.680201 10050
2048 5540 700 150 3762.687332 1217.050788 2936 0 0.292139 0.004536 2.165183 0.679951 10050
2048 5650 700 0 3896.600215 1258.255008 3596 0 0.357811 0.004782 2.320179 0.742902 10050
2048 5650 700 150 3868.255037 1236.252394 3635 0 0.361692 0.004793 2.236205 0.700834 10050
2048 5760 700 0 3997.298338 1288.540994 4377 0 0.435522 0.004946 2.364767 0.760195 10050
2048 5760 700 150 4026.227560 1303.215758 4342 0 0.432040 0.004941 2.656745 0.837946 10050
2048 5870 700 0 4129.622989 1348.600181 5052 0 0.502687 0.004987 2.454742 0.798755 10050
2048 5870 700 150 4106.524693 1321.195905 5018 0 0.499303 0.004988 2.484592 0.790702 10050
2048 5980 700 0 4262.453781 1374.270966 5787 0 0.575821 0.004930 2.658309 0.846061 10050
2048 5980 700 150 4287.991971 1362.027710 5870 0 0.584080 0.004917 2.829371 0.907309 10050
2048 6090 700 0 4366.735205 1372.729209 6472 0 0.643980 0.004776 2.625641 0.824638 10050
2048 6090 700 150 4323.419673 1354.660078 6570 0 0.653731 0.004746 2.665669 0.842090 10050
2048 6200 700 0 4475.401199 1403.445508 7085 0 0.704975 0.004549 2.815527 0.892252 10050
2048 6200 700 150 4447.083870 1390.651230 7140 0 0.710448 0.004524 2.941425 0.930292 10050
4192 110 800 0 169.473687 34.550364 0 0 0.000000 0.000000 0.086082 0.008928 10050
4192 110 900 0 483.236161 107.458591 0 0 0.000000 0.000000 0.142951 0.028848 10050
4192 110 1100 0 189.417056 4.147074 0 0 0.000000 0.000000 0.110959 0.010278 10050
4192 110 1500 0 56.495076 4.801825 0 0 0.000000 0.000000 0.097906 0.010517 10050
4192 110 3000 0 25.420491 3.549007 3 0 0.000299 0.000172 0.138357 0.017019 10050
4192 220 900 0 620.835189 193.965037 0 0 0.000000 0.000000 0.235499 0.057572 10050
4192 220 1100 0 186.812424 4.883264 0 0 0.000000 0.000000 0.145780 0.013730 10050
4192 220 1500 0 59.040646 2.647139 1 0 0.000100 0.000099 0.135574 0.012347 10050
4192 220 3000 0 29.113444 5.780511 16 0 0.001592 0.000398 0.166098 0.020449 10050
4192 220 800 0 229.758522 83.209220 0 0 0.000000 0.000000 0.123749 0.019417 10050
4192 330 800 0 333.536107 229.074484 0 0 0.000000 0.000000 0.191480 0.066141 10050
4192 330 1100 0 187.532856 7.775116 0 0 0.000000 0.000000 0.187145 0.018082 10050
4192 330 1500 0 59.688461 3.404054 1 0 0.000100 0.000099 0.166266 0.013749 10050
4192 330 3000 0 33.741854 6.989444 60 0 0.005970 0.000768 0.238449 0.026358 10050
4192 330 900 0 842.903039 365.779901 0 0 0.000000 0.000000 0.384774 0.139364 10050
4192 430 800 0 528.180733 400.371087 0 0 0.000000 0.000000 0.301162 0.145680 10050
4192 430 900 0 1181.794735 444.161328 0 0 0.000000 0.000000 0.636320 0.222147 10050
4192 430 1500 0 60.711905 5.330820 5 0 0.000498 0.000222 0.203126 0.021729 10050
4192 430 3000 0 38.519419 8.126539 108 0 0.010746 0.001028 0.295260 0.037045 10050
4192 430 1100 0 190.198557 19.484655 1 0 0.000100 0.000099 0.231714 0.026794 10050
4192 540 800 0 812.537803 531.890557 0 0 0.000000 0.000000 0.492013 0.245089 10050
4192 540 900 0 1467.445921 370.027052 0 1 0.000000 0.000000 0.925454 0.240763 10050
4192 540 1100 0 196.218435 40.264169 0 0 0.000000 0.000000 0.282796 0.046015 10050
4192 540 3000 0 43.764137 9.569118 179 0 0.017811 0.001319 0.376218 0.052754 10050
4192 540 1500 0 62.689465 7.108732 21 0 0.002090 0.000456 0.231916 0.025938 10050
4192 650 800 0 1097.163633 587.326923 0 0 0.000000 0.000000 0.708956 0.317979 10050
4192 650 900 0 1655.165907 273.532209 0 0 0.000000 0.000000 1.178499 0.237660 10050
4192 650 1100 0 202.319822 37.292555 0 0 0.000000 0.000000 0.333149 0.047236 10050
4192 650 1500 0 66.022265 9.023518 26 0 0.002587 0.000507 0.280984 0.029553 10050
4192 650 3000 0 48.896510 11.053856 339 0 0.033731 0.001801 0.443972 0.067462 10050
4192 760 800 0 1357.762255 562.075650 0 0 0.000000 0.000000 0.950025 0.352979 10050
4192 760 900 0 1751.136164 231.725769 0 0 0.000000 0.000000 1.408212 0.261657 10050
4192 760 1100 0 207.246306 35.710981 1 1 0.000100 0.000099 0.386997 0.054212 10050
4192 760 1500 0 69.659564 10.216446 65 0 0.006468 0.000800 0.328441 0.044321 10050
4192 760 3000 0 54.610649 12.210136 413 0 0.041095 0.001980 0.548115 0.088672 10050
4192 870 900 0 1822.933619 217.864550 0 0 0.000000 0.000000 1.639982 0.291864 10050
4192 870 1100 0 209.371556 39.885029 2 0 0.000199 0.000141 0.437333 0.068914 10050
4192 870 1500 0 74.045888 12.136728 111 0 0.011045 0.001043 0.419885 0.057198 10050
4192 870 3000 0 60.503260 13.952227 593 0 0.059005 0.002350 0.640757 0.109472 10050
4192 870 800 0 1566.363676 479.582207 0 0 0.000000 0.000000 1.188282 0.355351 10050
4192 980 800 0 1695.799800 391.310854 0 0 0.000000 0.000000 1.423480 0.346957 10050
4192 980 1100 0 212.022797 66.703116 9 0 0.000896 0.000298 0.471776 0.102850 10050
4192 980 1500 0 78.825761 14.334216 135 0 0.013433 0.001148 0.466860 0.071994 10050
4192 980 3000 0 67.144602 15.496314 679 0 0.067562 0.002504 0.754580 0.135529 10050
4192 980 900 0 1883.061491 213.670452 0 0 0.000000 0.000000 1.868076 0.318656 10050
4192 1090 800 0 1782.229643 312.853317 0 0 0.000000 0.000000 1.587057 0.320358 10050
4192 1090 900 0 1935.060587 219.608323 0 0 0.000000 0.000000 2.060732 0.341656 10050
4192 1090 1500 0 84.006064 16.558576 192 0 0.019104 0.001366 0.545638 0.094400 10050
4192 1090 3000 0 74.422821 42.804233 879 0 0.087463 0.002818 0.870414 0.346882 10050
4192 1090 1100 0 216.230777 93.974332 12 0 0.001194 0.000344 0.572352 0.178376 10050
4192 1200 800 0 1845.280157 248.989348 0 0 0.000000 0.000000 1.770413 0.309869 10050
4192 1200 900 0 1982.412572 219.879527 0 0 0.000000 0.000000 2.255292 0.366381 10050
4192 1200 1100 0 219.543357 103.912987 27 1 0.002687 0.000516 0.609298 0.200871 10050
4192 1200 3000 0 82.418404 66.981965 1096 0 0.109055 0.003109 0.998388 0.649417 10050
4192 1200 1500 0 90.634272 19.199227 285 0 0.028358 0.001656 0.603673 0.114902 10050
4192 1300 800 0 1887.505856 208.925575 0 0 0.000000 0.000000 1.888872 0.302221 10050
4192 1300 900 0 2025.957061 233.273882 0 0 0.000000 0.000000 2.464017 0.392601 10050
4192 1300 1100 0 230.346119 149.879772 48 0 0.004776 0.000688 0.687294 0.306033 10050
4192 1300 1500 0 97.839198 22.267538 364 0 0.036219 0.001864 0.712671 0.147526 10050
4192 1300 3000 0 90.987345 74.305886 1347 0 0.134030 0.003398 1.137109 0.685945 10050
4192 1410 800 0 1920.606715 181.850223 0 0 0.000000 0.000000 2.072655 0.316830 10050
4192 1410 900 0 2072.245115 239.392025 0 0 0.000000 0.000000 2.647269 0.428759 10050
4192 1410 1100 0 241.168180 180.676489 83 0 0.008259 0.000903 0.735646 0.386382 10050
4192 1410 1500 0 107.093284 86.954124 512 0 0.050945 0.002193 0.786988 0.648054 10050
4192 1410 3000 0 100.287432 116.175213 1572 0 0.156418 0.003623 1.318201 1.246267 10050
4192 1520 900 0 2117.958341 246.556831 0 0 0.000000 0.000000 2.704483 0.473332 10050
4192 1520 1100 0 253.837372 211.335769 127 0 0.012637 0.001114 0.831478 0.473750 10050
4192 1520 1500 0 114.576268 32.290842 677 0 0.067363 0.002500 0.898811 0.222204 10050
4192 1520 3000 0 109.268973 91.787979 1881 0 0.187164 0.003891 1.484838 1.092364 10050
4192 1520 800 0 1946.289850 167.021920 0 0 0.000000 0.000000 2.157881 0.316622 10050
4192 1630 800 0 1966.201197 159.733869 0 0 0.000000 0.000000 2.255928 0.320229 10050
4192 1630 1100 0 266.170607 233.494547 162 0 0.016119 0.001256 0.881655 0.536036 10050
4192 1630 1500 0 125.497109 81.081008 890 0 0.088557 0.002834 0.993792 0.656090 10050
4192 1630 3000 0 121.737837 134.006704 2188 0 0.217711 0.004117 1.721867 1.560467 10050
4192 1630 900 0 2158.709482 256.247872 0 0 0.000000 0.000000 2.935446 0.462908 10050
4192 1740 800 0 1986.090324 156.373106 0 0 0.000000 0.000000 2.418661 0.376198 10050
4192 1740 900 0 2195.624755 262.205321 0 0 0.000000 0.000000 3.067342 0.486713 10050
4192 1740 1500 0 136.845037 67.866878 1075 0 0.106965 0.003083 1.141076 0.570867 10050
4192 1740 3000 0 138.166751 196.040337 2539 0 0.253900 0.004352 2.002641 2.490139 10000
4192 1740 1100 0 278.942144 253.662718 298 0 0.029652 0.001692 0.984001 0.612742 10050
4192 1850 800 0 2003.721216 152.667562 0 0 0.000000 0.000000 2.287290 0.346368 10050
4192 1850 900 0 2236.322612 275.235940 0 1 0.000000 0.000000 3.210769 0.510695 10050
4192 1850 1100 0 300.471946 302.959109 366 0 0.036418 0.001869 1.071225 0.827051 10050
4192 1850 3000 0 149.108008 142.835071 2481 0 0.286821 0.004863 2.212921 1.731515 8650
4192 1850 1500 0 151.430545 128.677493 1385 0 0.137811 0.003438 1.258788 1.093087 10050
4192 1960 800 0 2025.731870 156.842769 0 0 0.000000 0.000000 2.522213 0.380044 10050
4192 1960 900 0 2273.379463 274.963401 2 0 0.000199 0.000141 3.309705 0.524860 10050
4192 1960 1100 0 320.154539 330.158755 575 0 0.057214 0.002317 1.199188 0.827205 10050
4192 1960 1500 0 168.533682 168.288828 1691 0 0.168259 0.003732 1.495772 1.580311 10050
4192 1960 3000 0 171.595128 236.131981 2371 0 0.324795 0.005481 2.605946 3.239270 7300
4192 2070 800 0 2042.636646 163.815582 0 0 0.000000 0.000000 2.713653 0.402665 10050
4192 2070 900 0 2319.504629 299.452177 0 0 0.000000 0.000000 3.476214 0.562832 10050
4192 2070 1100 0 343.849474 357.629203 775 0 0.077114 0.002661 1.278309 0.889859 10050
4192 2070 1500 0 187.373529 212.884410 2101 0 0.209055 0.004056 1.647530 1.985260 10050
4192 2070 3000 0 199.270196 303.253805 2293 0 0.372846 0.006166 3.060496 3.918935 6150
4192 2170 900 0 2365.681067 308.637643 1 0 0.000100 0.000099 3.614126 0.588985 10050
4192 2170 1100 0 370.691039 395.396836 995 0 0.099005 0.002979 1.511588 1.062644 10050
4192 2170 1500 0 212.153938 295.204702 2508 0 0.249552 0.004317 1.965932 2.898846 10050
4192 2170 3000 0 218.648015 320.331116 2203 0 0.427767 0.006894 3.452097 4.459831 5150
4192 2170 800 0 2064.841590 169.673491 0 0 0.000000 0.000000 2.874453 0.392094 10050
4192 2280 800 0 2088.828062 182.465905 0 0 0.000000 0.000000 2.968621 0.411177 10050
4192 2280 1100 0 413.192431 445.631311 1381 0 0.137413 0.003434 1.627567 1.150272 10050
4192 2280 1500 0 238.306437 308.240483 3034 0 0.301891 0.004579 2.193756 3.097446 10050
4192 2280 3000 0 247.977105 332.458668 2124 0 0.488276 0.007579 4.052787 4.993230 4350
4192 2280 900 0 2415.368765 345.408802 0 0 0.000000 0.000000 3.792886 0.641028 10050
4192 2390 800 0 2115.901532 188.380160 0 0 0.000000 0.000000 3.030085 0.421372 10050
4192 2390 900 0 2462.585738 360.104690 0 0 0.000000 0.000000 3.906706 0.673839 10050
4192 2390 1500 0 270.516944 374.808390 2993 0 0.346012 0.005115 2.582633 3.805790 8650
4192 2390 3000 0 285.526414 369.912023 2003 0 0.541351 0.008192 4.751725 5.668436 3700
4192 2390 1100 0 440.493429 466.777880 1853 0 0.184378 0.003868 1.867126 1.319433 10050
4192 2500 800 0 2146.355347 199.516725 0 0 0.000000 0.000000 3.125250 0.443862 10050
4192 2500 900 0 2527.002116 393.380707 6 0 0.000597 0.000244 4.066714 0.710754 10050
4192 2500 1100 0 490.977763 516.893822 2377 0 0.236517 0.004239 2.058138 1.441307 10050
